ID,Activity_Level,Toxicity_Level,Rank_Score,Active_Count,Total_Assay_Count,Active_Targets,Active_Accessions,Toxicity_Targets
T15756,活性,低毒性,4,6,57,24192;231,NP_001619;P15121;P07943,
T26794,活性,低毒性,4,6,40,3290;15483,P28845;P50172,
T8418,活性,低毒性,4,6,54,120892;5598;9201,Q13164;O15075;Q5S007,
T9683,活性,低毒性,4,6,26,3757;29571;6336,Q62968;Q12809;Q9Y5Y9,
T15248,活性,低毒性,4,6,32,2100,P03372;Q92731,
T9729,活性,低毒性,4,6,23,4144,P31153,
T12115,活性,低毒性,4,6,120,5293;5291;5294,O00329;P48736;P42338;P42336,
T14301,活性,低毒性,4,6,55,4306;25672,P22199;P08235,
T67916,活性,低毒性,4,6,40,8529;1579,Q02928;P78329,
TCS0862,活性,低毒性,4,6,247,759;760,P00918;P00915;1SV3_A,
T2352,活性,低毒性,4,6,38,3276,Q99873,
T10168,活性,低毒性,4,6,26,3358;407230;25075;282134;281126,P08908;P28564;P28335;Q75Z89;P20288;P18130,
T84987,活性,低毒性,4,6,82,,Q72547,
T25131,活性,低毒性,4,6,21,3579;729230,P41597;P25025,
T21414,活性,低毒性,4,6,95,396766;1991;397197,P08419;P08246;P00772,
T9567,活性,低毒性,4,6,8,,,
T67896,活性,低毒性,4,6,36,12802;1269;1268,P47936;P21554;O00519;P34972,
T4330,活性,低毒性,4,6,52,10413;101772;55107,Q5XXA6;Q8BHY3;NP_001123617,
T4063,活性,低毒性,4,6,156,4837;2593;27232;5409;3176,Q14749;P40261;P21964;P11086;Q14353;P50135,
T9767,活性,低毒性,4,6,13,5467,Q03181,
T38759,活性,低毒性,4,6,29,5168,Q13822,
T77649,活性,低毒性,4,6,7,,P14679;O42713;C7FF05;C7FF04;Q00024,
T74271,活性,低毒性,4,5,23,7862;8805,P55201;O15164,
T17186,活性,低毒性,4,5,12,1215,P23946;P08311;NP_001827,
T3888,活性,低毒性,4,5,31,771;768;759;766;377677,P00915;P43166;Q8N1Q1;Q16790;O43570,
T5S0788,活性,低毒性,4,5,73,3248;51426,NP_000851;NP_057302;B45705;AAG24257;2W2I_A,
T28903,活性,低毒性,4,5,21,83512;84575;3992,O60427;Q920R3;Q9Z122,
T5399,活性,低毒性,4,5,5,54625,Q460N5,
T3399,活性,低毒性,4,5,8,,P0C6U8,
T15446,活性,低毒性,4,5,10,6506,P43004;Q12809,
T60021,活性,低毒性,4,5,52,947882;75202019;10988;865,P50579;Q13951;P0AE18,
T70470,活性,低毒性,4,5,19,4314;4319,NP_002416;NP_002413;P08254;P09238,
T28509,活性,低毒性,4,5,22,23173,P53582,
T13288,活性,低毒性,4,5,248,43740568;1489834,AMB37292,
T12777,活性,低毒性,4,5,135,,,
T9199,活性,低毒性,4,5,27,9294,O95136,
T35424,活性,低毒性,4,5,26,5141;5143,Q08493;Q08499;P27815;Q07343,
T22725,活性,低毒性,4,5,68,9429;11622;4363;5243,P30561;P08183;Q9UNQ0;P33527,
T20102,活性,低毒性,4,5,133,200316;5243,NP_660341,
T14987,活性,低毒性,4,5,8,2100,P03372;Q92731,
T6972,活性,低毒性,4,5,158,4137;4088;2740;5243,AAL68976;AAB64013;AAI14949,
T6245,活性,低毒性,4,5,77,65975,CAC29064;B45705;AAI07878;AAG24257,
T33563,活性,低毒性,4,5,36,,,
T13951,活性,低毒性,4,5,7,21926,P06804;P01375,
TQ0035,活性,低毒性,4,5,46,,P23946;P08311;P21842;P10632,
T7947,活性,低毒性,4,5,22,2194,P49327,
T5535,活性,低毒性,4,5,494,5598,Q13164;Q96MU7,
T4718,活性,低毒性,4,5,82,5999,1XZ8_B;ABC94591;1LOQ_A,
T21865,活性,低毒性,4,5,72,50940,Q9HCR9,
T11975,活性,低毒性,4,5,80,4170,P10415;Q96SW2;Q07820,
T5324,活性,低毒性,4,5,24,284111,Q86YT5,
T62209,活性,低毒性,4,5,62,7182,Q9NWZ3;P49116,
T3S1967,活性,低毒性,4,5,147,3620,P14902;NP_002155,
T7375,活性,低毒性,4,5,49,1269;1268,P21554;P34972,
T82568,活性,低毒性,4,5,15,1660,Q08211,
T71990,活性,低毒性,4,5,40,8911,Q9P0X4,
T77336,活性,低毒性,4,5,59,,,
T4390,活性,低毒性,4,5,61,187,NP_005152;P35414,
T14372,活性,低毒性,4,5,68,11255;207911,Q9Y5N1;Q99705;Q8JZL2,
T67892,活性,低毒性,4,5,31,,Q8IYL9,
T17103,活性,低毒性,4,5,39,71111;2863,Q5U431;O43194,
T4044,活性,低毒性,4,5,35,,,
T22775,活性,低毒性,4,5,19,80351;7473;8658,Q9H2K2;O95271;P56703,
T5555,活性,低毒性,4,5,127,4193;4194,Q00987;O15151,
T26483,活性,低毒性,4,5,5,100719593,Q63931,
T73140,活性,低毒性,4,5,5,4144,P31153,
T10899,活性,低毒性,4,5,47,7098;54106,O15455;Q9NR96,
T9714,活性,低毒性,4,5,5,,Q29550,
T67844,活性,低毒性,4,5,20,,Q460N5,
T64167,活性,低毒性,4,5,64,,Q05397,
T38622,活性,低毒性,4,5,13,599,P10415;Q07817;Q92843,
T4182,活性,低毒性,4,5,100,58819;51426;11201,NP_057302;AAC35244;AAG24257;NP_009126;2QQS_A,
T60165,活性,低毒性,4,5,18,9123,O15427,
T10593,活性,低毒性,4,5,23,4988;4986,P35372;P41146;P41145,
T11943,活性,低毒性,4,5,5,5603,P04049;O15264;4EYJ_A,
T11657,活性,低毒性,4,5,64,,,
T9360,活性,低毒性,4,5,11,,Q96SW2;A4TVL0;Q16531,
T10410,活性,低毒性,4,5,33,5168,Q13822,
T60681,活性,低毒性,4,5,25,8569,Q9BUB5,
T62806,活性,低毒性,4,5,120,4915;4916;4914,Q16620;P04629;Q16288,
T6S1367,活性,低毒性,4,5,81,280844;6622,P37840;P80025,
T1804,活性,低毒性,4,5,84,27306,O60760,
T24530,活性,低毒性,4,5,91,3939,P00338,
T7389,活性,低毒性,4,5,80,2852,NP_001091671;Q99527,
T27918,活性,低毒性,4,5,65,1588;25147,P11511;P22443,
T40229,活性,低毒性,4,5,16,4298,Q03111,
T16413,活性,低毒性,4,5,88,3956,P09382,
T19711,活性,低毒性,4,5,33,6097;10062;7376,P51449;NP_001238864;P55055,
T11069,活性,低毒性,4,5,39,76192,Q99LR1,
T4208,活性,低毒性,4,5,13,,,
T5528,活性,低毒性,4,5,20,946955;86862725;246243;1803,1MU2_A;NP_002927;P27487;P0A7Y4,
T37577,活性,低毒性,4,5,84,115;5836,P06737;O60503,
T78802,活性,低毒性,4,5,21,23408,Q9NXA8,
T24679,活性,低毒性,4,5,25,4128;4129;25750,P19643;P27338;P21397,
T3405,活性,低毒性,4,5,272,1557;277328,NP_808449;P33261,
T60237,活性,低毒性,4,5,120,2648,O25801;1JY1_A;NP_066564;AAG24257,
T16442,活性,低毒性,4,5,21,56813;5745;5741,P25961;P01270;Q03431,
T16432,活性,低毒性,4,5,5,,P01116,
T66491,活性,低毒性,4,5,12,,O42713;C7FF05;C7FF04;Q00024,
T16514,活性,低毒性,4,5,21,6336,Q9Y5Y9,
T84313,活性,低毒性,4,5,22,53831,Q9NQS5,
T35074,活性,低毒性,4,5,11,1080,P13569,
T4043,活性,低毒性,4,5,132,53627;64840,Q9JJJ7;Q9H237,
T7506,活性,低毒性,4,5,35,,E2JF22;Q92508,
T11901,活性,低毒性,4,5,122,3620,P14902,
TN9308,活性,低毒性,4,5,31,4843;4842;4846,P29474;P35228;P29475;3KPW_A,
T7312,活性,低毒性,4,5,70,2322;886397,P9WI73;2PZI_A;P36888,
T8536,活性,低毒性,4,5,77,7468;1559,QLI62812;O96028,
T12192,活性,低毒性,4,5,48,2492,AAR07906;P16473;NP_000136,
T10857,活性,低毒性,4,5,28,80218,Q9GZZ1,
T3192,活性,低毒性,4,5,47,3778;3757;170739;81033,NP_775115;NP_571987;NP_001154825;NP_001191727,
T22827L,活性,低毒性,4,5,97,5594,P00533;NP_002736;P04626,
T2744,活性,低毒性,4,5,17,28234;10599,Q9NPD5;Q9Y6L6,
T1745,活性,低毒性,4,5,93,1551;1559,QLI62812;NP_000756;ABI96208,
T14198,活性,低毒性,4,5,48,6536;29234;9152,O08726;P48067;Q9Y345,
T11103,活性,低毒性,4,5,90,10797;4522,P13995;P11586,
T8574,活性,低毒性,4,5,5,6732,Q96SB4,
T203010,活性,低毒性,4,5,12,,,
T27634,活性,低毒性,4,5,41,,,
T9890,活性,低毒性,4,5,12,3064,P42858,
T4S0792,活性,低毒性,4,5,13,,,
T27460,活性,低毒性,4,5,82,9971;1559,Q96RI1;P11712,
T8647,活性,低毒性,4,5,184,1814,AAI07878;NP_387512,
T27193,活性,低毒性,4,5,85,10131;7184;3320,P07900;P14625;Q12931,
T7785,活性,低毒性,4,5,44,,,
T38843,活性,低毒性,4,5,19,6523,P31639;P13866,
T2S2215,活性,低毒性,4,5,74,3358;3357,P41595;P28335;P28223,
T10821,活性,低毒性,4,5,43,24192;25290,P12527;P07943,
T7147,活性,低毒性,4,5,56,3757;5742;3350;25549,NP_037163;Q01827;P23219;P08908;Q12809,
T3653,活性,低毒性,4,5,131,28989;2879,P36969;Q9BV86,
T68069,活性,低毒性,4,5,39,13162;15567;20538,O55192;Q60857;Q61327,
TP2036L,活性,低毒性,4,5,73,4988;4985;706,P35372;P41143;P30536,
T28865,活性,低毒性,4,5,25,6774,P40763,
T5360,活性,低毒性,4,5,19,7068;7067,P10827;P10828,
T8316,活性,低毒性,4,5,22,170743,P58681,
TN1804,活性,低毒性,4,5,68,,O42713,
TN1805,活性,低毒性,4,5,48,,O42713,
T13857,活性,低毒性,4,5,77,,,
T3591,活性,低毒性,4,5,28,,O00519;Q99685,
T7670,活性,低毒性,4,5,25,19225;5743,P35354;Q05769,
T4385,活性,低毒性,4,5,40,3757;312896;8989,O75762;NP_015628;Q12809;Q6RI86,
T10946,活性,低毒性,4,5,19,64677;1586;1589;24950,P08686;P05093;P24008;P31214,
T3317,活性,低毒性,4,5,143,1559;2876,QLI62812;P07203;ABI96208,
T60330,活性,低毒性,4,5,103,150;148;3757;3269;3357,Q12809;P08913;P41595;P35348;P35367,
T21512,活性,低毒性,4,5,61,9507,P08253;P14780;O75173,
T10307,活性,低毒性,4,5,24,2890;59283;10369,Q8WXS5;P42261;Q9Y698,
T29214,活性,低毒性,4,5,60,,,
T9202,活性,低毒性,4,5,41,3326;3320,P07900;P08238,
T15780,活性,低毒性,4,5,5,22848,Q2M2I8,
T22135,活性,低毒性,4,5,68,5303;5300,Q13526;Q9Y237,
T68108,活性,低毒性,4,5,10,1241,Q15722,
T60196,活性,低毒性,4,5,70,5293,O00329,
T12910,活性,低毒性,4,5,53,3757;100135589;10280,Q12809;Q60492;Q99720,
T20366,活性,低毒性,4,5,159,1553;1548,P11509;Q16696,
T7302,活性,低毒性,4,5,5,51311,Q9NR97,
T14666,活性,低毒性,4,5,49,2648;54207;3776;338567;7421,Q7Z418;NP_001017535;O95069;P57789;NP_066564,
T3879,活性,低毒性,4,5,37,,O42713;P36021,
T4197,活性,低毒性,4,5,24,,,
T15192,活性,低毒性,4,5,91,1551;1559,QLI62812;NP_000756;ABI96208,
T19120,活性,低毒性,4,5,12,53831,NP_065103;Q9NQS5,
T7347,活性,低毒性,4,5,8,51311,NP_619542;Q9NR97,
T9657,活性,低毒性,4,5,28,,,
T11108,活性,低毒性,4,5,97,1551;170743;51284,P58681;Q9NYK1;NP_000756;ABI96208,
T23150,活性,低毒性,4,5,33,216,AAH01505;AAG24257,
T71534L,活性,低毒性,4,5,16,10413,NP_001123617,
T9662,活性,低毒性,4,5,7,,,
T11158,活性,低毒性,4,5,21,,P00533,
T26389,活性,低毒性,4,5,27,4353,P05164,
T40192,活性,低毒性,4,5,25,5428,Q72547;P54098,
T3442,活性,低毒性,4,5,87,5328;396985,P00749;P04185,
T2263,活性,低毒性,4,5,97,1080;5144,P13569;Q08499,
T12504,活性,低毒性,4,5,26,171373,Q63633,
T8771,活性,低毒性,4,5,20,1543;1545;1544,P05177;Q16678;P04798,
T11925,活性,低毒性,4,5,26,4221,O00255,
T25210,活性,低毒性,4,5,12,635,Q93088,
T23709,活性,低毒性,4,5,82,1551;1565;1559,QLI62812;ANW61984;NP_000756;ABI96208,
T8431,活性,低毒性,4,5,34,,P00533,
T24750,活性,低毒性,4,5,96,1551;1565,Q14994;ANW61984;NP_000756;ABI96208,
T38941,活性,低毒性,4,5,8,,,
T23358,活性,低毒性,4,5,10,1803,P27487,
TQ0116,活性,低毒性,4,5,129,13040;1520;1551,O70370;P25774;NP_000756,
T33613,活性,低毒性,4,5,146,1812;2854,AAI07878;O75388;NP_000785,
T12909,活性,低毒性,4,5,25,1514,NP_001903;P07711,
T3178,活性,低毒性,4,5,61,185;81638;186;100009164,P30556;P34976;P50052;P29089,
T4842,活性,低毒性,4,5,84,100034242;100034175,P00328;P00327,
T25985,活性,低毒性,4,5,21,240;5743;5742,P35354;P09917;P23219,
T21767,活性,低毒性,4,5,82,1551;1559,QLI62812;NP_000756;ABI96208,
T4012,活性,低毒性,4,5,39,84456;26013,Q96JM7;Q9Y468,
T4039,活性,低毒性,4,5,22,4047;815275;856470,P38605;P48449;P33247;P38604,
TN6739,活性,低毒性,4,5,18,1543;1545;1544,P05177;Q16678;P04798,
T41190,活性,低毒性,4,5,17,2150,P55085,
T23204,活性,低毒性,4,5,98,1559;139760;1565,QLI62812;ANW61984;NP_848566;ABI96208,
T11462,活性,低毒性,4,5,5,53831,Q9NQS5,
T3714,活性,低毒性,4,5,89,1551;1565;1559,QLI62812;ANW61984;NP_000756;ABI96208,
T1073,活性,低毒性,4,5,25,239;3741,P22460;P18054,
T23602,活性,低毒性,4,5,11,147111,Q6P988,
T60534,活性,低毒性,4,5,27,5599;5602,P53779;P45983;3OXI_A,
T6347,活性,低毒性,4,5,92,1551;1565;1559,QLI62812;ANW61984;NP_000756;ABI96208,
T70086,活性,低毒性,4,5,20,56950,Q9NRG4,
T8886,活性,低毒性,4,5,11,,V5TFZ2,
T8374,活性,低毒性,4,5,29,5468,P37231;Q07869,
T3528,活性,低毒性,4,5,44,3783,NP_002241;O15554,
T9853,活性,低毒性,4,5,59,,Q86WV6,
T24154,活性,低毒性,4,4,26,10411,O95398,
T40042,活性,低毒性,4,4,10,,Q9UL62;Q9UBN4,
T23325,活性,低毒性,4,4,44,,P31645,
T72953,活性,低毒性,4,4,59,,P08922,
T200421,活性,低毒性,4,4,36,1543,P04798,
T9343,活性,低毒性,4,4,8,,P08254,
T7541,活性,低毒性,4,4,12,2932,G1T8E2;P49841,
T12654,活性,低毒性,4,4,16,2100,P03372;Q92731,
T10381,活性,低毒性,4,4,12,57121,Q9H1C0,
T72958,活性,低毒性,4,4,186,7421;4137,1RA7_A;NP_001017535;AAI14949;CAQ07474,
T84317,活性,低毒性,4,4,8,3362,P41595;P50406,
TQ0188,活性,低毒性,4,4,43,1557;1559,P11712;P33261,
T11365,活性,低毒性,4,4,36,20186;20181,Q60641;P28700,
T83962,活性,低毒性,4,4,73,,Q8R4B8;Q8R1P5;Q9HB14,
T7473,活性,低毒性,4,4,33,4929;1548,P43354;P11509;P35869,
T8248,活性,低毒性,4,4,160,5292,P11309;Q965D5,
T3259,活性,低毒性,4,4,11,177,Q15109,
T8466,活性,低毒性,4,4,29,7965,Q13155,
T12499,活性,低毒性,4,4,4,5313,P30613,
T9316,活性,低毒性,4,4,32,719,Q16581,
T9341,活性,低毒性,4,4,4,918764,P0C6X1;P0C6X6,
T16079,活性,低毒性,4,4,88,1551;1559,QLI62812;NP_000756;ABI96208,
T72032,活性,低毒性,4,4,14,79837,Q8TBX8,
T1828,活性,低毒性,4,4,35,1457;1460;1459,P19784;P68400;P67870,
TQ0180,活性,低毒性,4,4,73,7150;29230,P52020;P11387,
T1867,活性,低毒性,4,4,97,1551;1559,QLI62812;NP_000756;ABI96208,
T39229,活性,低毒性,4,4,15,3062;3061,O43613;O43614,
T4468,活性,低毒性,4,4,96,7473;6422,P56703;ABI96208;Q8N474,
T7888,活性,低毒性,4,4,15,,O14638;P22413,
T22239,活性,低毒性,4,4,41,3276,Q99873;NP_001193971,
T5206,活性,低毒性,4,4,26,397134,P14920;P00371,
T40109,活性,低毒性,4,4,4,8542,O14791,
T8792,活性,低毒性,4,4,12,581,Q07812,
T13705,活性,低毒性,4,4,39,1080,P13569,
T10319,活性,低毒性,4,4,145,1551,NP_000756;ABI96208,
T7886,活性,低毒性,4,4,89,9971,Q96RI1,
T8549,活性,低毒性,4,4,71,,1D1P_A;1DG9_A,
TQ0300,活性,低毒性,4,4,48,2629;14466,P17439;P04062,
T8419,活性,低毒性,4,4,5,,P0C6X7,
T210506,活性,低毒性,4,4,18,2321;2324;3791,P17948;P35916;P35968,
T77353,活性,低毒性,4,4,78,,,
T9428,活性,低毒性,4,4,4,2322,P36888,
T2021,活性,低毒性,4,4,4,,3PM1_A;3V78_B;3PM1_B;3V78_A,
T73464,活性,低毒性,4,4,4,10013,Q9UBN7,
T15261,活性,低毒性,4,4,14,846,NP_001171536;P41180,
TQ0252,活性,低毒性,4,4,21,9971;151306,Q96RI1;Q8TDU6,
T8801,活性,低毒性,4,4,107,1195;57396;1196,P49759;Q9HAZ1;P49760,
TN2088,活性,低毒性,4,4,4,,,
T5308,活性,低毒性,4,4,16,25400;231,P11275;P15121,
T21635,活性,低毒性,4,4,95,2101,ADZ17378,
T9806,活性,低毒性,4,4,13,22807,Q96SW2;Q9UKS7,
TN7059,活性,低毒性,4,4,20,4790;4609,NP_002458;NP_003989,
T25548,活性,低毒性,4,4,15,216799,Q8R4B8;Q96P20,
TN8705,活性,低毒性,4,4,37,,,
T22381,活性,低毒性,4,4,33,5027;18439,Q99572;Q9Z1M0,
T10411,活性,低毒性,4,4,47,2053,P34913,
T9706,活性,低毒性,4,4,29,3757;695,Q12809;Q06187,
T35976,活性,低毒性,4,4,12,,O54050;P80457,
T40417,活性,低毒性,4,4,72,814112,ABH03417;XP_001349989,
T11396,活性,低毒性,4,4,61,5229;2339,P53609;P49354,
T77598,活性,低毒性,4,4,187,3064,P42858;Q99685,
T63190,活性,低毒性,4,4,10,5168,Q13822,
T69611,活性,低毒性,4,4,25,24411;24412;24408,P35439;Q00961;Q62645,
T9503,活性,低毒性,4,4,90,,,
TN9217,活性,低毒性,4,4,276,7157;1544,EAW99313;AFN61604,
T5S1331,活性,低毒性,4,4,13,2203,B4URF0;P09467;P10481,
T19161,活性,低毒性,4,4,51,6097;1880;6095,P51449;P32249;P35398;NP_004942,
T6147,活性,低毒性,4,4,7,281972,Q28156,
T26280,活性,低毒性,4,4,586,5871,Q12851;O43318,
T36682,活性,低毒性,4,4,14,84749,Q70CQ3,
T14998,活性,低毒性,4,4,5,,O00329;P48736;P42338;P42336,
T9976,活性,低毒性,4,4,4,4233,P00533;P08581,
T3828,活性,低毒性,4,4,45,1557;1544,P05177;P33261,
T78379,活性,低毒性,4,4,9,493724,P55859,
T32043,活性,低毒性,4,4,7,7428,P40337;P0A3G3,
T9972,活性,低毒性,4,4,70,,P01116,
T8908,活性,低毒性,4,4,39,2932,G1T8E2;P49841,
T65172,活性,低毒性,4,4,11,,,
T22632,活性,低毒性,4,4,74,,,
T67760,活性,低毒性,4,4,192,10724,O60502;P41145,
T14141,活性,低毒性,4,4,26,4144,P31153,
T8816,活性,低毒性,4,4,8,,,
T204083,活性,低毒性,4,4,4,,P01116,
T6S2099,活性,低毒性,4,4,115,29230,P52020,
T8877,活性,低毒性,4,4,18,43740578,P0DTD1,
T3366,活性,低毒性,4,4,99,1432;5603;5600;6300,P53778;Q15759;O15264;Q16539,
T64414,活性,低毒性,4,4,4,1387,Q92793;P15884;P35222,
T68084,活性,低毒性,4,4,4,43,P22303,
T4838,活性,低毒性,4,4,12,,,
T13789,活性,低毒性,4,4,10,881789,Q9RMS5;P25084,
T4436,活性,低毒性,4,4,65,150;8477;5739,Q8IYL9;P08913;NP_000951,
T72053,活性,低毒性,4,4,5,9451,Q9NZJ5;Q13546,
T9460,活性,低毒性,4,4,181,2475;5243,AAI07878;NP_004949,
T3106,活性,低毒性,4,4,52,,,
T12128,活性,低毒性,4,4,9,3417,O75874,
T17030,活性,低毒性,4,4,18,,,
T37744,活性,低毒性,4,4,7,881789,P33905;P12746;P25084,
T63536,活性,低毒性,4,4,10,2053,O00519;P34913,
T4134,活性,低毒性,4,4,4,55872,Q96KB5,
T30577,活性,低毒性,4,4,52,7849,AAB34216,
T3062,活性,低毒性,4,4,162,80351,Q9H2K2,
T64458,活性,低毒性,4,4,31,55915,Q9NS86,
T60075,活性,低毒性,4,4,14,1813,P14416,
T4S2012,活性,低毒性,4,4,25,,3LLE_B;3LLE_A,
T16999,活性,低毒性,4,4,4,1812,P21728,
T26712,活性,低毒性,4,4,26,2645,P35557;NP_000153,
T60336,活性,低毒性,4,4,13,1233,P51679,
T7132,活性,低毒性,4,4,81,1551;1559,QLI62812;NP_000756;ABI96208,
T60172,活性,低毒性,4,4,71,,,
TN2268,活性,低毒性,4,4,17,1269;1268,P21554;P34972,
T39705,活性,低毒性,4,4,11,10533,O95352,
T38369,活性,低毒性,4,4,22,59103;9536,O14684;NP_067594;NP_004869,
T78701,活性,低毒性,4,4,107,100135051,P02550;P02554,
T6967,活性,低毒性,4,4,86,7015,O14746,
T8495,活性,低毒性,4,4,4,,O60885,
T8863,活性,低毒性,4,4,83,1551;1559,QLI62812;NP_000756;ABI96208,
T15436,活性,低毒性,4,4,17,,Q72502,
T34788,活性,低毒性,4,4,38,151306,Q8TDU6,
T7393,活性,低毒性,4,4,88,9170;1902,Q92633;NP_476500;Q9HBW0,
T38614,活性,低毒性,4,4,74,51311;51284,Q9NYK1;Q9NR97,
T7524,活性,低毒性,4,4,34,25461;100729734,P25102;NP_037097;P47747,
T63059,活性,低毒性,4,4,30,,,
T1521,活性,低毒性,4,4,19,,,
T16894,活性,低毒性,4,4,16,397552;397131,P18434;P19156,
T33595,活性,低毒性,4,4,22,5743;5742,NP_542158;NP_000954,
T35899,活性,低毒性,4,4,5,7297,O60674;P23458;P29597,
T15769,活性,低毒性,4,4,15,6774;3572,P40189;P40763,
T8453,活性,低毒性,4,4,40,54799;84456,Q96JM7;Q05BQ5,
T62758,活性,低毒性,4,4,81,,P14618;NP_002645,
T22372,活性,低毒性,4,4,5,,,
T3227,活性,低毒性,4,4,17,23135,P0DTD1;O15054,
T21995,活性,低毒性,4,4,46,2917,P35400;NP_870989,
TN3466,活性,低毒性,4,4,10,24316,P61169;P18901,
T27453,活性,低毒性,4,4,45,,,
T3960,活性,低毒性,4,4,91,1551;1559,QLI62812;NP_000756;ABI96208,
T7777,活性,低毒性,4,4,19,948847,P08191,
T7339,活性,低毒性,4,4,50,17171;186,NP_032578;NP_000677,
T69535,活性,低毒性,4,4,7,,P0DTD1,
T27640,活性,低毒性,4,4,12,25706,NP_037297,
T1545,活性,低毒性,4,4,32,150;6531;1814;6915,P08913;P21731;Q01959;P35462,
T63143,活性,低毒性,4,4,7,,,
T11179,活性,低毒性,4,4,19,3579,NP_001161770;P25025,
T1628,活性,低毒性,4,4,174,590;43;100033901,P22303;P06276;P81908;Q96L34,
T7768,活性,低毒性,4,4,134,10062;7376,Q13133;P55055,
T7181,活性,低毒性,4,4,9,3620,P14902,
T11878,活性,低毒性,4,4,391,120892,Q5S007,
T22414,活性,低毒性,4,4,23,54625,Q460N5,
TN2101,活性,低毒性,4,4,56,240;5743,P35354;P09917,
T16816,活性,低毒性,4,4,45,2890;2891;2892;2893,NP_001244952;NP_001243672;NP_001106283;NP_001077089,
T31206,活性,低毒性,4,4,13,2159,P00742,
T40108,活性,低毒性,4,4,4,8542,O14791,
T32368,活性,低毒性,4,4,26,3290;15483,P28845;P50172,
T12854,活性,低毒性,4,4,17,10135,P43490,
T16716,活性,低毒性,4,4,10,,,
T67880,活性,低毒性,4,4,15,,,
T84186,活性,低毒性,4,4,67,,,
T6728,活性,低毒性,4,4,94,9177;59340;3359,O95264;P46098;Q9H3N8,
T1880,活性,低毒性,4,4,98,1551;1565;1559,QLI62812;ANW61984;NP_000756,
T11368,活性,低毒性,4,4,62,2693;14463;18091,Q92847;P42582;Q08369,
TN1038,活性,低毒性,4,4,78,100720710,P21556,
T11940,活性,低毒性,4,4,13,4199,Q16798;P23368;P48163,
TQ0033,活性,低毒性,4,4,29,80228;84876;6786,Q96SN7;Q96D31;Q13586,
T12112,活性,低毒性,4,4,5,,O60885,
T60156,活性,低毒性,4,4,12,55193,Q86U86,
T67897,活性,低毒性,4,4,82,3313;3309,P11021;P38646,
T60203,活性,低毒性,4,4,19,3290,P28845,
T9222,活性,低毒性,4,4,6,,Q8R4B8;Q96P20,
T14385,活性,低毒性,4,4,6,5027,Q99572,
T11815,活性,低毒性,4,4,42,,P68826,
T68100,活性,低毒性,4,4,39,100729734,P47747,
T9359,活性,低毒性,4,4,52,29126;5133,Q15116;Q9NZQ7,
T8105,活性,低毒性,4,4,193,1812,NP_000785,
T68051,活性,低毒性,4,4,19,25083;24174;24175,P22086;P22909;P19328,
T10744L,活性,低毒性,4,4,19,,P49336;Q9BWU1,
T14181,活性,低毒性,4,4,15,5313;3064;5223,P30613;P42858;P18669,
T30798,活性,低毒性,4,4,5,3362,P50406;NP_000862,
T9266,活性,低毒性,4,4,22,6721,Q12772,
T13974,活性,低毒性,4,4,6,,O60885,
T86470,活性,低毒性,4,4,95,5034,P07237,
T19713,活性,低毒性,4,4,30,814112,ABH03417;XP_001349989,
T6697,活性,低毒性,4,4,43,1889;80198;7347,P15374;P42892;Q96NY9,
T17257L,活性,低毒性,4,4,19,814112,P13922;ABH03417;XP_001349989,
T72084,活性,低毒性,4,4,20,,P01116;Q07889,
T7798,活性,低毒性,4,4,52,6721;6720,P36956;Q12772,
T15273,活性,低毒性,4,4,83,554;25108,Q00788;ABI96208;P30518,
T6144,活性,低毒性,4,4,26,7222;7224;7225,NP_004612;NP_036603;NP_001124170,
T9102,活性,低毒性,4,4,4,,O95251;Q92794,
TNU0494,活性,低毒性,4,4,41,888551;45426178,P9WID5,
TN1067,活性,低毒性,4,4,8,,O42713;C7FF05;C7FF04;Q00024,
TN8697,活性,低毒性,4,4,24,3064,4KC3_B;P42858,
T20402,活性,低毒性,4,4,133,1576;246;134391,AAC52118;NP_059488;Q8TDV0,
T2437,活性,低毒性,4,4,105,7468;9807,O96028;Q92551,
T19784,活性,低毒性,4,4,60,,,
T26626,活性,低毒性,4,4,17,,,
T88677,活性,低毒性,4,4,53,,Q15391,
T10638L,活性,低毒性,4,4,5,,O60885,
T10691,活性,低毒性,4,4,4,11251,Q9Y5Y4,
TN2256,活性,低毒性,4,4,7,,,
T2936,活性,低毒性,4,4,120,7421;65975;10413;2597,NP_002037;CAC29064;NP_001017535;NP_001123617,
T7880,活性,低毒性,4,4,19,55239,Q8N543;Q9GZT9;Q84406;Q96KS0,
T23429,活性,低毒性,4,4,42,23133;22992;80853,Q9Y2K7;Q9UPP1;Q6ZMT4,
T14008,活性,低毒性,4,4,34,,,
T17250,活性,低毒性,4,4,42,8477;728;1880;266977,P21730;Q8IYL9;P32249;Q5T601,
T36819,活性,低毒性,4,4,20,,P29466;P51878,
T13411,活性,低毒性,4,4,45,10013,Q9Y478;Q13131;P54619;Q9UBN7,
TL0008,活性,低毒性,4,4,13,,,
T34485,活性,低毒性,4,4,24,623;12061,Q61125;P46663,
T4062,活性,低毒性,4,4,73,2876;23411,Q96EB6;P07203,
T9532,活性,低毒性,4,4,10,6608,Q99835,
T8844,活性,低毒性,4,4,22,240;2053;241,P34913;P09917;P20292,
T7662,活性,低毒性,4,4,329,8644;19225,P42330;Q05769;P23219,
T77582,活性,低毒性,4,4,46,,,
