ID,SMILES,P_act,STRENGTH,P_tox_0,P_tox_1,P_tox_2
T12758,C[C@@H](CN1CCC(Cc2ccccc2)CC1)[C@@H](O)c1ccc(O)cc1,0.76559335,0.21040782,0.3175364,0.08394642,0.5985171
T15372,OC[C@H]1O[C@H](Sc2ccc(Cl)c(Cl)c2)[C@H](O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O,0.74235016,0.22745259,0.5070862,0.13329811,0.35961565
T13925,O=[N+]([O-])c1cc(C(F)(F)F)ccc1NN1CCOCC1,0.75416493,0.13135745,0.22457771,0.075058445,0.7003639
T11212,O=C1NC(=S)NC(=O)C1=Cc1ccc(-c2ccc(Cl)cc2Cl)o1,0.8589787,0.18058096,0.20930935,0.1211568,0.66953385
T11358,COc1cc(Nc2nc3c(s2)CCCC3c2ccccc2)ccc1-n1cnc(C)c1,0.9339897,0.23039404,0.50000715,0.13848329,0.36150956
T19206,COc1ccc2ncc(=O)n(C(CO)CO)c2n1,0.64103156,0.0925886,0.2644056,0.053531915,0.6820625
T15438,C[C@H]1CN(c2n[nH]c3nc(N[C@H]4CC[C@H](NS(=O)(=O)CCC(F)(F)F)CC4)ncc23)CCO1,0.8383667,0.3426958,0.3773814,0.25578225,0.3668363
T15772,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1.NC(CO)(CO)CO.NC(CO)(CO)CO,0.65398633,0.07264666,0.15140034,0.016497407,0.8321023
T16524,CCCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCCCCCCCNCCCCN.Cl.Cl,0.47364455,0.26661557,0.49275887,0.08067182,0.42656928
T16806,Cc1noc(C)c1CSc1ccccc1C(=O)N1CCN(c2cccc(C(F)(F)F)c2)CC1,0.7602593,0.177139,0.42896375,0.09232716,0.47870904
T16922,Cc1cccn2c(=O)c3cc(C(=O)NCCCN4CCOCC4)c(=N)n(CCc4ccccc4)c3nc12,0.8090453,0.273681,0.37230486,0.1829815,0.44471365
T16950,CN1C(C(=O)Nc2nccs2)=C(O)c2ccccc2S1(=O)=O,0.77247626,0.15640543,0.28339928,0.11789479,0.59870595
T17315,O=C(CC1CC(c2ccc(F)cc2F)=NO1)N1CCOCC1,0.6485359,0.110947296,0.27203074,0.05110109,0.67686814
TN3273,CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)C34C1C([C@H](OC)[C@@H]32)[C@@]1(O)C[C@H](OC)[C@]2(O)C[C@@H]4[C@@H]1[C@@H]2OC(=O)c1ccc(OC)cc1,0.6603876,0.14600824,0.38507363,0.15496942,0.4599569
TN3831,C=CCC1=C[C@]2(OC)C(=CC1=O)O[C@H](c1ccc(OC)c(OC)c1)[C@H]2C,0.76667964,0.11923262,0.24493138,0.14528638,0.6097823
TN4510,COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2cc(OC)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2)ccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.40727684,0.11374131,0.6006192,0.018180067,0.38120073
T22808,COc1ccc(CNC(=O)C=Cc2ccc3[nH]cc(CCN(C)C)c3c2)cc1,0.81505984,0.3232404,0.3904783,0.27713454,0.33238715
T23007,COc1ccccc1N1CCN(CCCCN2C(=O)CCC2=O)CC1.Cl.Cl,0.58954835,0.11271285,0.22344871,0.025875367,0.75067586
T23286,C[n+]1ccccc1CC(=O)c1ccc(Br)cc1.[I-],0.58934134,0.2158239,0.40490815,0.1371763,0.4579156
T19813,Cc1ccc2[nH]cc(CCN)c2c1.Cl,0.62193894,0.15737328,0.2127186,0.03859249,0.7486889
TN5845,COC(=O)[C@@]1(O)C[C@@H](O)[C@H](O)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1,0.48098758,0.10177172,0.39287934,0.025966847,0.5811538
T24642,O=C(Cc1ccc(O)cc1)N1CCc2c([nH]c3ccccc23)C1,0.73512924,0.1914045,0.39974904,0.10702966,0.49322122
T24833,Cc1cc(C)nc(NC(=N)Nc2ccccc2C(F)(F)F)n1,0.6948529,0.21192522,0.43811277,0.16654214,0.39534512
T26630,COc1ccccc1C=NNC(=O)COc1ccc(Cl)cc1C,0.68945855,0.15996143,0.39174858,0.09691011,0.5113413
T27221,O=C(NCc1ccccc1)c1ccc(Cl)c(S(=O)(=O)N2CCCCCC2)c1,0.82882243,0.2275062,0.42780074,0.18618363,0.3860156
T28339,CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.9028951,0.24129058,0.31924847,0.24875782,0.43199372
T37428,COc1cc2c(cc1OC)C(c1cc3ccccc3oc1=O)=NC(C)(C)C2,0.81263524,0.2009743,0.31378916,0.17866826,0.5075426
T60083,COC(=O)Nc1ccc2oc3cc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)ccc3c2c1,0.80344933,0.16954283,0.38229874,0.093882866,0.5238184
T9572,CCN(Cc1nc2c(N)nc3cc(-c4cc[nH]n4)ccc3c2[nH]1)C(C)=O,0.94665927,0.27002004,0.30469123,0.2272573,0.46805155
T9755,Cc1c(C#N)cccc1[C@@H](C)Nc1nnc(C)c2cnc(N3CCOCC3)cc12,0.9194573,0.3394995,0.23363273,0.3828784,0.38348886
T9585,Cc1cc(F)c(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1-c1cnc2c(=O)n(C)ncc2c1,0.96162593,0.3662706,0.16599366,0.507523,0.32648337
TN7120,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,0.5505256,0.10005888,0.30517238,0.030575408,0.6642522
TN6780,COc1cc(C(C)C)ccc1C,0.5838601,0.09510712,0.30917484,0.045707345,0.6451178
T60081,Cc1c(N2C(=O)c3ccc(C(=O)O)cc3C2=O)c(=O)n(-c2ccccc2)n1C,0.74802047,0.17681095,0.2726722,0.062826805,0.66450095
T60078,Cc1cc(O)c(-c2cc(O)c(C)cc2O)cc1O,0.72162056,0.08402013,0.19680943,0.034281578,0.768909
T60055,CN(C)c1ccc2c(c1)OC(N)=C(C#N)C2c1cccc(C(F)(F)F)c1,0.77883023,0.210078,0.2844815,0.1678964,0.5476221
T9970,CCc1nc(N2CCOCC2)c(C#N)c2c1CCCC2,0.48754877,0.087327905,0.2426335,0.03778027,0.7195862
T60054,O=C1Nc2ccc(S(=O)(=O)Nc3ccc(O)c(Cl)c3)c3cccc1c23,0.899551,0.24251255,0.27385214,0.18220021,0.5439477
T60033,COc1ccc(-c2csc(NC(=O)c3ccc(OCC(=O)N4CCOCC4)cc3)n2)cc1,0.8410143,0.18445402,0.33245343,0.16024303,0.5073035
T40220L,CC(=O)O.CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)CN)C(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,0.46323523,0.36874473,0.6876371,0.026129419,0.2862335
T39823L,CC(=O)O.CSCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,0.4538461,0.4114093,0.68505675,0.023821946,0.29112133
T60094,O=C1Nc2ccccc2C1=Cc1ccc(N2CCOCC2)cc1,0.7384185,0.2037824,0.24049513,0.10909976,0.65040517
T60092,Cc1cccc(C(=O)Nc2cccc(-c3nc4ccccc4[nH]3)c2)c1,0.84512484,0.21890642,0.32298285,0.1762922,0.500725
T60093,Cc1cccc(S(=O)(=O)NCCNS(=O)(=O)c2cccc(C)c2)c1,0.65839505,0.11508769,0.23189834,0.08471166,0.68339
T60066,NCCCCNCCCNCCCN,0.5670088,0.12250364,0.14061898,0.07523968,0.7841413
T60087,N#Cc1ccc(C(=O)Nc2cc(N3CCCCC3)ccc2N2CCCCC2)o1,0.749775,0.17611581,0.3218589,0.14100759,0.53713346
T60086,Clc1ccc(Oc2ccc(Nc3ncnc4[nH]ccc34)cc2)cc1,0.931649,0.17225882,0.23077676,0.11783105,0.6513922
T21855,O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,0.89513737,0.26685736,0.32186604,0.14675966,0.53137434
T9976,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2N(C)S(C)(=O)=O)n1,0.9555196,0.33761632,0.21893288,0.3733865,0.4076806
TN6753,CCCCCCCCCCCCCCCCCCCCCCCCO,0.5113573,0.038650386,0.059132442,0.0028380493,0.9380296
T4676,Cl.Cl.N=C(N)NN=C1CCc2c(C(=N)N)cccc21,0.61324924,0.20394413,0.23677465,0.047513552,0.7157118
TQ0139,Cc1csc(NC(=O)CSc2ccc(-c3ccccc3)nn2)n1,0.8168673,0.19026369,0.42279595,0.11096074,0.46624327
TN1372,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,0.4773953,0.11040686,0.34697533,0.10608352,0.54694116
TN1475,CC1(C)CC[C@]2(C(=O)O)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,0.47277486,0.15940124,0.46894264,0.15726839,0.37378895
TN1527,COc1cc2c(cc1OC)[C@@H]1Cc3ccc(OC)c(OC)c3C[N+]1([O-])CC2,0.7206248,0.138848,0.33809578,0.076359674,0.5855446
TN1552,COc1ccc2ccc(=O)oc2c1OC,0.6793892,0.06579164,0.26966035,0.032629214,0.6977104
TN1584,COc1cc2c(cc1OC)C1=Cc3ccc(OC)c(OC)c3CN1CC2,0.66941035,0.18026328,0.440115,0.13790885,0.4219761
TN1587,CC1(C)CCc2c(ccc3ccc(=O)oc23)O1,0.68841934,0.12464164,0.24480447,0.056824747,0.69837075
TN1599,C=C(CC[C@@H](C(=O)O)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3)C(C)C,0.44187322,0.16451713,0.52031666,0.054320063,0.4253633
TN1927,CCC(=O)c1cc2c(cc1OC)OCO2,0.47372016,0.07209568,0.3325747,0.036601327,0.630824
TN1970,O=C(/C=C/c1ccc(O)cc1)NCC(O)c1ccc(O)cc1,0.64761496,0.158691,0.33913818,0.11287245,0.5479893
TN2078,O=C(/C=C/c1ccccc1)c1c(O)cc(O)cc1O,0.66279435,0.10014321,0.31087014,0.051104493,0.63802534
TN2148,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,0.7478962,0.091863744,0.35106763,0.08242171,0.5665107
T12510,CCCNCCc1ccc(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1.Cl,0.6138551,0.19988534,0.44538608,0.12747465,0.42713928
T11029,O=C(CCNC(=O)c1ccc(C(F)(F)F)cc1)N[C@@H]1CCCc2ccccc21,0.8312169,0.30383217,0.5041336,0.2013039,0.2945625
T11079,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)NCCc1ccc(O)c(O)c1,0.5408131,0.1670057,0.4804034,0.107529566,0.41206703
T11106,NC(=O)Cc1ccccc1-c1ccccc1F,0.6618331,0.13113348,0.30598027,0.048707362,0.64531237
T13495,NC1CCCNC1=O,0.396647,0.074033335,0.19852944,0.032875713,0.7685948
T12684,O=C(O)c1cc(Cl)ccc1S(=O)(=O)NCCCCN1C(=O)c2cccc3cccc(c23)C1=O,0.80869913,0.27905896,0.31243128,0.14640406,0.54116464
T10343,O=C(CNC(=O)c1cccc2ccccc12)Nc1ccccc1Oc1ccccc1,0.82774997,0.15992522,0.3532903,0.124497466,0.52221227
T11319,CN(C)CCNC(=O)c1cc(C(=O)NC(=N)N)cc(-c2cc(Cl)sc2Cl)c1,0.8286233,0.2999994,0.32872248,0.2457436,0.42553392
T10723,CCOC(=O)c1cccc(Nc2cc(OC)cc3ccccc23)c1,0.80861354,0.10016823,0.2165208,0.037437886,0.7460413
T15579,CCN1/C(=C/C(C)=O)Sc2ccc(O)cc21,0.61163324,0.15098974,0.33358204,0.09601086,0.57040715
T15753,O=C(/C=C/c1ccc(O)cc1)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@](O)(CO)[C@H]2O)cc1O,0.40593773,0.11611214,0.6207075,0.019916432,0.3593761
T12096L,Cc1ncc([N+](=O)[O-])n1CC(O)CN1CCOCC1,0.5822362,0.07392437,0.16465001,0.05030761,0.78504246
T22317,Cc1ccc(CNc2ccc(Cl)cc2NCc2ccc(C)c(O)c2)cc1O,0.872218,0.22033587,0.4432663,0.18518095,0.37155277
TN2436,Cc1cc(-c2ccccc2)oc(=O)c1,0.7433454,0.10530592,0.26577955,0.04055736,0.6936631
TN2898,COc1ccc(-c2oc3cc(OC)cc(O)c3c(=O)c2O)cc1,0.8304482,0.09191996,0.3259108,0.083544545,0.59054464
TN3091,COc1c(OC(C)=O)cc(OC(C)=O)c2c(=O)cc(-c3ccccc3)oc12,0.707104,0.07339374,0.30860043,0.016791115,0.67460847
TN4220,COc1cc(/C=C/C(=O)c2ccc(O)cc2O)ccc1O,0.65782666,0.09786904,0.3749175,0.05778242,0.5673001
TN4569,C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3[C@@H](OC(=O)C(C)C)C[C@@]4(C)O[C@@]34C[C@H]12,0.7740683,0.15664053,0.23300967,0.18163554,0.58535475
TN4782,CC(=O)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,0.44272748,0.09115574,0.55537885,0.014389318,0.43023178
TN5028,O=C1c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2O[C@H](c2ccc(O)cc2)[C@H]1O,0.44432306,0.099195905,0.5974823,0.031018415,0.37149924
T19962,CC1(C)C=CC2=C(O1)C(=O)c1ccccc1C2=O,0.88544446,0.09980053,0.07824403,0.03796365,0.88379234
T20042,Nc1ncnc2nn[nH]c12,0.78795666,0.053863812,0.03923105,0.0097633675,0.9510057
T20103,CCOC(=O)C1=NOC(c2ccccc2)(c2ccccc2)C1,0.586633,0.0460441,0.1366112,0.0091353245,0.85425353
T20322,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,0.5935178,0.04785334,0.08135947,0.004729767,0.9139107
T20381,CCCCCCCCCCCCCCC(O)CO,0.5101593,0.045629222,0.08752867,0.004549579,0.9079218
T20484,CC(=O)CC(=O)Nc1ccc(Cl)cc1,0.66839236,0.15790832,0.28912982,0.1441202,0.5667499
T20490,N=C(NC(=O)OCc1ccccc1)N(CCC[C@H](NC(=O)OCc1ccccc1)C(=O)O)C(=O)OCc1ccccc1,0.52933013,0.14595784,0.40497577,0.039500847,0.5555234
T24905,CCOC(=O)N1CCC(NC(=S)Nc2cc(Cl)cc(Cl)c2)CC1,0.6390357,0.20100611,0.3882154,0.12554885,0.4862358
T24711,COc1ccn(C)c(=O)c1C#N,0.59521484,0.086110845,0.26647794,0.042946793,0.69057536
T26278,CCC(CC)c1cc(C)nc2c(-c3sc(N4CCOCC4)nc3Cl)c(C)nn12,0.8207544,0.22028089,0.35310316,0.19562423,0.4512726
T26939,CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1,0.7728312,0.09733827,0.09603196,0.06199234,0.8419757
T30260,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cc(F)cc(F)c2)CC1,0.9293221,0.33467114,0.37473947,0.2485207,0.37673983
T31095,C#CCN(c1nc(-c2cc(C)c(OC)cc2Cl)c(C)s1)[C@@H](CC1CC1)c1ccc(C)c(F)c1,0.965084,0.36272413,0.28092122,0.40697038,0.3121084
T35347,CCOC(=O)CCNC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NC(C)C,0.5520256,0.32460624,0.5978135,0.078166984,0.32401952
T35719,N[C@H](CO)Cc1cc(I)c(Oc2ccc(O)cc2)c(I)c1,0.8003569,0.14419805,0.22524826,0.06721271,0.7075391
T36123,Cn1nc(-c2ccccc2)nc2c(=O)n(C)c(=O)nc1-2,0.83903825,0.13719684,0.20349371,0.04937815,0.7471281
T39980,O=C1Nc2c(C(F)(F)F)cccc2[C@@]1(c1ccc(O)cc1)c1ccc(OC(F)(F)F)cc1,0.65280986,0.13404194,0.38503674,0.0761642,0.53879905
T9645,O=C(Nc1ccc(Oc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1)c1c(F)cccc1I,0.7907011,0.18686646,0.3616241,0.17823309,0.46014282
TN7123,C=C1C(=O)[C@@]23C(=O)O[C@H]4CCC(C)(C)[C@H]5[C@H](O)OC[C@@]45[C@@H]2CC[C@@H]1[C@H]3O,0.7223151,0.22012815,0.3549027,0.24261048,0.40248683
TN7130,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4C[C@H](O)[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,0.486852,0.12633206,0.4031383,0.17056349,0.42629823
TN7132,COc1cc(/C=C/c2ccc(O)c(O)c2)oc(=O)c1,0.6367669,0.08917225,0.39875072,0.04353103,0.55771816
TN7131,O=Cc1nccc2c1[nH]c1ccccc12,0.861548,0.14624165,0.24653046,0.093129575,0.66033995
TN7122,COc1ccc2ccc(=O)oc2c1C/C=C(\C)CO,0.66612804,0.13604972,0.41998717,0.10152893,0.47848383
TN7126,CCCCCCCC(=O)NCc1ccc(O)c(OC)c1,0.5681659,0.22395971,0.5603813,0.09910438,0.34051427
TN7127,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=C[C@@H]4O[C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C,0.5177395,0.25813782,0.40286088,0.26664034,0.33049875
TN7128,O=C1C(=Cc2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,0.8010358,0.10030868,0.19611543,0.053470366,0.75041413
TN7129,COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,0.4517231,0.13979714,0.49157503,0.1010449,0.4073801
TN7125,COc1cccc(OC)c1C(=O)C=Cc1ccc(O)cc1,0.57067794,0.09606509,0.33182758,0.042063136,0.62610924
T9770,O=C(CN1CCOCC1)Nc1ccc(OC2CCN(C3CCC3)CC2)cc1,0.75298333,0.24409254,0.3950132,0.15165469,0.45333213
T60009,COc1cc2ncnc(-c3c(-c4ccccc4)n(Cc4ccccc4Br)c4ccccc34)c2cc1OCCCN1CCOCC1,0.94192684,0.29667833,0.27916297,0.26718944,0.45364758
T60098,Cc1ccc2c(=O)[nH]c(-c3ccc(C(C)(C)O)cc3)cn12,0.80817276,0.26298043,0.3563383,0.14856726,0.49509445
T60008,COc1cc(Nc2nc(N3C[C@@H](C)N[C@@H](C)C3)ncc2F)ccc1NC(=O)c1ccc(C2=CCCC2)s1,0.9517559,0.34106573,0.24890828,0.4007244,0.35036728
T60095,O=C(Cn1nnc2ccccc21)N(Cc1cccc(Cl)c1)c1ccc(-c2cnc[nH]2)cc1,0.9280272,0.2851216,0.4206557,0.18933354,0.39001083
T40025,O=C(O)CCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.5452804,0.16611546,0.36937296,0.037672266,0.5929548
T40024,O=C(O)CCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.57241637,0.18165232,0.36134332,0.04459866,0.5940581
T9983,CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1,0.8512423,0.2493785,0.36300632,0.1698256,0.46716812
T60097,COC(=O)/C=C/c1cc(OC)c(O)c(OC)c1,0.48328134,0.06482055,0.4141516,0.012456164,0.5733922
T60103,OC[C@H]1O[C@@H](n2cnc3c(NCCc4ccc(O)cc4)ncnc32)[C@H](O)[C@@H]1O,0.72666514,0.27009696,0.48820785,0.17410283,0.3376893
T21996,Cl.N=C(N)NC(=O)c1cnn(-c2cccc3ncccc23)c1C1CC1,0.6775304,0.30752268,0.37478256,0.18429084,0.44092664
T9650,CN(c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1)c1cccc2[nH]ncc12,0.90540284,0.30012795,0.20437375,0.34829053,0.4473357
T21576,O=C1C(Nc2ccccc2)=CC(=O)c2ncccc21,0.88188666,0.16924796,0.119019605,0.08979675,0.7911836
T41345,COc1ccc(NC=O)c(C(=O)CCNC(C)=O)c1,0.53564,0.14409329,0.4314526,0.07066666,0.49788073
T22094,O=C(NCc1ccccc1)c1c(/N=C/c2c(O)ccc3ccccc23)sc2c1CCCC2,0.8459834,0.27701312,0.41780597,0.2210991,0.36109498
TQ0220,O=C(CSc1ccc(Br)cc1)Nc1cn(CCc2ccccc2)nc1C(=O)O,0.7419197,0.24331805,0.5194735,0.08004913,0.4004774
TQ0263,O=C1Cc2cc(C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4S(=O)(=O)CC3CCN(CCCC(F)(F)F)CC3)c(Cl)cc2N1,0.73952377,0.30206156,0.41953874,0.21250176,0.36795956
TN1014,C[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4C=C[C@]56OC[C@@]7(CCC(C)(C)C[C@H]75)[C@@H](O)C[C@@]6(C)[C@]4(C)CC[C@H]3C2(C)C)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O,0.32265526,0.2539447,0.596385,0.08118376,0.32243124
TN1047,C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,0.76713234,0.15351951,0.2499395,0.272806,0.4772545
TN1057,Cc1c([C@H](C)[C@@H]2NC[C@@H](C)C[C@H]2O)ccc2c1C[C@H]1[C@H]2CC=C2C[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@@]21C,0.35647368,0.2752139,0.66364133,0.05748904,0.27886966
TN1089,C/C=C/C=C/C=C/CC/C=C/C(=O)NCC(C)(C)O,0.577856,0.13960625,0.3611938,0.041419815,0.5973863
TN1459,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2C(=O)[C@@H](O)[C@]2(C)[C@@H](c3ccc(=O)oc3)CC[C@]12O,0.71588486,0.1572132,0.2976796,0.21206488,0.49025556
TN1489,COc1cc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4OC[C@](O)(CO)[C@H]4O)cc3o2)ccc1O,0.355351,0.11743911,0.65769464,0.026662633,0.3156427
TN1579,CC(=O)OC(C)(C)CCC(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,0.5859708,0.16844998,0.41041863,0.12130216,0.46827924
TN1997,CC(C)=CCC[C@@](C)(O[C@@H]1O[C@H](CO[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C,0.36408782,0.18573785,0.5859626,0.029998729,0.38403866
TN2279,CC(C)c1c(O)ccc2c1CC[C@H]1C(C)(C)CCC[C@]21C,0.6527212,0.12479308,0.28633264,0.05753074,0.6561366
TN2343,CC1=C2C(=O)[C@H]3[C@@H](CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,0.30449715,0.30612168,0.61947817,0.10329858,0.2772232
T12219,Cc1csc(Cl)c1Nc1nc2ccccc2[nH]1,0.8950784,0.16834557,0.1925576,0.122992806,0.6844496
T12236,O=C(CCl)Nc1cccc(NC2=NS(=O)(=O)c3ccccc32)c1,0.81714994,0.20012453,0.19892411,0.13184799,0.6692279
T12310,CN1CCN(c2ccc(Nc3ncc4c(n3)SC(=Cc3ccc([N+](=O)[O-])cc3)C(=O)N4)cc2)CC1,0.94146824,0.33649856,0.15969323,0.4291289,0.41117784
T19507,FC(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,0.5165255,0.043374304,0.1904172,0.010153972,0.7994288
T10019,Cn1ccc(N)nc1=O,0.5823806,0.05533821,0.121284895,0.0143863475,0.86432874
T10168,COc1ccccc1N1CCN(CCc2ccc3c(c2)sc(=O)n3C)CC1,0.85121816,0.27556932,0.3421602,0.1586918,0.49914804
T10938,Nc1ccccc1C(=O)C[C@@H](N)C(=O)O,0.5205313,0.09882048,0.27342403,0.014526785,0.7120492
T10960,CC(C)(C)c1cc(/C=C2\SC(N)=NC2=O)cc(C(C)(C)C)c1O,0.6812994,0.13265137,0.20332827,0.05607959,0.74059206
T10314,COc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)[O-])c(SC(C)(C)C)c4cc(OCc5ccccn5)ccc43)cc2)cn1.[Na+],0.6804298,0.29322585,0.5343185,0.098057024,0.3676245
T14969,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(CC)CC)c1ccccc1CC2,0.7365622,0.19532625,0.29450172,0.0805264,0.62497187
T12985,Cc1cc2occ(CN(C)CCN(C)Cc3cn(-c4cccc(C(F)(F)F)c4)c4ccccc34)c(=O)c2cc1C.Cl.Cl,0.6934868,0.25739124,0.34498575,0.15388122,0.501133
T13012,CCCCCCCCCCCCCCCCCCN(CCO)CCO,0.49480867,0.07811397,0.1605313,0.024374718,0.81509405
T13918,COc1cccc([C@@H](C)NCCCc2ccccc2Cl)c1.Cl,0.61775583,0.20151222,0.35269675,0.07891724,0.56838596
T11471,COc1nc(-c2ccnc(NC(=O)C3CC3)c2)sc1C(N)=O,0.88535196,0.26564434,0.37355807,0.27258012,0.3538618
T19369,Cc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,0.70286274,0.12456172,0.25419512,0.04905446,0.6967504
T10761,COc1ccc(C=CC(=O)c2c(-c3ccccc3)c3ccccc3[nH]c2=O)cc1,0.74632514,0.21109267,0.40396035,0.14564657,0.45039314
T10839,CC(C)(OCc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)O,0.7358046,0.14923124,0.31810856,0.039719287,0.64217216
