ID,SMILES,Best_Gene,DrugCLIP_Score,Activity_Level,Toxicity_Level,Active_Targets,Active_Accessions
T8160,CC(=O)Oc1cc(OC(C)=O)c2c(c1)O[C@H](c1cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c1)[C@H](OC(=O)c1cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c1)C2,SCD,0.3711,活性,低毒性,5243,P08183
T7588,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,THRB,0.3711,活性,低毒性,1576,P08684
T35340,O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c([O-])c1=O)C(=O)N1[C@H]3CC[C@H](C3)O[C@@H]1C2.[Na+],THRSP,0.3711,活性,低毒性,,
T3357,CCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,NR1H3,0.3708,活性,低毒性,367,P10275
T7014,CCn1c(=O)c(-c2ccn[nH]2)cc2c(C)nc(N)nc21,THRSP,0.3708,活性,毒性,28989;6850;5294;5293;5291;1559;2475;2876;2879;7468;3458,P36969;P42338;P42336;Q9BV86;O00329;P42345;QLI62812;O96028;NP_000610;P48736;P07203;P43405
T25952,O=[N+]([O-])c1cccc(C2Nc3ccc([N+](=O)[O-])cc3C3C=CCC32)c1,NR1H3,0.3706,活性,低毒性,1536,P04839
T5437,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCOCCOCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C,SCD,0.3706,活性,低毒性,7428,P00533;P40337
T5815,O=C(ON1C(=O)CCC1=O)N1CCN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)CC1,THRSP,0.3706,活性,低毒性,23945,O35678;Q99685
T4175,Fc1ccc(NC(=S)Nc2cc(Cl)cc(Cl)c2)cc1,ACACA,0.3704,活性,低毒性,,P27338
T9745,COc1ccccc1NC(=O)NCc1ccc(C(=O)NO)cc1,AOC3,0.3704,高活性,低毒性,3065;10013,Q96DB2;Q13547;Q9UBN7
T11928,NC(=O)c1cccc2c(N[C@H](CN3CCC3)c3ccc(Cl)c(C(F)(F)F)c3)ncnc12,GPAM,0.3704,活性,低毒性,6198;3619;9212,Q9NQS7;Q96GD4;P31749;P23443
T0537,COc1cc2c(cc1OC)C(=O)C(CC1CCNCC1)C2.Cl,GPAM,0.3704,活性,低毒性,11423,P21836
T68015,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2cc(F)c3c(c2)O[C@@H](c2cnc(C4CC4)s2)n2c-3cc3cc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)ccc32)[nH]1)C(C)C,RXRG,0.3704,活性,低毒性,,Q5L478
T6776,COc1ccc(-c2cc3nccn3c(Nc3ncccc3C(N)=O)n2)cc1OC.Cl.Cl,THRSP,0.3704,活性,毒性,,P43405
T9414,CC1(C)COc2ccc(F)cc2CN2c3nc4c(cnn4cc3OC[C@H]2C(F)F)C(=O)N1,XPR1,0.3704,活性,低毒性,,Q9UM73
T6517,CN1CCN(C2CCN(C(=O)Nc3cc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)c(F)c4)ccn3)CC2)CC1,AOC3,0.3701,活性,毒性,6850;1969;3106;3456;3791;7157;4233;7151;7468,P01574;Q13233;NP_001119587;P00519;P29323;P42685;P36888;Q15375;P08631;Q16539;Q04912;P54764;P08581;Q9BQI3;Q76MJ5;Q13163;P09619;ABI96208;P53667;Q16832;P42684;P06239;Q9Y4K4;Q9UL54;Q14289;Q15569;P07948;P04629;O96028;P54760;Q13882;P11274;P35968;Q9Y6E0;O15197;P54753;P07949;P29317;Q9NYL2;Q08345;O43353;P54756;NP_001120972;Q9Y572;P43405;NP_002244
T22445,CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],PPARA,0.3701,活性,低毒性,1759,Q05193
T64221,CCOC(=O)C1=C(CN2CCN3C(=O)N(CC(C)(C)C(=O)O)C[C@@H]3C2)N=C(c2nccs2)N[C@H]1c1cccc(F)c1C,PPARG,0.3701,活性,低毒性,,
T4142,Cc1ccc(NC(=O)Nc2cc(-c3ccccc3-c3nn[nH]n3)ccc2N(CC(C)C)CC(C)C)cc1,RXRA,0.3701,高活性,低毒性,8856;1558;1559;1576;3620;1557;1544,P10632;P08684;P11712;P33261;P14902;O75469;P05177
T7862,Cn1ccc(-c2cncc(CNc3cc(C(=O)Nc4cccc(OC(F)(F)F)c4)ccc3F)c2)n1,AOC3,0.3699,活性,低毒性,780;4921,Q16832;Q08345
T70229,CNC(=O)N(N(CCCl)S(C)(=O)=O)S(C)(=O)=O,FASN,0.3699,活性,毒性,,
T61786,CCN1CCC(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)CC1,NR1H3,0.3699,活性,低毒性,,Q96P20
T4534,CCc1c(-c2ccccc2)c(-c2ccccc2)nn1-c1ccccc1-c1cccc(OCC(=O)O)c1,PPARD,0.3699,活性,低毒性,4837;2593;2171;27232;3176;2167;14080;5409;79451;2168;1551;2170,P07148;P05413;P15090;ABI96208;P12710;P21964;Q14749;NP_000756;P40261;Q01469;P11086;P70623;Q14353;P50135
T81632,O=C(O)c1cccc(OCc2ccc(Cl)cc2Cl)c1,RXRB,0.3699,高活性,低毒性,4929;8013;3164,P22736;P43354;Q92570
T8501,O=C(NC1CCN(Cc2ccccc2)CC1)C12CC3CC(C1)CC(c1ccccc1)(C3)C2,THRSP,0.3699,活性,低毒性,,
T22748,Cc1ccc2[nH]c(=O)c(C3=NN(C(=O)CCC(=O)O)C(c4ccc(Br)cc4)C3)c(-c3ccccc3)c2c1,THRSP,0.3699,活性,毒性,6850;2906;1559;2905;1551,Q14957;ABI96208;QLI62812;NP_000756;O15399;P43405
T5166,CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,AOC3,0.3696,活性,低毒性,5294;5293;5291;30955;5290;18707;3357,P42338;P42336;Q9JHG7;O00329;O35904;Q08499;P78527;NP_005017;P41595;NP_006209;P48736
T34485,COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N(C)Cc2ccc(C3=NCCN3)cc2)c(C)c1,SCD,0.3696,活性,低毒性,623;12061,Q61125;P46663
TN4660,COC[C@@H](Cc1ccc(OC)c(OC)c1)[C@@H](COC)Cc1cc(OC)c2c(c1)OCO2,SCD,0.3696,活性,毒性,,
T27527,Fc1cccc(Cl)c1C1CC(c2ccc(Cl)cc2)N=C2N=NNN21,AOC3,0.3694,活性,低毒性,,
T83981,COc1cc(N)c(Cl)cc1C(=O)NCC1CCN(CC[C@H](OC(N)=O)c2ccc(F)cc2)CC1,AOC3,0.3694,高活性,低毒性,3357;3356;3360,NP_001159419;NP_000858;NP_001035262
T39762,CC(C)c1cnn2c(N[C@@H]3CCc4[nH]c5ccccc5c4C3)nc(-c3cncc(F)c3)nc12,AOC3,0.3694,活性,低毒性,,P35869
T14390L,COc1cccc(OC)c1-n1c(NS(=O)(=O)[C@H](C)[C@@H](C)c2ncc(C)cn2)nnc1-c1cncc(C)c1,AOC3,0.3694,活性,低毒性,187,P35414
T17069,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCN(CC(=O)NCCOCCOCCOCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)s2)o1,AOC3,0.3694,活性,毒性,,Q96SW2;P50750;O60563;Q8TD08;Q96RR4;Q14994;P49840;O14936
T29137,Cn1cc(-c2ccc(CN3Cc4ncccc4C3=O)c(F)c2)cn1,PPARG,0.3694,高活性,低毒性,1128;25229,P08482;P11229
T14998,COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21.Cl.Cl,RXRB,0.3694,活性,低毒性,,O00329;P48736;P42338;P42336
T37082,CN(C)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1,AOC3,0.3691,活性,低毒性,3654,P51617;Q9NWZ3
T5699,COc1cc(C2CC(c3ccccc3)=NN2C(N)=S)cc(OC)c1OC,NR1H3,0.3691,活性,低毒性,,
T11706,COC[C@H](C(=O)Nc1cccc2c(-c3nc(Nc4cccc(S(C)(=O)=O)c4F)ncc3F)c[nH]c12)N1CCN(C)CC1,PPARG,0.3691,活性,低毒性,7297,O60674;P23458;P29597
T25131,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)sc12,ACACA,0.3689,活性,低毒性,3579;729230,P41597;P25025
T17023,OC[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCOC4)ncnc32)[C@H](O)[C@@H]1O,PPARG,0.3689,活性,低毒性,282133;100135472,P29275;P30542;Q4VQ11;P47745;P29274;P28190
T68492,CCCCCCCCCCCCCCCCS(=O)(=O)F,PPARG,0.3689,活性,低毒性,100911581,P97612
T40350,COc1cc2c(cc1Nc1ncc(C(N)=O)c(Nc3ccccc3CO)n1)CN(C)CC2,SCD,0.3689,活性,低毒性,,Q92918
T13360,Cl.OCCNCc1ccc(OCc2ccc(F)cc2)c(OCc2ccc(F)cc2)c1,THRSP,0.3689,活性,低毒性,,
T38041,CCCCCCCCCCC[C@@H](O)CC(=O)O,AOC3,0.3687,活性,低毒性,53831,Q9NQS5
T24133,COc1ccc(C(=O)NO)cc1OCc1ccccc1,AOC3,0.3687,活性,低毒性,10013;55869,Q9BY41;A5H660;Q9UBN7
T11249,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(F)c(C)c3c1c2[C@@H](N)CC3,FASN,0.3687,高活性,毒性,6850;142;3106;3456;2876;7468;3458,P01574;P09874;O96028;NP_000610;P07203;P43405
T17156,O=C(c1ccccc1Cl)c1cccnc1-c1nnn(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1ccncc1,GPAM,0.3687,活性,低毒性,6869,NP_056542
T62263,CCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)c(F)c3)cs1)CCCC2,PPARG,0.3687,高活性,低毒性,55851;5664;51107;5663;83464;23385,Q8WW43;Q96BI3;Q92542;P49810;P49768;Q9NZ42
T6178,Br.COc1cc(Br)c(Nc2nc(-c3c(C)nc4ncccn34)cs2)c(Br)c1,PPARG,0.3687,活性,低毒性,,
T9460,O=c1oc2ccccc2cc1-c1cn2cc(Cc3ccc(F)cc3)sc2n1,PPARG,0.3687,活性,低毒性,2475;5243,AAI07878;NP_004949
T28036,CC1(C)CN=C(N2CCN(c3ncnc4sc(CC(F)(F)F)cc34)CC2)S1,SCD,0.3687,高活性,低毒性,4221;4297,O00255;Q03164
T16133,O=S(=O)(N[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1)C(F)(F)F,SCD,0.3687,活性,低毒性,55851;351;6571;1559;1576;5664;51107;6531;1551;1565;5663;83464;23385,ANW61984;P31749;Q05940;Q9NRM7;Q96BI3;Q01959;QLI62812;NP_000756;Q14164;P00533;Q8WW43;Q92542;ABI96208;P49768;P08684;P11712;P05067;P49810;O14578;Q9NZ42
T84349,O=C(Nc1ccc(-c2nc3cc(NC(=O)C4CC4)ccc3[nH]2)cc1)c1ccccc1Cl,AOC3,0.3684,活性,低毒性,10002,Q9Y5X4
T12530,O=C(O)c1cc(-c2ccc(C3CCNCC3)cc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c1,MLXIPL,0.3684,活性,低毒性,1814;9934;150;5733;6571;4985;4923;29238;10800;171108;6754;152;140795,Q5BJF2;Q05940;P08908;P35368;P41143;Q01959;P35462;P08913;P31391;P25021;P19020;P35354;Q99720;P18825;P21728;P21918;O35881;P18089;NP_001074924;P30989;Q15391;P43115;P41145;Q9Y271;Q9ESG6;P13945;P23975;A0A2J8P2M1
T6S0117,O=c1c(O[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,PPARG,0.3684,活性,低毒性,396061,P12276;V5TFZ2
T6S1315,COc1c(O)cc2oc(-c3ccccc3)cc(=O)c2c1O,PPARG,0.3684,活性,毒性,1385;2322;3091;11309,P36888;P16220;AAC68568;O94956
T1923,COC(=O)c1ccc2c(c1)nc(NC(=O)c1ccccc1)n2CCCc1ccccc1,PPARG,0.3684,活性,毒性,10919;1559,QLI62812;Q96KQ7
T28471,O=c1c2cccnc2sn1-c1ccc(F)cc1,THRSP,0.3684,高活性,毒性,2033;8850;2648;1387,Q92793;Q92830;Q92831;Q09472
T21548,Cc1ccc(-c2c(-c3nn(C)c4ncnc(N5CC[C@H](N6CCCCC6)C5)c34)cnn2C)cc1,AOC3,0.3682,活性,低毒性,64816;1551;1576;1577;100861540,P20815;P08684;P24462;Q9HB55
T29214,CNc1nc2ncc(-c3c(C)noc3C)cc2n1Cc1ccccc1,PPARG,0.3682,活性,低毒性,,
T16961,COc1cc(OC)cc(N2CCN(C(=O)Nc3nc4cc(F)ccc4nc3OC)CC2)c1,PPARG,0.3682,高活性,毒性,7468;6850,O96028;P43405
T77620,FC(F)(F)Oc1cccc(-c2cnc3ccc(-c4ccncc4)nn23)c1,SCD,0.3682,活性,低毒性,,Q13627
T11161,COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,THRSP,0.3682,活性,毒性,,P00533
T6770,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCOCC2)c(=O)n4C)cn1,AOC3,0.3679,活性,毒性,6850;5294;142;5293;5291;7468;472;2475;43740568;1489834,NP_000042;Q13535;P42336;P42338;O00329;AMB37292;P09874;P42345;P78527;O96028;P48736;Q13315;P43405
T14971,COc1ccc(OCC2c3cc(OC)c(OC)cc3CCN2C(=O)c2cccc(Cl)c2)cc1,PPARG,0.3679,活性,低毒性,2906;24411;24408;2905;24412,Q14957;O15399;P35439;Q00961;Q62645
T2442,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=NC(CC(N)=O)c1nnc(C)n1-2,RXRA,0.3679,活性,毒性,7468,O96028
T5359,Brc1ccc(Nc2nc(-c3ccccc3)cs2)cc1,SCD,0.3679,活性,低毒性,,
T9044,CC(C)(C)c1cc(C(=O)O)n(Cc2ccccc2)n1,THRSP,0.3679,活性,低毒性,2896;6272,P28799;Q99523
T27454,CC(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(Nc3ccc(N4CCOCC4)nc3)n2)s1,THRSP,0.3679,活性,低毒性,1432;673;7010;3791,P35968;P15056;O60674;Q16539;Q02763
T6649,COc1ccc([C@H]2CNC(=O)C2)cc1OC1CCCC1,XPR1,0.3679,活性,低毒性,7422;5143;5141;290646;24626;24627;25638,Q08493;P27815;P15692;P14270;P14644;P14646;Q07343;1XN0_A;Q08499;P54748;1OYN_A
T12536,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,PPARG,0.3677,活性,低毒性,2742;2741;4308;2743;80036;10858,P63080;P22723;NP_001165413;Q9Y6A2;P62812;NP_066003;NP_001139512;NP_001238959;NP_001159533
T36640,CCCCCCOc1nsnc1C1=CCCN(C)C1,PPARG,0.3677,高活性,毒性,3358;12669;150;3354;11255;1133;1132;3357;775;3458;1128;25229;3757;53949;1131;3351;3363;25111;3362;3350;1814;6530;3355;1812;81645;3356;4128;3352;1129;24260;25549;6531,P20309;P08912;P08908;NP_000854;NP_036257;Q01959;P35462;NP_000857;P08913;P41595;P08172;NP_000731;P11229;NP_000856;NP_000732;P08485;NP_001006633;NP_000855;P23975;NP_000515;Q01827;P08483;NP_000862;P21728;P21397;NP_062874;NP_000729;NP_000610;P08911;P08173;P12657;Q12809;P10980;Q13936;NP_000858;NP_001159419;P08482;Q9Y5N1;NP_001243690
T13166,O=C(CC1(O)C(=O)Nc2c(Cl)ccc(Cl)c21)c1ccc(C2CC2)cc1,PPARG,0.3674,活性,低毒性,,
T63228,CC1CN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)Cc2nnc(C(F)(F)F)n21,AOC3,0.3672,高活性,毒性,10038;142,Q9UGN5;P09874
TN3500,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,NR1H3,0.3672,活性,低毒性,8824;1066,O00748;P23141
T200421,CCCCCN1CCN(c2ccc(S(=O)(=O)Oc3cc(Cl)cc(Cl)c3)cc2)C1=O,PPARG,0.3672,活性,低毒性,1543,P04798
T40042,O=c1[nH]ncc(N2CCc3c(ncnc3Oc3ccc(F)cc3C(F)(F)F)C2)c1Cl,RXRA,0.3672,活性,低毒性,,Q9UL62;Q9UBN4
T207822,CC(O)C1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)CC1,SCD,0.3672,活性,低毒性,3654,P51617;Q9NWZ3
T9623,O=C(O)Cc1ccc(CNC(=O)Nc2cc(Cl)c(-c3ccccc3OC(F)(F)F)c(Cl)c2)cc1,THRSP,0.3672,活性,低毒性,6097,P51449
T85325,O=C1CC[C@@H](C(=O)Oc2ccc(O)cc2)N1,AOC3,0.3669,活性,低毒性,,
T13327,CCCCCCc1cccc(NC(=O)[C@H](N)CCP(=O)(O)O)c1,PPARD,0.3669,活性,低毒性,1901,NP_001391;P21453
T16670,O=C(CC(c1ccccc1)C(C(=O)O)C(=O)O)c1ccc(C(F)(F)F)cc1,PPARG,0.3669,活性,低毒性,5170,O15530
T11915,O=C(c1ccc(O)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,PPARG,0.3669,活性,低毒性,,
T77659,O=C(NN1CCOCC1)Oc1ccc(Cl)cc1,THRSP,0.3669,活性,低毒性,3991,Q05469
T6968,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,AOC3,0.3667,活性,低毒性,2983;3757;1559;497757;1551;2977;2982,Q12809;QLI62812;P19686;Q02153;NP_000756;O75343;Q02108;P33402
T7339,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)O,PPARD,0.3667,活性,低毒性,17171;186,NP_032578;NP_000677
T1806,OC(CC1c2ccccc2-c2cncn21)C1CCCCC1,PPARG,0.3667,活性,毒性,6850;1559;1576;3620;1555;1551;1565;7468;6999,P08684;P48775;ANW61984;P10635;ABI96208;NP_002155;QLI62812;P14902;O96028;NP_000756;P20813;P43405
T3591,O=C(Nc1cccc(-c2ccccc2)c1)OC1CCCCC1,PPARG,0.3667,活性,低毒性,,O00519;Q99685
T3405,CCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,PPARG,0.3667,活性,低毒性,1557;277328,NP_808449;P33261
T6332,NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O,RXRG,0.3667,高活性,毒性,4837;6850;1559;5409;1565;3176;27232;10055;2593;28989;10054;142;22201;1551;7468;8883;9039;55236;4738,Q8TBC4;ANW61984;Q9BV86;QLI62812;NP_000756;P21964;Q13564;Q9UBE0;Q02053;P09874;Q14749;Q14353;3GZN_I;Q9UBT2;3GZN_B;Q15843;O96028;P11086;P50135;A0AVT1;P40261;P43405
T68146,Cn1nc(CS(C)(=O)=O)nc1NCCCOc1cccc(CN2CCCCC2)c1,RXRG,0.3665,活性,低毒性,,
T8961,CCC[C@@H]([C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)Nc1nccs1)N(O)C=O,NR1H3,0.3662,活性,低毒性,,Q9BYF1
T19932,COc1cc(O)c2c(=O)c3c(O)c(O)ccc3oc2c1,PPARG,0.3662,活性,低毒性,4128,P21397
T78876,O=C(COc1ccc(Cl)cc1)NC12CC(c3nnc([C@H]4C[C@@H](OC(F)(F)F)C4)o3)(C1)C2,AOC3,0.366,活性,低毒性,,P18848;Q12809
T67831,O=S1(=O)N=C(Nc2cc(Br)cc(Br)c2)c2ccccc21,PPARG,0.366,活性,低毒性,2034,Q99814
T9122,CN1CCN(CCC(=O)Nc2ccc3c(=O)n(CC4(O)CCN(C(=O)[C@@H](CCCNC(=O)c5ccc6c(Cl)c7c(nc6c5)CCCC7)Cc5ccccc5)CC4)cnc3c2)CC1,PPARG,0.366,活性,低毒性,,Q93009
T11019,Cc1c(Oc2c(F)cccc2F)c(OC(C)C)nn1-c1ncc(C2CC2)cc1F,THRB,0.366,活性,低毒性,18;1723;146;27346,Q5BJF2;P80404;P25100;P31645;Q02127;P13945
T69923,Cc1c(C(=O)O)ccc2c3n(nc12)[C@@H]1[C@H](C3)N(CC2CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,THRSP,0.366,活性,低毒性,4193,Q00987
T19120,CCCCCCCCCC(O)CC(=O)O,AOC3,0.3657,活性,低毒性,53831,NP_065103;Q9NQS5
T2705,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,GPAM,0.3657,高活性,毒性,4837;3480;2593;28989;27232;6850;1559;9807;5409;1551;7468;3176,P08069;Q9BV86;P43405;P00533;Q92551;ABI96208;QLI62812;O96028;Q14749;NP_000756;P40261;P21964;P11086;Q14353;P50135
T12085,CN(C)c1cc[n+](Cc2ccc(CCCCc3ccc(C[n+]4ccc(N(C)C)cc4)cc3)cc2)cc1.[Br-].[Br-],NR1H4,0.3657,高活性,低毒性,540446;1119,P23795;P35790;Q9N1N9
T27221,O=C(NCc1ccccc1)c1ccc(Cl)c(S(=O)(=O)N2CCCCCC2)c1,PPARG,0.3657,活性,低毒性,,
T35187,Cc1cccc2nc3cccc(C(=O)NCCNCCNCCNC(=O)c4cccc5nc6cccc(C)c6nc45)c3nc12,THRSP,0.3657,活性,低毒性,,
T9123,COc1cc(-c2cnc(N)c(-c3ccc(NC(=O)c4cn(CC5CCOCC5)cc(-c5ccc(C)cn5)c4=O)cc3F)c2)ccc1OC[C@H]1COCCO1,NR1H4,0.3655,高活性,低毒性,558;10461,P30530;Q12866
T29522L,CC(C)(C)c1ccc2c(c1)CC[C@@H]2NC(=O)Nc1cccc2[nH]ncc12,PPARG,0.3655,活性,低毒性,7442,Q8NER1
T9882,Cc1ccc(Cc2c(C)nc3c(C(=O)N4CCN(c5cccc(C(F)(F)F)c5)CC4)cnn3c2C)cc1,XPR1,0.3655,活性,毒性,8607,Q9Y265
T15682,COc1cc(OC2CCN(C(C)=O)CC2)ccc1C(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1,AOC3,0.3652,活性,毒性,25107;5021;552;25342,P30559;P30560;P70536;P37288;NP_000907
T77339,CCN1C(=O)c2cccc3c(S(=O)(=O)N4CCCC4)ccc1c23,PPARD,0.3652,活性,低毒性,,O60885
T83640,c1cc(-c2ccc3nccc(Nc4ccc5scnc5c4)c3c2)ccn1,PPARG,0.3652,活性,低毒性,,O43353
T4062,Nc1c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc2n1-c1ccc(F)cc1,PPARG,0.3652,活性,低毒性,2876;23411,Q96EB6;P07203
T16540,CC(C)Oc1ccc(CN2CCNCC2)cc1-n1c(CN2CCN(C(=O)COc3ccc(Cl)cc3)CC2)nc2ccccc2c1=O,GPAM,0.365,活性,低毒性,23657,Q9UPY5
T8314,CCCCCCCCCCOc1ccc(C(=O)Nc2cc(C(=O)NCCCC)ccc2SC)cc1,PPARG,0.365,活性,低毒性,,P24752
T7791,O=C1CCC(N2Cc3c(OCc4ccc(CN5CCOCC5)cc4)cccc3C2=O)C(=O)N1,PPARG,0.365,高活性,低毒性,3553;6348;9656;3569;1437,P01375;P04141;P05231;Q14676;P01584;P10147
T4912,COc1cc2c(cc1O)CC[n+]1cc3c(OC)c(OC)ccc3cc1-2.[Cl-],PPARG,0.365,活性,毒性,,
T8248,O=c1c(O)c(-c2ccccc2)oc2cc(O)ccc12,THRSP,0.365,活性,低毒性,5292,P11309;Q965D5
T4071,C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,XPR1,0.365,高活性,毒性,4916;6850;142;4914;6098;1559;6714;3106;3456;4915;27436;7468;238,Q05397;P01574;P08922;O95436;O60674;P11712;P09874;P12931;P04629;O96028;Q16288;P04233;Q16620;Q9UM73;Q9HC35;P43405
T3200,NC(=O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1,THRSP,0.3647,高活性,毒性,4837;6850;5409;43740568;3176;10298;27232;1460;3456;1459;5347;7151;1489834;2593;7157;7468;5604;3106;5599;1457,P01574;NP_001119587;P21964;O14757;P68400;O96013;ABI96208;P19784;Q14749;Q14353;P45983;Q02750;AMB37292;O96028;P11086;P53350;P50135;P24941;2NO3_A;P40261;P43405;P67870
T3633,C[C@H](NC(=O)CCC(F)(F)F)C(=O)N[C@@H]1C(=O)N(CCO)c2ncccc2-c2ccccc21,AOC3,0.3645,活性,低毒性,,
T9315,CC(C)(O)c1ccc(-c2cnc3[nH]c(=O)n(CC4CCOCC4)c3n2)cn1,AOC3,0.3645,高活性,毒性,64223;79109;2475;253260;57521,P42345;Q8N122;Q9BVC4;Q9BPZ7;Q6R327
T15006,CN(Cc1ccccc1)C(=O)[C@@H](NC(=O)c1cc2cc(NC(=O)c3ccccc3-c3ccc(C(F)(F)F)cc3)ccc2n1C)c1ccccc1,AOC3,0.3645,活性,低毒性,4547,P55157
T2022,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,NR1H4,0.3645,高活性,毒性,6850;5566;25;84706;120892;1565;7468,Q5S007;ANW61984;P00533;ABI96208;O96028;P00519;Q8TD30;P17612;P43405
T4321,NS(=O)(=O)c1ccc(S(=O)(=O)Nc2cccc3c(Cl)c[nH]c23)cc1,PPARG,0.3645,高活性,毒性,3636621;6850;280741;771;765;759;760;45427576;80733;11238;855692;7468;886987;768;763;887836;23632;766;45425256,Q9ULX7;Q3I4V7;A6YCJ1;B5SU02;P35218;P43166;Q96SW2;P23280;P96878;Q31FD6;NP_001122302;Q6FTL6;C0IX24;Q5AJ71;O43570;P53615;Q99N23;Q95323;O96028;A0A0H3GB68;B2V8E3;P9WPJ9;P9WPJ7;Q5U9J1;P00915;NP_001209;O24855;P00918;Q5TU56;NP_005173;Q9Y2D0;Q16790;P43405
TN5171,O=c1cc(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,PPARG,0.3645,活性,低毒性,247;7398;51426;1576;5292;2584;4137;246,Q9C0B1;AAH18745;NP_057302;O15296;2O65_A;AAC52118;NP_059488;NP_000145;P11309;2W2I_A;AAI14949
T2789,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccc(O)cc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,PPARG,0.3645,活性,低毒性,9429,Q9UNQ0
