name,smiles,MW,LogP,TPSA,HBD,HBA,RotB,Lipinski_violations,max_tc,best_match,best_target
T1421,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,354.19,3.91,75.6,2,4,6,0,0.1758,Cilofexor (GS-9674),FXR
T2163,COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O,307.43,4.01,58.6,2,3,10,0,0.1758,VK2809,THR-beta
T4524,CC(=O)Nc1ccc(C(=O)N2CCN(c3ccc(C)cc3)CC2c2ccccc2)cc1,413.52,4.66,52.7,1,3,4,0,0.1758,Denifanstat (TVB-2640),FASN
T4551,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,348.45,4.02,53.4,1,3,6,0,0.1758,Denifanstat (TVB-2640),FASN
T4648,CNc1nc(NCc2ccc(NS(C)(=O)=O)cc2Cl)cc(-c2ccccn2)n1,418.91,3.22,108.9,3,7,7,0,0.1758,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T4595,COc1ccc(/C(C#N)=C/c2ccc(N3CCC(O)CC3)s2)cc1OC,370.47,3.79,65.7,1,6,5,0,0.1758,Denifanstat (TVB-2640),FASN
T4356,C[C@@H]1CN(c2ccc3cc(C#N)c4nc5ccccc5n4c3n2)C[C@H](C)N1,356.43,3.09,69.2,1,5,1,0,0.1758,Denifanstat (TVB-2640),FASN
T10951,CCOC(=O)CCN(C(=O)c1ccc2c(c1)nc(CNc1ccc(C(=N)N)cc1)n2C)c1ccccn1,499.58,3.46,139.2,3,7,10,0,0.1758,BI-1467335,AOC3/VAP-1
T18890,O=C(O)c1ccc(-c2c3cc4c5c(c3[o+]c3c6c7c(cc23)CCCN7CCC6)CCCN5CCC4)c(C(=O)[O-])c1,534.61,4.99,95.2,1,5,3,1,0.1758,Denifanstat (TVB-2640),FASN
TN7097,COc1cc(CC(CO)c2cc(CCCO)cc(OC)c2O)ccc1O,362.42,2.36,99.4,4,6,9,0,0.1758,VK2809,THR-beta
T15769,C=C(CCCCC)[C@@H](O)[C@H](C)C(=O)N1C(=O)OC[C@@H]1C(C)C,311.42,3.12,66.8,1,4,8,0,0.1758,Aramchol,SCD1
T72069,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(C)=O)nc2C)cs1,394.91,4.94,76.1,2,7,5,0,0.1758,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T11476,O=C(O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2cccnc2)n1,389.46,3.03,91.2,2,6,6,0,0.1758,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T28050,CN1CCN(C(=O)c2[nH]c3ccc([N+](=O)[O-])cc3c2-c2ccccc2)CC1,364.41,3.13,82.5,1,4,3,0,0.1758,Denifanstat (TVB-2640),FASN
T72637,CC1=NN(c2nc(-c3ccc(Cl)cc3)cs2)C(=O)C1=Cc1ccc(C(=O)O)cc1,423.88,4.97,82.9,1,5,4,0,0.1758,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T22405,[H][C@@]12C(=C[C@@H](O)C[C@@H]1OC(=O)[C@@H](C)CC)C=C[C@H](C)[C@@H]2CC[C@@H](O)C[C@@H](O)CC(=O)O,424.53,2.44,124.3,4,6,10,0,0.1758,Obeticholic acid (OCA),FXR
T0364,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,343.47,3.49,54.5,1,4,10,0,0.1757,BI-1467335,AOC3/VAP-1
T1498,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,365.84,2.08,92.5,2,4,3,0,0.1757,BI-1467335,AOC3/VAP-1
T8920,N=C(N)c1ccc2cc(OC(=O)c3ccc(NC4=NCCN4)cc3)ccc2c1,373.42,2.71,112.6,4,6,4,0,0.1757,BI-1467335,AOC3/VAP-1
T13350,COc1ccc(-c2oc3c(CCC(C)(C)O)c(O)cc(O)c3c(=O)c2O)cc1,386.4,3.29,120.4,4,7,5,0,0.1757,BI-1467335,AOC3/VAP-1
T72043,CCN(CC)c1ccc(/C=N/NC(=O)c2cccnc2)c(O)c1,312.37,2.4,77.8,2,5,6,0,0.1757,BI-1467335,AOC3/VAP-1
T17187,Nc1nc(COC(=O)c2ccc([N+](=O)[O-])cc2)nc(Nc2ccccc2)n1,366.34,2.46,146.2,2,9,6,0,0.1757,BI-1467335,AOC3/VAP-1
TXB-00085,CC(C)(C)NC(=O)NS(=O)(=O)c1cc([N+](=O)[O-])ccc1NC1CCCCC1,398.49,3.13,130.4,3,6,5,0,0.1757,BI-1467335,AOC3/VAP-1
T75120,[H][C@@]12CN(C)C[C@]1(C#Cc1cc3ncnc(Nc4cccc(Cl)c4F)c3cc1NC(=O)/C=C/CN1CCOCC1)C2,561.06,4.3,82.6,2,7,6,1,0.1756,Cilofexor (GS-9674),FXR
T4207,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,430.57,2.07,108.5,3,6,5,0,0.1754,Firsocostat (GS-0976),ACC
T6170,CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1,400.53,2.05,64.7,2,4,4,0,0.1754,BI-1467335,AOC3/VAP-1
T7551,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CCNC(C)C,433.51,2.62,93.5,2,6,5,0,0.1754,Cilofexor (GS-9674),FXR
T15559,N#Cc1cc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)ccc1OC1CCOCC1,457.53,4.15,92.5,1,8,6,0,0.1754,Firsocostat (GS-0976),ACC
TQ0277,CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,533.61,4.2,135.5,3,8,8,1,0.1754,Denifanstat (TVB-2640),FASN
T13074,CC(=O)N1CCC(c2cc(-c3ccc(NC(=O)c4cccn(-c5ccc(F)cc5)c4=O)cc3F)c3c(N)ncnn23)CC1,583.6,4.39,127.6,2,6,5,1,0.1754,Denifanstat (TVB-2640),FASN
T15798,Cc1c[nH]c2ncnc(N3CCC(CN)(C(=O)Nc4cccc(OC(=O)N(C)C)c4)CC3)c12,451.53,2.51,129.5,3,7,5,0,0.1754,Cilofexor (GS-9674),FXR
T15050,Cn1cc(S(=O)(=O)[C@@](C)(F)C2CCN(C(=O)Nc3ccon3)CC2)c(C(F)F)n1,435.43,2.75,110.3,1,6,5,0,0.1754,Firsocostat (GS-0976),ACC
T35478,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@H](O)CN2C(=O)[C@@H](N)C(C)(C)C)cc1,430.57,2.07,108.5,3,6,5,0,0.1754,Firsocostat (GS-0976),ACC
T16428,CONC(=N)c1ccc(-c2ccc(-c3ccc(C(=N)NOC)cc3)o2)cc1,364.41,3.57,103.4,4,5,6,0,0.1754,BI-1467335,AOC3/VAP-1
T1778,O=C(NC1CCNCC1)c1[nH]ncc1NC(=O)c1c(Cl)cccc1Cl,382.25,2.45,98.9,4,4,4,0,0.1753,Cilofexor (GS-9674),FXR
T1849,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,414.47,2.98,103.2,2,7,6,0,0.1753,Denifanstat (TVB-2640),FASN
T3174,O=C(O)COc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)c1,478.53,3.12,114.6,1,6,10,0,0.1753,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T4418,O=C(O)c1ccc(CN2CCC(CN[C@@H]3C[C@H]3c3ccccc3)CC2)cc1,364.49,3.74,52.6,2,3,7,0,0.1753,Cilofexor (GS-9674),FXR
T6561,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,356.81,3.56,62.5,1,3,3,0,0.1753,Cilofexor (GS-9674),FXR
T4986,Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1,319.41,3.05,60.9,1,2,6,0,0.1753,Firsocostat (GS-0976),ACC
T5310,COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1,474.34,5.1,84.9,2,4,8,1,0.1753,Cilofexor (GS-9674),FXR
T8668,COc1ccc2nc3cc(Cl)ccc3c(Nc3ccc(O)c(CN4CCN(C)CC4)c3)c2c1,462.98,5.25,60.9,2,6,5,1,0.1753,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T12613L,CC1=C(C#N)[C@@H](c2ccc(C#N)cc2S(C)(=O)=O)N(C)C(=O)N1c1cccc(C(F)(F)F)c1,474.46,4.39,105.3,0,5,3,0,0.1753,Denifanstat (TVB-2640),FASN
T50105,CCn1cc(C(=O)O)c(=O)c2cc(Cl)c(N3CCN(C)CC3)cc21,349.82,2.12,65.8,1,4,3,0,0.1753,Cilofexor (GS-9674),FXR
T50077,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1cccc([N+](=O)[O-])c1,388.42,3.2,107.8,1,7,6,0,0.1753,VK2809,THR-beta
T9528,CCS(=O)(=O)c1ccccc1C(=O)N1CCN(c2nc3ccc(F)cc3s2)C[C@@H]1C,447.56,3.58,70.6,0,6,4,0,0.1753,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T9575,Cn1ncc(-c2ccc3c(=O)[nH]nc(CN)c3c2)c1-c1c(F)cc2ccccc2c1C#N,424.44,3.61,113.4,2,5,3,0,0.1753,Resmetirom,THR-beta
T12897L,Cc1n[nH]c2c1C(c1cc(CO)cc(-c3ccccc3)c1)(C(C)C)C(C#N)=C(N)O2,400.48,3.91,107.9,3,5,4,0,0.1753,Denifanstat (TVB-2640),FASN
T9983,CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1,495.6,4.3,104.8,2,5,6,0,0.1753,Denifanstat (TVB-2640),FASN
T12788,C[C@]1(C2CCCC2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,357.23,4.39,63.6,1,3,4,0,0.1753,Cilofexor (GS-9674),FXR
T21584,CCN(CC)Cc1cccc(C=Cc2nc3ccc(F)cc3c(=O)n2-c2ccccc2Cl)n1,462.96,5.59,51.0,0,4,7,1,0.1753,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T72022,C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc(C#N)cc1Cl,461.87,4.27,64.4,0,4,3,0,0.1753,Denifanstat (TVB-2640),FASN
T62000,O=C(c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1)N1CC[C@@H](F)C1,405.35,4.62,55.3,0,4,3,0,0.1753,Denifanstat (TVB-2640),FASN
T7725,C[C@@H](n1cnc2cc(Cl)ccc2c1=O)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,431.83,3.07,85.8,1,5,5,0,0.1753,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T83641,Cc1ccc(C(c2cc([N+](=O)[O-])ccc2O)N2CCc3ccccc32)cc1,360.41,4.76,66.6,1,4,4,0,0.1753,VK2809,THR-beta
T22159,CC(C)C(=O)SCCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)NC12CC3CC(CC(C3)C1)C2,480.72,5.44,84.5,2,5,10,1,0.1753,Aramchol,SCD1
T10262,CC1(C)CCC(C)(C)c2cc(C(=NO)c3cc4cc(C(=O)O)ccc4[nH]3)ccc21,390.48,5.44,85.7,3,3,3,1,0.1753,Cilofexor (GS-9674),FXR
T204091,Cc1cc(-c2ccc3c(c2F)[C@@H](C)N([C@H]2CCC(=O)NC2=O)C3=O)nc(N)c1C,396.42,2.41,105.4,2,5,2,0,0.1753,Denifanstat (TVB-2640),FASN
T2090,CCC[C@H](Nc1nc(-c2ccc(NC(=O)NCC)c(OC)c2)ncc1C)c1cccnc1,434.54,4.95,101.1,3,6,9,0,0.1750,Firsocostat (GS-0976),ACC
T3690,COc1ccc(CC(=O)NC(N/C(=N/C#N)Nc2cccc3ncccc23)C(C)(C)C)cc1OC,474.57,3.82,120.7,3,6,7,0,0.1750,Firsocostat (GS-0976),ACC
T6130,O=C1c2ccc(Nc3ccc(F)cc3F)cc2CCc2ccc(OC[C@H](O)CO)cc21,425.43,3.77,78.8,3,5,6,0,0.1750,BI-1467335,AOC3/VAP-1
T5208,O=C(Nc1ccccc1C(=O)O)c1cc(S(=O)(=O)c2ccccc2)ccc1Cl,415.85,4.12,100.5,2,4,5,0,0.1750,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T5480,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc(C(F)(F)F)c(Oc2cccc3c2C(=O)CC3)n1,555.56,4.99,105.7,2,8,7,1,0.1750,Cilofexor (GS-9674),FXR
TQ0015,C=CC(=O)N1CCN(CCCn2c(=O)c(-c3c(Cl)c(OC)cc(OC)c3Cl)cc3cnc(NC)nc32)CC1,561.47,3.54,101.8,1,8,9,1,0.1750,Firsocostat (GS-0976),ACC
T13066,Cc1c(Cc2ccc(-n3cccn3)cc2)cc2c(c1F)CN([C@H]1COCC[C@@H]1O)C2=O,421.47,3.02,67.6,1,4,4,0,0.1750,Firsocostat (GS-0976),ACC
TN2197,COc1cc(C[C@@H](CO)[C@H](CO)Cc2ccc(O)c(OC)c2)ccc1O,362.42,2.12,99.4,4,6,9,0,0.1750,VK2809,THR-beta
T9073,CC(C)(C)OC(=O)c1ccc(NC23CC4CC(CC(C4)C2)C3)c(/N=C\c2cncnc2)c1,432.57,5.56,76.5,1,6,5,1,0.1750,BI-1467335,AOC3/VAP-1
T15409,CC1(C)c2nc(-c3ccc(F)cc3)c(Nc3ccc(Cl)cc3)n2CCN1C(=O)CN,427.91,4.12,76.2,2,4,4,0,0.1750,BI-1467335,AOC3/VAP-1
T22702,COc1ccc(Oc2c(Cl)cnn(C3c4ccccc4-c4ccccc43)c2=O)cc1,416.86,5.32,53.4,0,4,4,1,0.1750,Resmetirom,THR-beta
T26689,COc1ccc(CC(=O)NCc2ccccc2-c2ccccc2C(=O)NCCc2cccnc2)cc1,479.58,4.59,80.3,2,4,10,0,0.1750,BI-1467335,AOC3/VAP-1
T23522,NCCCCNS(=O)(=O)c1ccc2c(Cl)cccc2c1,312.82,2.51,72.2,2,3,6,0,0.1750,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T10889,CN(C)c1nc(Cc2ccc(NC(=O)c3ccc4ccccc4c3)cc2)nc(Cl)c1CC(=O)O,474.95,4.82,95.4,2,5,7,0,0.1750,BI-1467335,AOC3/VAP-1
T72062,[H][C@@]1([C@H](C)Oc2ccnc(-c3noc([C@@]4(C)CCCc5sc(N)c(C#N)c54)n3)n2)CCCN1C,465.58,3.55,127.0,1,10,5,0,0.1750,Cilofexor (GS-9674),FXR
T61144,Nc1nc(-c2ccccn2)nc(N)c1Cc1ccc(Cl)cc1Cl,346.22,3.6,90.7,2,5,3,0,0.1750,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T24840,Cc1cc(C)n2nc(OCCOc3ccc(Cl)cc3)nc2n1,318.76,2.85,61.5,0,5,5,0,0.1750,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T69757,COc1ccc(-c2c(C)nc3c(N4CC[C@@H](NC(=O)Oc5ccccc5)C4)cc(C)nn23)cc1OC,487.56,4.4,90.2,1,7,6,0,0.1750,Firsocostat (GS-0976),ACC
TN7293,COc1cc(C[C@H](CO)[C@@H](CO)Cc2ccc(O)c(OC)c2)ccc1O,362.42,2.12,99.4,4,6,9,0,0.1750,VK2809,THR-beta
T1743,C[C@@H](O[C@H]1OCCN(Cc2nc(=O)[nH][nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,534.43,4.95,83.2,2,5,6,1,0.1748,Denifanstat (TVB-2640),FASN
T2305,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1cc(F)ccc1F,437.48,4.24,87.6,1,6,6,0,0.1748,Denifanstat (TVB-2640),FASN
T3439,O=C(CN1CCN(C(=O)c2ccco2)CC1)Nc1cc(C(F)(F)F)ccc1Cl,415.8,3.35,65.8,1,4,4,0,0.1748,Cilofexor (GS-9674),FXR
T3497,Cc1nc2c(C)cccn2c(=O)c1CCN1CCC(c2noc3cc(F)ccc23)CC1,420.49,4.01,63.6,0,5,4,0,0.1748,Denifanstat (TVB-2640),FASN
T6880,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,428.44,2.95,86.0,2,5,3,0,0.1748,Denifanstat (TVB-2640),FASN
T7152,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,437.48,4.24,87.6,1,6,6,0,0.1748,Denifanstat (TVB-2640),FASN
T9002,CCOC(=O)N1CCC(Nc2c(NCCN3CCN(c4cccc(C(F)(F)F)c4)CC3)c(=O)c2=O)CC1,523.56,2.57,94.2,2,8,8,1,0.1748,Denifanstat (TVB-2640),FASN
TQ0236,CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,454.49,2.75,108.3,1,6,4,0,0.1748,Denifanstat (TVB-2640),FASN
T12733,Cc1ccc(COC(=O)N2CC[C@H](CNc3ncccn3)[C@H](F)C2)cc1,358.42,3.19,67.3,1,5,5,0,0.1748,Cilofexor (GS-9674),FXR
T24873,Cc1ccccc1Oc1cccc2c(=O)cc(N3CCOCC3)[nH]c12,336.39,3.47,54.6,1,4,3,0,0.1748,Firsocostat (GS-0976),ACC
T29215,O=C(NC[C@H]1CN(c2ccc(-n3ccccc3=O)cc2)C(=O)O1)c1ccc(Cl)s1,429.89,3.31,80.6,1,5,5,0,0.1748,Cilofexor (GS-9674),FXR
T24421,CC(C)(CN1CCN(C2=Nc3ccccc3Oc3ccccc32)CC1)C(=O)O,379.46,3.6,65.4,1,5,3,0,0.1748,Firsocostat (GS-0976),ACC
T68079,COCc1c(C(=O)OC(C)C)ncc2[nH]c3cccc(Oc4ccc(Cl)cc4)c3c12,424.88,5.87,73.4,1,5,6,1,0.1748,VK2809,THR-beta
T35898,[H][C@]12CC[C@]([H])(C[C@@H](Nc3nc(Nc4cc(C)[nH]n4)cc4ncccc34)C1)N2CCC#N,402.51,3.73,105.5,3,7,6,0,0.1748,Denifanstat (TVB-2640),FASN
T25513,CCCc1nn(C)c2c(=S)nc(-c3cc(S(=O)(=O)N4CCN(CCO)CC4)ccc3OCC)[nH]c12,520.68,2.34,116.6,2,8,9,1,0.1748,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T3276,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,313.31,2.79,81.7,1,5,4,0,0.1746,BI-1467335,AOC3/VAP-1
T4803,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2)ccc1O,338.36,3.36,83.8,2,5,7,0,0.1746,BI-1467335,AOC3/VAP-1
T5814,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)Cc1ccccc1)c1ccccc1,402.49,2.75,78.4,3,3,9,0,0.1746,BI-1467335,AOC3/VAP-1
TQ0111,COc1ccc2nc3ccc(OC)cc3c(SCCCN)c2c1,328.44,3.85,57.4,1,5,6,0,0.1746,BI-1467335,AOC3/VAP-1
T22049,CC1(C)C(=O)C(C)(C)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21,351.4,3.78,83.5,2,3,3,0,0.1746,BI-1467335,AOC3/VAP-1
T23563,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccccc2)cc1)C(F)(F)F,373.35,2.77,83.5,2,4,4,0,0.1746,BI-1467335,AOC3/VAP-1
T68143,C[C@H](COc1ccccc1)N[C@H](CO)[C@@H](O)c1ccccc1,301.39,2.14,61.7,3,4,8,0,0.1746,BI-1467335,AOC3/VAP-1
T16090,[H][C@@]12CC[C@@]3([H])N(C)C(=O)C(F)=C[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@H](C(=O)NCc3nc4ncccc4[nH]3)CC[C@@]21[H],479.6,4.13,91.0,2,4,3,0,0.1746,Firsocostat (GS-0976),ACC
T4323,O=C(Nc1cccnn1)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1,455.44,5.39,80.2,1,5,4,1,0.1744,BI-1467335,AOC3/VAP-1
T7195,CC(C)(C)NCc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1O,355.87,5.23,57.2,3,4,4,1,0.1744,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T7798,CCCc1cc(-c2nc(-c3ccc(NS(C)(=O)=O)cc3)cs2)ccn1,373.5,4.2,72.0,1,5,6,0,0.1744,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T15576,O=C(Nc1ccncc1)C(=O)c1cn(Cc2ccc(Cl)cc2)c2ccccc12,389.84,4.56,64.0,1,3,5,0,0.1744,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T15185,CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12,443.5,4.42,95.7,2,6,7,0,0.1744,BI-1467335,AOC3/VAP-1
T23513,Cc1cc(C)c2c(N)c(C(=O)NCc3ccc(Cl)cc3)sc2n1,345.86,4.08,68.0,2,4,3,0,0.1744,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T5373,CNCc1cc(Oc2ccc3c(ccn3C(=O)Nc3cc(C(F)(F)F)n(C)n3)c2)ncn1,445.41,3.78,98.9,2,6,5,0,0.1744,BI-1467335,AOC3/VAP-1
T28118,COc1cc(CNC(=O)CCCc2cccs2)ccc1O,305.4,3.1,58.6,2,4,7,0,0.1744,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T14688,CSc1ccc(C(=O)N[C@@H]2CCCC[C@@H]2NC(=O)CNC(=O)c2cc(C(F)(F)F)ccc2NC(=O)NC(C)C)cc1,593.67,4.54,128.4,5,5,9,1,0.1744,BI-1467335,AOC3/VAP-1
T67728,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc2c1OCO2,373.41,2.78,83.1,1,7,5,0,0.1744,Denifanstat (TVB-2640),FASN
T68016,O=C(O)CC[C@@H](NC(=O)c1cc(Cl)cc(Cl)c1)C(=O)N1CCC2(CCCC2)CC1,441.36,4.14,86.7,2,3,6,0,0.1744,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T77601,O=C(O)Cn1c(SCCOc2ccccc2F)nc2ccccc21,346.38,3.43,64.3,1,4,7,0,0.1744,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
TN5770,COc1cc(CC/C=C/C(=O)CCc2ccc(O)c(OC)c2)ccc1O,356.42,3.81,76.0,2,5,9,0,0.1744,VK2809,THR-beta
T22259,CNc1nccc(-c2cccnc2Oc2cc(C(=O)Nc3cccc(C(F)(F)F)c3)ccc2C)n1,479.46,5.95,89.0,2,6,6,1,0.1744,BI-1467335,AOC3/VAP-1
T1057,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,456.46,4.19,123.2,2,6,7,0,0.1743,Cilofexor (GS-9674),FXR
T4095,COc1ccc(CC(=O)Nc2nc3c(s2)CCc2ccccc2-3)cc1OC,380.47,4.11,60.5,1,5,5,0,0.1743,Firsocostat (GS-0976),ACC
T4581,[H][C@]12SCC(O)=C(C(=O)OC(c3ccccc3)c3ccccc3)N1C(=O)[C@H]2NC(=O)Cc1ccccc1,500.58,3.73,95.9,2,6,7,1,0.1743,Firsocostat (GS-0976),ACC
T8645,O=C(c1ccc(-n2nnc3cccnc32)cc1)N(c1ncccc1Cl)[C@@H]1CCCNC1,433.9,3.26,88.8,1,6,4,0,0.1743,Cilofexor (GS-9674),FXR
T20950,O=C(O)Cn1nnc(-c2nnc(N3CCC(Oc4cc(F)ccc4Br)CC3)s2)n1,484.31,2.23,119.2,1,9,6,0,0.1743,Cilofexor (GS-9674),FXR
T22339,Cc1nc(N)ncc1-c1nc(N2CCOCC2)c2sc(C(C)(C)O)cc2n1,386.48,2.1,110.3,2,9,3,0,0.1743,Firsocostat (GS-0976),ACC
T9814,C=CC(=O)N1CCC[C@@H](Nc2nc(Nc3cnn(CC)c3)nc3[nH]cc(-c4ccccc4)c23)C1,456.55,4.17,103.8,3,6,7,0,0.1743,Denifanstat (TVB-2640),FASN
T77621,COc1ccc(NC(=O)CSc2nc(=O)c3ccccc3[nH]2)c(OC)c1,371.42,2.67,93.3,2,6,6,0,0.1743,Firsocostat (GS-0976),ACC
T73286,CN(c1ccc2ncc(-c3ccc4cn[nH]c4c3)n2n1)C1CCOCC1,348.41,2.89,71.3,1,5,3,0,0.1743,Firsocostat (GS-0976),ACC
T68405,Cc1ccsc1C(=O)Nc1cc(CN2CCN(C(=O)CO)CC2)ccc1/C=C/c1n[nH]c2ccccc12,515.64,3.99,101.6,3,6,7,1,0.1743,Denifanstat (TVB-2640),FASN
T27248,Cn1ncc(NCCN2CCC(c3noc4cc(F)ccc34)CC2)c(Cl)c1=O,405.86,3.01,76.2,1,6,5,0,0.1743,Cilofexor (GS-9674),FXR
T28511,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2C(=O)NOC2=O)cc1,392.41,3.02,90.7,1,6,7,0,0.1743,Firsocostat (GS-0976),ACC
T20734,[H][C@@]12CC[C@](OC(=O)CCCC)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@@]21C,486.61,3.87,107.0,1,7,7,0,0.1743,Aramchol,SCD1
T0270,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,432.56,3.13,100.9,2,6,5,0,0.1739,Obeticholic acid (OCA),FXR
T1066,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,395.43,2.42,75.2,1,4,5,0,0.1739,Denifanstat (TVB-2640),FASN
T1788,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,572.75,4.73,86.9,2,6,9,1,0.1739,VK2809,THR-beta
T2273,CCOC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)C1c1ccc(-c2ccccc2)cc1,415.53,5.52,55.4,1,4,4,1,0.1739,Denifanstat (TVB-2640),FASN
T2675,N#CC(c1ccnc(OCc2ccc(CN3CCOCC3)cc2)n1)c1nc2ccccc2s1,457.56,4.15,84.2,0,8,7,0,0.1739,Firsocostat (GS-0976),ACC
T2923,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,460.51,2.43,119.1,1,7,8,0,0.1739,Firsocostat (GS-0976),ACC
T3364,[H][C@]12Cc3c(ccc([C@H](C)[C@@H]4NC[C@@H](C)C[C@H]4O)c3C)[C@]1([H])CC=C1C[C@@H](O)CC[C@@]12C,409.61,4.59,52.5,3,3,2,0,0.1739,Obeticholic acid (OCA),FXR
T3476,COc1ccc(Br)cc1NC(=O)Nc1cccc2c1ccn2Cc1ccnc(N)c1,466.34,5.08,94.2,3,4,5,1,0.1739,Firsocostat (GS-0976),ACC
