name,smiles,MW,LogP,TPSA,HBD,HBA,RotB,Lipinski_violations,max_tc,best_match,best_target
T6S0525,Cc1c(O)c(C)c2c(c1O)C(=O)C[C@@H](c1ccc(O)cc1)O2,300.31,3.13,87.0,3,5,1,0,0.1609,VK2809,THR-beta
T5119,O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,330.42,4.67,52.6,0,4,4,0,0.1609,Firsocostat (GS-0976),ACC
T7512,O=c1oc(-c2ccc(C(F)(F)F)cc2)nn1Cc1cc(Cl)ccc1O,370.71,3.93,68.3,1,4,3,0,0.1609,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T16349,O=C(Nc1ccc(C2=NCCN2)cc1)c1ccc(C(=O)Nc2ccc(C3=NCCN3)cc2)c(Cl)c1,486.96,3.54,107.0,4,6,6,0,0.1609,Denifanstat (TVB-2640),FASN
T14965,N#C/C(C(=O)c1ccc(Cl)cc1Cl)=C1/NC(=O)c2ccc(Cl)cc2N1,392.63,4.42,82.0,2,4,2,0,0.1609,Denifanstat (TVB-2640),FASN
T9121,Cc1ccccc1-c1ccc(-c2cc(C(=O)O)c3c(c2)nnn3C)cc1,343.39,4.31,68.0,1,3,3,0,0.1609,Denifanstat (TVB-2640),FASN
T12154,CCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,327.82,4.45,57.2,3,4,5,0,0.1609,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T20000,O=C(O)c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,340.38,5.11,66.0,2,2,4,1,0.1609,Cilofexor (GS-9674),FXR
T36287,COc1ccc(F)cc1C(=O)NCc1ccc(-c2nn([C@@H](C)C(F)(F)F)c(N)c2C(N)=O)cc1,479.43,3.43,125.3,3,5,7,0,0.1609,BI-1467335,AOC3/VAP-1
T28352,C[C@H](Nc1nc2c(cnn2C2CCCC2)c(=O)[nH]1)c1ccc(Cl)cc1,357.85,4.06,75.6,2,4,4,0,0.1609,Resmetirom,THR-beta
T21946,CC(C)n1c(=O)n(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3C)c2ccccc21,342.44,2.57,59.3,1,3,2,0,0.1609,Denifanstat (TVB-2640),FASN
T11299,C=CCn1cc(-c2ccc(NC(=O)Nc3cc(C(C)(C)C)on3)cc2)c2c(N)ncnc21,431.5,4.8,123.9,3,6,5,0,0.1609,BI-1467335,AOC3/VAP-1
T67927,Cc1ccccc1Oc1cc(-n2c(=O)cc(C(F)(F)F)[nH]c2=O)c2ccccc2c1Cl,446.81,5.45,64.1,1,3,3,1,0.1609,Resmetirom,THR-beta
T1835,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,440.51,4.22,99.2,1,6,5,0,0.1607,Cilofexor (GS-9674),FXR
T2142,COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,354.45,2.65,65.6,2,4,1,0,0.1607,Firsocostat (GS-0976),ACC
T3483,Cc1c(C2=CCN(C(=O)N(C)C(C)C)CC2)nnn1-c1cccnc1F,358.42,2.66,67.2,0,4,3,0,0.1607,Firsocostat (GS-0976),ACC
T4429,[H][C@]12CC[C@H](O)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])c3[nH]c4ccccc4c3CCN1C2,354.45,2.65,65.6,2,4,1,0,0.1607,Firsocostat (GS-0976),ACC
T6055,Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21,394.48,2.09,95.3,3,6,6,0,0.1607,Firsocostat (GS-0976),ACC
TCS2185,[H][C@@]12CC[C@H](O)[C@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])c3[nH]c4ccccc4c3CCN1C2,354.45,2.65,65.6,2,4,1,0,0.1607,Firsocostat (GS-0976),ACC
T8561,Cc1ncc([N+](=O)[O-])n1CCOC(=O)NC(Nc1ncccn1)C(Cl)(Cl)Cl,438.66,2.42,137.1,2,8,7,0,0.1607,Firsocostat (GS-0976),ACC
T13279L,Cc1cc(C)c(CNC(=O)c2cc(Cl)c3c(c2C)O[C@@](C)(C2CCC(N(C)C)CC2)O3)c(=O)[nH]1,488.03,4.49,83.7,2,5,5,0,0.1607,Cilofexor (GS-9674),FXR
T22889,COc1ccc(C2CC(c3c(O)cc(C)oc3=O)=NCCS2)c(OC)c1,375.45,3.34,81.3,1,7,4,0,0.1607,Firsocostat (GS-0976),ACC
TQ0282,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(-c2ccncc2)nc1OC,479.52,3.85,125.4,1,9,8,0,0.1607,Firsocostat (GS-0976),ACC
T67742,CC1(C)C(=O)N(c2ccc3c(cnn3-c3ccc(F)cc3)c2)[C@H](c2ccccc2)[C@H]1NC(=O)C1CC1,482.56,5.17,67.2,1,3,5,1,0.1607,Cilofexor (GS-9674),FXR
T27753,COc1ccc(CCNCCC(=O)N2CCCSc3ccccc32)cc1OC,400.54,3.76,50.8,1,5,8,0,0.1607,Firsocostat (GS-0976),ACC
T38759,O=C(CC12CCC(C(=O)O)(CC1)C2)N1CCc2c(n(Cc3ccc(F)cc3)c3ncccc23)C1,461.54,4.53,75.4,1,3,5,0,0.1607,Cilofexor (GS-9674),FXR
T34541,CCCOc1ccc2c(c1)[C@@H](c1ccc(OC)cc1OCC(=O)O)[C@H](C(=O)O)[C@H]2c1ccc2c(c1)OCO2,520.53,4.65,120.8,2,7,10,1,0.1607,Cilofexor (GS-9674),FXR
T68060,CC1=C(C(=O)OCCN(C)Cc2ccc(F)cc2)C(c2cccc3c2OCO3)C(C(=O)OC(C)C)=C(C)N1,524.59,4.42,86.3,1,8,9,1,0.1607,VK2809,THR-beta
T33422,O=C(NC1CC1)c1cn(-c2cccc(C#Cc3ccc[n+]([O-])c3)c2)c2ncccc2c1=O,422.44,2.31,90.9,1,4,3,0,0.1607,Cilofexor (GS-9674),FXR
T73415,COc1cccc(CNc2nc(N3CCC(c4cccnc4)C3)nc3cc(OC)ccc23)c1,441.54,4.65,72.4,1,7,7,0,0.1607,Cilofexor (GS-9674),FXR
T68090,CC(C)Cn1c(=O)n(C)c(=O)c2[nH]c(CCN3CCN(C(c4ccccc4)c4ccccc4)CC3)nc21,500.65,3.03,79.2,1,5,8,1,0.1607,Firsocostat (GS-0976),ACC
T62973,Cc1cc(N(C)C(=O)[C@H]2CC[C@H](Oc3cccc(CO)c3)CC2)ccc1CN1CCN[C@@H](C)C1,465.64,3.88,65.0,2,5,7,0,0.1607,VK2809,THR-beta
T207086,CCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CC,334.46,4.87,52.6,0,4,10,0,0.1607,BI-1467335,AOC3/VAP-1
T70332,[H][C@]12C[C@@H](Oc3ccc(C(F)(F)F)cn3)[C@]([H])(C1)N(C(=O)c1cccc(F)c1-c1ncccn1)C2([2H])[2H],460.43,4.38,68.2,0,5,4,0,0.1607,Cilofexor (GS-9674),FXR
T0711,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,327.12,3.86,92.5,2,4,3,0,0.1605,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T2748,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CC[C@]2(O)C(=O)CO,346.47,2.81,74.6,2,4,2,0,0.1605,Obeticholic acid (OCA),FXR
T6256,Cc1ccc(NC(=O)C(=O)NC2CC(C)(C)NC(C)(C)C2)cc1,317.43,2.36,70.2,3,3,2,0,0.1605,Denifanstat (TVB-2640),FASN
T4S1943,C[C@@]1(CO)C[C@@H](O)C[C@@]2(C)[C@@H]3CC[C@](C)([C@@H](O)CO)C=C3CC[C@H]12,338.49,2.25,80.9,4,4,3,0,0.1605,Obeticholic acid (OCA),FXR
T5040,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,344.5,4.08,54.4,1,3,1,0,0.1605,Obeticholic acid (OCA),FXR
T7706,CC(CNS(=O)(=O)C(C)C)c1ccc(-c2ccc(C#N)cc2)cc1,342.46,3.66,70.0,1,3,6,0,0.1605,Denifanstat (TVB-2640),FASN
T8350,Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)CCl)cc1,351.86,2.69,63.2,1,3,7,0,0.1605,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T22808,COc1ccc(CNC(=O)C=Cc2ccc3[nH]cc(CCN(C)C)c3c2)cc1,377.49,3.61,57.4,2,3,8,0,0.1605,BI-1467335,AOC3/VAP-1
T60919,O=C(Nc1ccc([N+](=O)[O-])c(Cl)c1)c1cc(Cl)ccc1O,327.12,3.86,92.5,2,4,3,0,0.1605,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T62714,CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1,450.46,4.09,100.3,3,5,6,0,0.1605,BI-1467335,AOC3/VAP-1
T61793,O=S(=O)(Nc1nc2ccccc2nc1Nc1cccc(O)c1)c1ccccc1,392.44,3.88,104.2,3,6,5,0,0.1605,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T28548,CC(C)N1CCN(S(=O)(=O)c2ccc(NC(=O)c3ccc(C(F)(F)F)cc3[N+](=O)[O-])cc2)CC1,500.5,3.58,112.9,1,6,6,1,0.1605,BI-1467335,AOC3/VAP-1
T13997,CCCCOC(=O)CN1CCC(NC(=O)c2cc(Cl)c(N)cc2OC)CC1,397.9,2.47,93.9,2,6,8,0,0.1605,BI-1467335,AOC3/VAP-1
T13221,C[C@@H](NC(=O)c1cccc(-c2cnc(-c3cc4ccccc4cn3)[nH]2)c1)c1ccc(F)cc1,436.49,5.92,70.7,2,3,5,1,0.1605,BI-1467335,AOC3/VAP-1
T15663,Cc1cc(C=NNC(=O)c2cc(Br)c(O)c(Br)c2)c(C)n1-c1cccc([N+](=O)[O-])c1,536.18,5.0,109.8,2,5,5,1,0.1605,BI-1467335,AOC3/VAP-1
T86545,Cc1cc(NC(=O)[C@H](O)c2cc(F)cc(F)c2)ccc1-c1cnc(N)c(C(=O)NC(C)C)c1,454.48,3.73,117.3,4,5,6,0,0.1605,BI-1467335,AOC3/VAP-1
T0371,COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,527.64,3.52,121.9,2,6,7,1,0.1604,Denifanstat (TVB-2640),FASN
T1734,COCCCOc1ccnc(CSc2nc3ccccc3[nH]2)c1C,343.45,3.97,60.0,1,5,8,0,0.1604,Firsocostat (GS-0976),ACC
T1843,CCOc1cc(N2CCC(O)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,474.57,3.94,94.1,2,8,5,0,0.1604,Denifanstat (TVB-2640),FASN
T1994,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,513.65,2.15,107.5,1,9,5,1,0.1604,Denifanstat (TVB-2640),FASN
T3435,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,533.64,4.5,61.8,0,6,6,1,0.1604,Denifanstat (TVB-2640),FASN
T6771,Cc1noc(C)c1-c1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)c(O[C@H]2CCNC2)c1,441.51,3.02,145.5,4,7,6,0,0.1604,Denifanstat (TVB-2640),FASN
T3387,[H][C@]12CC=C3[C@]4([H])C[C@@](C)(C(=O)OC)CC[C@]4(C(=O)O)CC[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)C[C@H](O)[C@H](O)[C@@]1(C)CO,532.72,4.33,124.3,4,6,3,1,0.1604,Aramchol,SCD1
T19431,COc1cc([C@@H]2Oc3cc4oc(=O)ccc4cc3O[C@H]2CO)cc(OC)c1O,386.36,2.39,107.6,2,8,4,0,0.1604,Firsocostat (GS-0976),ACC
T23348,O=C(CCCCN1CCOCC1)Nc1ccc(-c2cccnc2)cc1,339.44,3.19,54.5,1,4,7,0,0.1604,Firsocostat (GS-0976),ACC
T11997,COC(=O)c1ccc2c(c1)/C(=C(/Nc1ccc(N(C)C(=O)CN3CCN(C)CC3)cc1)c1ccccc1)C(=O)N2,539.64,3.62,94.2,2,7,7,1,0.1604,Denifanstat (TVB-2640),FASN
T9595,COc1cc(C(=O)c2cc(NS(C)(=O)=O)cc(-c3cccc4[nH]ccc34)c2)ccn1,421.48,3.84,101.1,2,5,6,0,0.1604,Cilofexor (GS-9674),FXR
T9706,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)n[nH]c(=O)c32)C1,456.51,3.51,119.1,2,6,5,0,0.1604,Denifanstat (TVB-2640),FASN
T35856,CC(C)C[C@](C)(N)COc1ccc(-c2ccnc(C(F)F)c2)nc1C(F)F,385.41,5.16,61.0,1,4,8,1,0.1604,Firsocostat (GS-0976),ACC
T16483,C[C@H](c1ccc(F)cc1)N(Cc1cccc(C(=O)O)c1)C(=O)c1cnc2ccccc2c1,428.46,5.48,70.5,1,3,6,1,0.1604,Cilofexor (GS-9674),FXR
T22033,COc1ccccc1N1CCN(CCN2C(=O)c3ccccc3C(C)(C)C2=O)CC1,407.51,2.78,53.1,0,5,5,0,0.1604,Firsocostat (GS-0976),ACC
T9770,O=C(CN1CCOCC1)Nc1ccc(OC2CCN(C3CCC3)CC2)cc1,373.5,2.35,54.0,1,5,6,0,0.1604,Firsocostat (GS-0976),ACC
T23602,O=C1C2CN(Cc3ccc(Cl)cc3)CCN2C(=O)N1OC(=O)N1CCOc2ccccc21,456.89,2.74,82.6,0,6,3,0,0.1604,VK2809,THR-beta
T10837,NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccc(Cl)cc32)CC1,481.08,4.77,52.8,1,4,6,0,0.1604,Cilofexor (GS-9674),FXR
T60057,Cc1cc(NC(=O)CSc2ncnc3sc(C)c(C)c23)no1,334.43,3.34,80.9,1,7,4,0,0.1604,Firsocostat (GS-0976),ACC
T60127,CNC(=O)c1cc(Cl)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,483.15,4.26,88.9,2,4,4,0,0.1604,Cilofexor (GS-9674),FXR
T36395,Cn1cc(-c2cc(S(C)(=O)=O)ccc2OCC2CC2)c2ccccc2c1=O,383.47,3.4,65.4,0,4,5,0,0.1604,Firsocostat (GS-0976),ACC
T67907,NC(=O)c1cnc(Nc2cccc(NC(=O)[C@H]3CCCNC3)c2)cc1NCc1cc(F)cc(F)c1,480.52,3.75,121.2,5,6,8,0,0.1604,Denifanstat (TVB-2640),FASN
T21128,Cc1c(OCC(F)(F)F)ccnc1CSc1nc2ccccc2[nH]1,353.37,4.5,50.8,1,4,5,0,0.1604,Firsocostat (GS-0976),ACC
T38428,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)[O-],517.92,4.41,108.8,1,8,6,1,0.1604,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
TN2334,COc1cc(C2Oc3ccc(-c4cc(=O)c5c(O)cc(O)cc5o4)cc3OC2CO)ccc1O,464.43,3.46,138.8,4,9,4,0,0.1604,VK2809,THR-beta
T0325,O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1,397.48,4.34,79.9,2,5,7,0,0.1600,Firsocostat (GS-0976),ACC
T0999,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,456.32,4.25,90.9,1,7,7,0,0.1600,BI-1467335,AOC3/VAP-1
T1991,Cc1cc(F)c(Nc2ncnc3cc(OCc4ccccc4)ccc23)cc1O,375.4,5.11,67.3,2,5,5,1,0.1600,VK2809,THR-beta
T2030,O=C(O)C(=O)c1cn(Cc2ccccc2)c2ccc(-c3ccc(OC(F)(F)F)cc3)cc12,439.39,5.52,68.5,1,3,6,1,0.1600,BI-1467335,AOC3/VAP-1
T2313,Cc1cc(N2CCOCC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1,407.52,3.99,91.0,3,7,5,0,0.1600,Denifanstat (TVB-2640),FASN
T2412,O=C(Nc1ccccc1-c1cn2c(CN3CCNCC3)csc2n1)c1cnc2ccccc2n1,469.57,3.66,87.5,2,7,5,0,0.1600,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T2452,CC1=NN(c2ccc(C(=O)O)cc2)C(=O)/C1=C\c1ccc(-c2cc(C)c(C)cc2[N+](=O)[O-])o1,445.43,4.98,126.2,1,6,5,0,0.1600,Denifanstat (TVB-2640),FASN
T2628,COc1ccc(C2=C(N3CCOCC3)C(=O)N(c3ccc(Cl)c(Cl)c3)C2=O)cc1,433.29,3.62,59.1,0,5,4,0,0.1600,Cilofexor (GS-9674),FXR
T3546,O=C(O)c1ccc2c3c1cccc3c(=O)n1c3ccccc3nc21,314.3,3.29,71.7,1,3,1,0,0.1600,Firsocostat (GS-0976),ACC
T6053,CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)c2c1[nH]c1ccccc21,438.47,5.17,62.4,1,3,3,1,0.1600,Denifanstat (TVB-2640),FASN
T6634,COc1ccc(OC)c(C2C(C#N)=C(N)Oc3n[nH]c(-c4ccc5ccccc5c4)c32)c1,424.46,4.47,106.2,2,6,4,0,0.1600,Denifanstat (TVB-2640),FASN
T4650,COc1ccc(S(=O)(=O)Nc2cc(-c3c(O)ccc4ccccc34)c(O)c3ccccc23)cc1,471.53,5.88,95.9,3,5,5,1,0.1600,BI-1467335,AOC3/VAP-1
T5045,CC(C)(C)OC(=O)CN(Cc1ccc(Cl)cc1)Cc1ccc([N+](=O)[O-])s1,396.9,4.65,72.7,0,6,7,0,0.1600,BI-1467335,AOC3/VAP-1
TQ0121,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(C#N)CC2)C(C)(C)C)cc1,523.66,2.53,135.4,3,7,7,1,0.1600,Firsocostat (GS-0976),ACC
T7318,C[C@@H]1COCCN1c1cc(-c2ccnn2C)c2ccnc(-c3ccn[nH]3)c2n1,375.44,2.65,84.8,1,6,3,0,0.1600,Denifanstat (TVB-2640),FASN
T8966,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1cccc(F)c1)c1ccc(F)c(F)c1,432.45,2.26,64.7,2,4,5,0,0.1600,Denifanstat (TVB-2640),FASN
T8997,COCCCC1CCCCN1C(=O)Oc1ccc([N+](=O)[O-])cc1,322.36,3.37,81.9,0,5,6,0,0.1600,BI-1467335,AOC3/VAP-1
T5348,CC(C)=CCc1c(O)cc(O)c2c(=O)c(O)c(-c3ccc(C(F)(F)F)cc3)oc12,406.36,5.1,90.9,3,5,3,1,0.1600,BI-1467335,AOC3/VAP-1
T9533,Cc1c(C(C)C)c(=O)n(-c2ccc(S(=O)(=O)NCCOc3ccccc3)cc2)n1C,429.54,2.97,82.3,1,4,8,0,0.1600,BI-1467335,AOC3/VAP-1
T12987,CCC(C)(C)C(=O)OC1=C(c2ccc(Cl)cc2Cl)C(=O)OC12CCCCC2,411.33,5.94,52.6,0,4,4,1,0.1600,VK2809,THR-beta
T10693,CCOc1cc(F)c(Cl)cc1C(=O)NCC(C)(C)CC(=O)Nc1c(COC)n2n(c1=O)-c1ccccc1CCC2,573.07,4.71,103.6,2,5,10,1,0.1600,BI-1467335,AOC3/VAP-1
T27499,COc1ncc(-c2ccc3nc(N)n(-c4ccc(N5CCOCC5)cc4)c3c2)cc1S(=O)(=O)Nc1ccccc1F,574.64,4.45,124.6,2,8,7,1,0.1600,Firsocostat (GS-0976),ACC
T9692,N#Cc1cccc(-c2ccc3ncc(-c4cc(F)cc(F)c4)c(N4CCC(N)CC4)c3c2)c1O,456.5,5.35,86.2,2,5,3,1,0.1600,Denifanstat (TVB-2640),FASN
T9893,C[C@@H](N)Cc1cc(C#N)c2c(c1)CCN2CCCOC(=O)c1ccccc1,363.46,3.06,79.4,1,5,7,0,0.1600,Denifanstat (TVB-2640),FASN
T9812,COc1cc(-c2ccnc3cc(-c4ccc(C)cc4)nn23)cc(OC)c1OC,375.43,4.4,57.9,0,5,5,0,0.1600,Firsocostat (GS-0976),ACC
T18640,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCN)C(C)(C)C)cc1,529.71,2.36,137.7,4,7,10,1,0.1600,Firsocostat (GS-0976),ACC
T6719,C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1,466.95,5.25,93.6,2,9,6,1,0.1600,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T62209,CCCn1c(NC(=O)c2cccc(C(N)=O)c2)nc2ccc(CN3CCCCC3)cc21,419.53,3.78,93.2,2,4,7,0,0.1600,Denifanstat (TVB-2640),FASN
T12321,O=[N+]([O-])c1ccc(Oc2ccc3c(c2)CCC(c2ccccc2)O3)nc1,348.36,4.85,74.5,0,5,4,0,0.1600,VK2809,THR-beta
T12596,CN1CC/C(=N\O)c2ccn(CCCCN3CCC(C(=O)c4ccc(F)cc4)CC3)c2C1=O,454.55,3.66,78.1,1,5,7,0,0.1600,Denifanstat (TVB-2640),FASN
T69644,NC(=O)c1ccc(-c2cnn3ccc(NCc4ccncc4)nc23)cc1,344.38,2.5,98.2,2,5,5,0,0.1600,BI-1467335,AOC3/VAP-1
T63119,COc1ccc(C(C)=O)c(Oc2ccc(NC(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)cc2)c1,477.51,5.37,92.3,1,7,10,1,0.1600,BI-1467335,AOC3/VAP-1
T65427,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(O)cc4)CC3)cc2)c1=O,393.49,3.04,66.5,1,5,5,0,0.1600,Firsocostat (GS-0976),ACC
T64108,CCC(CC)S(=O)(=O)c1ccc(S(=O)(=O)N2CCC[C@@H](C(=O)N3CCN(c4nc(C(C)C)no4)CC3)C2)cc1,581.76,2.9,134.0,0,9,9,1,0.1600,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T31057,CCOc1ccc2[nH]cc(C(=O)NCc3ccccc3)c(=O)c2n1,323.35,2.25,84.1,2,4,5,0,0.1600,BI-1467335,AOC3/VAP-1
T88070,COCCn1c(-c2ccc(-n3c(C)nn(C)c3=O)cc2)cc2cc(C(F)(F)F)cc(C(=O)Nc3nnc(C)s3)c21,571.59,4.58,108.9,1,7,7,1,0.1600,Firsocostat (GS-0976),ACC
T12401,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2c[nH]c3nc(CN4CCOCC4)cc-3c21,487.51,3.61,83.2,1,6,6,0,0.1597,Firsocostat (GS-0976),ACC
T13324,COc1cc(C(=O)N(CCC2CCCN2C)C/C(C)=C/c2ccccc2F)cc(OC)c1OC,470.59,4.88,51.2,0,5,10,0,0.1597,Firsocostat (GS-0976),ACC
T50093,CC(Sc1nnc(C2CC2)n1-c1ccccc1)C(=O)Nc1sc2c(c1C(N)=O)CCC2,453.59,3.91,102.9,2,6,7,0,0.1597,Firsocostat (GS-0976),ACC
T10285,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(C)CC3)cc2OC)ncc1Br,562.49,3.39,111.7,3,9,8,1,0.1597,Firsocostat (GS-0976),ACC
T9697,COc1nn(-c2cnccn2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,405.42,2.16,125.5,1,8,6,0,0.1597,Firsocostat (GS-0976),ACC
T27475,CCn1ncc2c(NC3CCOCC3)c(-c3nnc(Cc4sc(C)nc4C)o3)cnc21,439.55,3.76,103.8,1,9,6,0,0.1597,Firsocostat (GS-0976),ACC
T23124,CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2cc(OC)ccc2C1O3,392.46,4.11,63.8,1,5,3,0,0.1597,Firsocostat (GS-0976),ACC
T2264,Cc1c(C(=O)NN2CCOCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(I)cc1,557.22,4.74,59.4,1,4,4,1,0.1596,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T2473,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,413.83,3.88,91.9,2,4,6,0,0.1596,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T3857,COc1ccc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2cc(OC)c(OC)c(OC)c2)cc1OC,416.47,3.8,64.6,0,7,7,0,0.1596,Firsocostat (GS-0976),ACC
T4358,[H][C@](Nc1ccc(C#N)c(Cl)c1C)(c1nnc(-c2ccc(C#N)cc2)o1)[C@H](C)O,393.83,3.98,118.8,2,7,5,0,0.1596,Denifanstat (TVB-2640),FASN
T5173,O=C(/C=C/c1cncc(F)c1)c1c(-c2ccccc2)c2cc(Cl)ccc2[nH]c1=O,404.83,5.28,62.8,1,3,4,1,0.1596,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T7177,Oc1cc2c(cc1O)CN(C(=S)NCCc1ccc(Cl)cc1)CCC2,376.91,3.62,55.7,3,3,3,0,0.1596,VK2809,THR-beta
T7292,CC(C)Nc1cc(-c2csc(N(C)C(=O)c3ccc(F)cc3)n2)ncn1,371.44,3.84,71.0,1,6,5,0,0.1596,Denifanstat (TVB-2640),FASN
T13098,O=C(Cn1cc(S(=O)(=O)N2CCCC2)ccc1=O)c1ccc(-c2cccc(C(F)(F)F)c2)cc1,490.5,4.2,76.5,0,4,6,0,0.1596,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
TN1610,[H][C@]12CO[C@H](c3cc(OC)c(OC)c(OC)c3)[C@@]1([H])CO[C@@H]2c1ccc(OC)c(OC)c1,416.47,3.8,64.6,0,7,7,0,0.1596,Firsocostat (GS-0976),ACC
T19323,CC(=O)Oc1ccc2c(c1)Oc1cc(OC(C)=O)ccc1C21OC(=O)c2ccccc21,416.39,4.11,88.1,0,7,2,0,0.1596,Cilofexor (GS-9674),FXR
T11375,COc1ncc(Cl)cc1S(=O)(=O)Nc1ccc(F)c(C#Cc2cnc(N)nc2)c1F,451.84,2.59,120.1,2,7,4,0,0.1596,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T35557,O=C(NCCO)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,392.85,3.9,87.1,3,5,5,0,0.1596,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T10435,Cc1cccc(C)c1CNc1cc(C(=O)NCCO)cn2c(C)c(C)nc12,366.47,2.9,78.7,3,4,6,0,0.1596,Denifanstat (TVB-2640),FASN
T38485L,CC1(C)OC[C@@H](C(=O)O)N1C(=O)CNC(=O)OCC1c2ccccc2-c2ccccc21,424.45,2.57,105.2,2,5,5,0,0.1596,Denifanstat (TVB-2640),FASN
T17042,N#Cc1c(-c2cccs2)nc(SCc2cccc(CC(=O)O)c2)[nH]c1=O,383.45,3.29,106.8,2,6,6,0,0.1596,Lanifibranor (IVA-337),PPAR-alpha/gamma/delta
T67953,Cc1cc(NCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)c([N+](=O)[O-])c(C)n1,445.57,4.43,74.5,1,6,8,0,0.1596,Denifanstat (TVB-2640),FASN
