name,smiles,MW,LogP,TPSA,HBD,HBA,RotB,Lipinski_violations,ref_drug,ref_target,similarity,dili_prob,dili_risk
T14386,CC(C)[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2ccc(=O)n(C)c2)c1)c1ccccc1,494.54,4.64,78.2,1,4,8,0,Obeticholic acid (OCA),FXR,0.0762,0.9411,High
T24040,Cn1nc(C(F)(F)F)cc1C(=O)Nc1ccc(S(=O)(=O)N2CCCC[C@H]2CCN2CCOCC2)cc1,529.59,2.96,96.8,1,6,7,1,Obeticholic acid (OCA),FXR,0.0762,0.813,High
T9452,O=C(NCCO)c1cccc2c1CCN2c1cc(Cc2cc(F)cc(C(F)(F)F)c2)ncn1,460.43,3.64,78.3,2,5,6,0,Obeticholic acid (OCA),FXR,0.0762,0.9211,High
T9773,CCn1c(=S)[nH]c2cc3c(NCc4ccccc4N4CCC(CO)CC4)ncnc3cc21,448.6,4.48,82,3,6,6,0,Obeticholic acid (OCA),FXR,0.0762,0.8943,High
T14212,C[C@H]1COCCN1C[C@H]1CN(S(=O)(=O)c2cccs2)CCN1c1ccc([C@@](C)(O)C(F)(F)F)cc1,533.64,3.12,73.3,1,7,6,1,Obeticholic acid (OCA),FXR,0.0762,0.6294,High
T6332,NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O,443.53,2.06,132.4,3,7,6,0,Obeticholic acid (OCA),FXR,0.0762,0.8612,High
T87651,C[C@H](CO)NC(=O)c1ccc2c(Oc3ccc(C(F)(F)F)cc3)cccc2c1,389.37,4.76,58.6,2,3,5,0,Obeticholic acid (OCA),FXR,0.0761,0.8986,High
T9090,COc1cccc(OC)c1C(=O)N1CCC(c2nc(-c3ccc(C)cc3)no2)CC1,407.47,4.08,77.7,0,6,5,0,Obeticholic acid (OCA),FXR,0.0761,0.9517,High
T2801,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,341.28,3.34,108.1,1,6,3,0,Obeticholic acid (OCA),FXR,0.0761,0.9825,High
T8990,CN(C(=O)CNC(=O)c1ccccc1OCC(=O)Nc1ccc(Br)cc1)c1ccccc1,496.36,3.86,87.7,2,4,8,0,Obeticholic acid (OCA),FXR,0.0761,0.9116,High
T4S0999,COc1cc(O)c(CC=C(C)C)c2c1C(=O)C[C@@H](c1ccc(O)cc1)O2,354.4,4.32,76,2,5,4,0,Obeticholic acid (OCA),FXR,0.0761,0.7951,High
T24557,COc1ccc2c(c1)N(CCO)C1=C(C(=O)OC1)C2c1ccccc1,337.38,2.45,59,1,5,4,0,Obeticholic acid (OCA),FXR,0.0761,0.8204,High
T75643,COc1cc(O)c(CC=C(C)C)c2c1C(=O)CC(c1ccc(O)cc1)O2,354.4,4.32,76,2,5,4,0,Obeticholic acid (OCA),FXR,0.0761,0.7877,High
T3542,CCN(CC)C(=O)Cc1csc(NS(=O)(=O)c2cccc(Cl)c2C)n1,401.94,3.32,79.4,1,5,7,0,Obeticholic acid (OCA),FXR,0.0761,0.9124,High
T10410,O=C(Nc1ccc(CP(=O)(O)O)cc1)C1CCN(C(=O)OCc2cc(Cl)cc(Cl)c2)CC1,501.3,4.66,116.2,3,4,6,1,Obeticholic acid (OCA),FXR,0.0761,0.7721,High
T14884,CCOC(=O)c1sc(NC(=O)c2ccco2)c(SC#N)c1C,336.39,3.65,92.3,1,7,5,0,Obeticholic acid (OCA),FXR,0.0761,0.9086,High
T11031,Cc1c(Cc2ccccc2F)c(OC(C)C)nn1-c1ncc(C2CC2)cn1,366.44,4.37,52.8,0,4,6,0,Obeticholic acid (OCA),FXR,0.0761,0.9125,High
T16776,Cc1ccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(N)=O)nc1C,355.45,2.01,131.8,4,7,5,0,Obeticholic acid (OCA),FXR,0.0761,0.8221,High
T77616,Cc1ccc(C)c2sc(NC(=O)C3CCN(S(=O)(=O)c4ccc(F)cc4)CC3)nc12,447.56,4.09,79.4,1,5,4,0,Obeticholic acid (OCA),FXR,0.0761,0.9539,High
T2425,COc1cc(-c2ncn(/C=C\C(=O)OC(C)C)n2)cc(C(F)(F)F)c1,355.32,3.39,66.2,0,5,5,0,Obeticholic acid (OCA),FXR,0.0761,0.9098,High
T5S2350,CC(=O)OC(C)(C)CC(=O)O[C@@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,430.45,3.4,127.2,2,8,7,0,Obeticholic acid (OCA),FXR,0.0761,0.8174,High
T8989,CN(C(=O)CNC(=O)c1ccccc1OCC(=O)Nc1ccc(I)cc1)c1ccccc1,543.36,3.7,87.7,2,4,8,1,Obeticholic acid (OCA),FXR,0.0761,0.8968,High
T9011,COC(=O)c1ccc(-n2c(C)cc(C(=O)CSc3ccc(NC(C)=O)cc3)c2C)cc1,436.53,4.81,77.4,1,5,7,0,Obeticholic acid (OCA),FXR,0.0761,0.9377,High
T16687,CCOC(=O)c1cnn(-c2ccc(NC(=O)C(Cl)=C(Cl)Cl)cc2)c1C(F)(F)F,456.64,4.89,73.2,1,4,5,0,Obeticholic acid (OCA),FXR,0.0761,0.966,High
T2616,CC(=O)Nc1nc(C)c(-c2ccc(Cl)c(S(=O)(=O)NCCO)c2)s1,389.89,2,108.4,3,6,6,0,Obeticholic acid (OCA),FXR,0.0761,0.9567,High
T8442,COc1cc(CN(CCN)C(=O)c2cccs2)ccc1OCc1ccccc1,396.51,3.94,64.8,1,5,9,0,Obeticholic acid (OCA),FXR,0.0761,0.6027,High
T13063,C[C@H](NC(=O)N1CCN(S(=O)(=O)c2cccc(Br)c2)CC1)c1cccs1,458.4,3.29,69.7,1,4,4,0,Obeticholic acid (OCA),FXR,0.0761,0.7679,High
T15192,COCCN(C(=O)c1cc(OC)c(OC)c(OC)c1)c1nc(-c2ccccc2)cs1,428.51,4.13,70.1,0,7,9,0,Obeticholic acid (OCA),FXR,0.0761,0.9647,High
T67953,Cc1cc(NCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)c([N+](=O)[O-])c(C)n1,445.57,4.43,74.5,1,6,8,0,Obeticholic acid (OCA),FXR,0.0761,0.2963,Low
TN1070,COc1cc(O)cc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,357.27,3.04,128.4,2,7,3,0,Obeticholic acid (OCA),FXR,0.0761,0.9796,High
T67792,CCON=Cc1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cc1,368.48,3.84,59.8,0,6,8,0,Obeticholic acid (OCA),FXR,0.0761,0.7359,High
T16503,Cn1nccc1-c1ccc(Sc2cccc(C3(C(N)=O)CCOCC3)c2)cc1,393.51,3.77,70.1,1,4,5,0,Obeticholic acid (OCA),FXR,0.0761,0.83,High
T9991,Cc1c(NC(=O)CCc2c[nH]c3ccccc23)c(=O)n(-c2ccccc2)n1C,374.44,3.54,71.8,2,2,5,0,Obeticholic acid (OCA),FXR,0.0761,0.9463,High
T77569,CC(Sc1nncn1C)c1cccc(NC(=O)c2ccccn2)c1,339.42,3.32,72.7,1,5,5,0,Obeticholic acid (OCA),FXR,0.0761,0.946,High
T17008,C[C@H](Nc1cc2c(-c3ccc4c(c3)OCO4)noc2cn1)c1ccccc1,359.39,4.79,69.4,1,6,4,0,Obeticholic acid (OCA),FXR,0.0761,0.9313,High
T6S2140,COc1ccc(-c2oc3c4c(cc(O)c3c(=O)c2O)OC(C)(C)CC4)cc1,368.39,3.98,89.1,2,6,2,0,Obeticholic acid (OCA),FXR,0.0761,0.9745,High
T77550,[H][C@@]12CC[N@@](C[C@@H]1C=C)[C@@]([H])([C@@H](O)c1ccnc3ccc(O)cc13)C2,310.4,2.87,56.6,2,4,3,0,Obeticholic acid (OCA),FXR,0.0761,0.2318,Low
TN1982,COc1c(CC=C(C)C)c(O)cc2oc(=O)c3c4ccc(O)cc4oc3c12,366.37,4.62,93,2,6,3,0,Obeticholic acid (OCA),FXR,0.0761,0.9381,High
T3103,Cc1c(Br)cc(NCC(=O)N/N=C/c2cc([N+](=O)[O-])ccc2O)cc1Br,486.12,3.7,116.9,3,6,6,0,Obeticholic acid (OCA),FXR,0.0761,0.9745,High
T69360,O=C(N[C@H](Cc1ccc(F)cc1)C(=O)O)OCc1cc2cc(-c3ccc(F)cc3)ccc2o1,451.43,5.3,88.8,2,4,7,1,Obeticholic acid (OCA),FXR,0.0761,0.9631,High
TN2365,[H][C@@]12C[C@@H](C)[C@]3(C[C@@H](c4ccoc4)OC3=O)[C@]3([H])CCCC(=C13)C(=O)O2,328.36,3.32,65.7,0,5,1,0,Obeticholic acid (OCA),FXR,0.0761,0.5142,High
T27312,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,329.81,4.76,50.2,1,3,4,0,Obeticholic acid (OCA),FXR,0.0759,0.9784,High
T1446,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,367.45,2.23,91.3,2,6,5,0,Obeticholic acid (OCA),FXR,0.0759,0.0947,Low
T0103,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,351.44,2.84,84.9,2,6,5,0,Obeticholic acid (OCA),FXR,0.0759,0.3421,Low
TN5770,COc1cc(CC/C=C/C(=O)CCc2ccc(O)c(OC)c2)ccc1O,356.42,3.81,76,2,5,9,0,Obeticholic acid (OCA),FXR,0.0759,0.4716,Low
T3193,Cc1ccc(NC(=O)CCCCCC(=O)Nc2ccccc2N)cc1,339.44,4.1,84.2,3,3,8,0,Obeticholic acid (OCA),FXR,0.0759,0.7353,High
T36712,O=C(NO)[C@@H](Cc1ccccc1)NS(=O)(=O)c1ccc(-c2ccccc2)cc1,396.47,2.75,95.5,3,4,7,0,Obeticholic acid (OCA),FXR,0.0759,0.91,High
T21820,Cc1cc(O)c2c3c4c(cc(O)c13)C(C)(C)C(=O)c1c(O)cc(O)c(c1-4)C2=O,376.36,3.66,115.1,4,6,0,0,Obeticholic acid (OCA),FXR,0.0759,0.9854,High
TJS2190,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,302.37,3.57,80.9,4,4,5,0,Obeticholic acid (OCA),FXR,0.0758,0.1585,Low
T19356,O=C(O)c1c(I)cc(I)c(O)c1I,515.81,2.9,57.5,2,2,1,1,Obeticholic acid (OCA),FXR,0.0758,0.5166,High
T2081,CN1CCN(CCCNc2ncc(Cl)c(-c3cc4c(C(=O)NC5CC5)cccc4s3)n2)CC1,485.06,3.95,73.4,2,7,8,0,Obeticholic acid (OCA),FXR,0.0755,0.7282,High
T79213,C=CC(=O)N1CCN2Cc3cc(C#CC)c(-c4c(O)cccc4Cl)c(F)c3OCC2C1,440.9,3.81,53,1,4,2,0,Obeticholic acid (OCA),FXR,0.0755,0.7682,High
T205924,C[C@H]1Cn2ncc(C(=O)Nc3cccc(C#N)c3)c2C(=O)N1c1ccc(C(F)(F)c2ccccc2)cc1,497.51,5.2,91,1,4,5,1,Obeticholic acid (OCA),FXR,0.0755,0.9883,High
T13066,Cc1c(Cc2ccc(-n3cccn3)cc2)cc2c(c1F)CN([C@H]1COCC[C@@H]1O)C2=O,421.47,3.02,67.6,1,4,4,0,Obeticholic acid (OCA),FXR,0.0755,0.9008,High
T2339,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,477.44,3.53,89.3,1,5,3,0,Obeticholic acid (OCA),FXR,0.0755,0.9809,High
T2348,CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@H]2C)n1,462.6,3.7,124.8,4,7,5,0,Obeticholic acid (OCA),FXR,0.0755,0.8803,High
T2630,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1,491.35,5.38,76.6,1,6,6,1,Obeticholic acid (OCA),FXR,0.0755,0.9573,High
T3579,O=C(c1c(F)ccc(NS(=O)(=O)N2CC[C@@H](F)C2)c1F)c1c[nH]c2ncc(-c3cnc(C4CC4)nc3)cc12,542.54,4.11,120.9,2,6,7,1,Obeticholic acid (OCA),FXR,0.0755,0.9869,High
T10487,C[C@@H]1CN(c2ncc(Cl)c(Nc3ccc4c(c3)n(CCC(C)(C)O)c(=O)n4C)n2)C[C@H](C)C1(F)F,509,4.42,88.2,2,6,6,1,Obeticholic acid (OCA),FXR,0.0755,0.9277,High
T79956,CC=C(C)C(=O)OC1c2cc3c(c4c2C2(CO4)C(=CC(=O)C(OC)=C2OC)CC(C)C1C)OCO3,482.53,4.29,89.5,0,8,4,0,Obeticholic acid (OCA),FXR,0.0755,0.8669,High
T11160,CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCC(CO)CC5)nc(Nc5ccc(F)cc5)nc4cn3)nc2)CC1,571.71,4.79,105.6,3,10,8,1,Obeticholic acid (OCA),FXR,0.0755,0.963,High
T3S1916,C/C=C(/C)C(=O)O[C@H]1c2cc3c(c4c2[C@@]2(CO4)C(=O)C(OC)=C(OC)C=C2C[C@@H](C)[C@H]1C)OCO3,482.53,4.29,89.5,0,8,4,0,Obeticholic acid (OCA),FXR,0.0755,0.8744,High
TQ0266,Cc1[nH]nc2ncc(C(=O)N3CCC[C@H]3c3ccc(Cl)cc3)cc12,340.81,3.9,61.9,1,3,2,0,Obeticholic acid (OCA),FXR,0.0753,0.9289,High
T15759,O=C(O)Cn1c(C(=O)Nc2nc(-c3ccccc3Cl)cs2)cc2ccccc21,411.87,4.76,84.2,2,4,5,0,Obeticholic acid (OCA),FXR,0.0753,0.9849,High
T1467,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,415.83,3.47,94.8,1,5,6,0,Obeticholic acid (OCA),FXR,0.0753,0.971,High
TQ0066,CNC(=O)c1ccc(Oc2ccc3c(c2)CCN(C2CCC2)CC3)nc1,351.45,3.19,54.5,1,4,4,0,Obeticholic acid (OCA),FXR,0.0753,0.2344,Low
T70470,CNC(=O)c1ccc(Oc2ccc(S(=O)(=O)[C@]3(C(=O)NO)CCC4(CCNCC4)C3)cc2)cc1,487.58,2.41,133.8,4,7,6,0,Obeticholic acid (OCA),FXR,0.0753,0.5961,High
T70470L,CNC(=O)c1ccc(Oc2ccc(S(=O)(=O)[C@@]3(C(=O)NO)CCC4(CCNCC4)C3)cc2)cc1,487.58,2.41,133.8,4,7,6,0,Obeticholic acid (OCA),FXR,0.0753,0.5936,High
T4965,COc1cc2c(cc1OC)CN(C(=O)[C@@H](NCc1ccncc1)C(C)(C)C)CC2,397.52,3.19,63.7,1,5,6,0,Obeticholic acid (OCA),FXR,0.0753,0.7094,High
T6455,CN(C)C(=O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2cc(Cl)ccc2[nH]1,399.88,2.61,85.4,3,3,6,0,Obeticholic acid (OCA),FXR,0.0753,0.8521,High
T11463,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccc(C(C)=O)cc3)cc2)CC1,485.63,4.9,61.9,1,5,10,0,Obeticholic acid (OCA),FXR,0.0753,0.7442,High
T7586,CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1,459.59,5.99,70,2,4,7,1,Obeticholic acid (OCA),FXR,0.0753,0.9333,High
T4598,CC(C)C(=O)Nc1ncc(-c2cc(C(F)F)nn2-c2c(Cl)cccc2Cl)s1,431.3,5.83,59.8,1,4,5,1,Obeticholic acid (OCA),FXR,0.0753,0.9818,High
T2359,O=C(Nc1ccccc1C(=O)NC1CCCCNC1=O)c1cc2ccccc2s1,407.5,3.55,87.3,3,4,4,0,Obeticholic acid (OCA),FXR,0.0753,0.9571,High
T26339L,COc1cccc2c1ccc1nc3cccc(C(=O)N[C@H](C)CN(C)C)c3nc12,388.47,3.62,67.3,1,5,5,0,Obeticholic acid (OCA),FXR,0.0753,0.9315,High
T3449,COC(=O)C1=C(C)NC(c2ncc(F)cc2F)=NC1c1ccc(F)cc1Cl,395.77,3.69,63.6,1,5,3,0,Obeticholic acid (OCA),FXR,0.0753,0.8684,High
T84349,O=C(Nc1ccc(-c2nc3cc(NC(=O)C4CC4)ccc3[nH]2)cc1)c1ccccc1Cl,430.9,5.48,86.9,3,3,5,1,Obeticholic acid (OCA),FXR,0.0753,0.9764,High
T2371,CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21,401.47,2.85,73,0,4,6,0,Obeticholic acid (OCA),FXR,0.0753,0.9494,High
T19935,CCc1c(C(=O)Nc2cc(S(=O)(=O)N(CC)CC)ccc2O)[nH]c(C)c1C(C)=O,421.52,3.08,119.6,3,5,8,0,Obeticholic acid (OCA),FXR,0.0753,0.9211,High
T12321,O=[N+]([O-])c1ccc(Oc2ccc3c(c2)CCC(c2ccccc2)O3)nc1,348.36,4.85,74.5,0,5,4,0,Obeticholic acid (OCA),FXR,0.0753,0.9419,High
TQ0305,Cc1cc2nc(NCCCO)n(CC(=O)c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c2cc1C,465.64,5.63,87.4,3,5,7,1,Obeticholic acid (OCA),FXR,0.0753,0.6645,High
T10905,CN1CCC(S(=O)(=O)c2c(Cl)ccc(NC(=O)Nc3cccc(F)c3Cl)c2O)CC1,476.36,4.35,98.7,3,5,4,0,Obeticholic acid (OCA),FXR,0.0753,0.8373,High
TN1004,COc1c(O)ccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,357.27,3.04,128.4,2,7,3,0,Obeticholic acid (OCA),FXR,0.0753,0.978,High
T7300,N[C@@H]1CCCN(c2c(Br)cnc3[nH]cc(NC(=O)C4CC4)c23)C1,378.27,2.6,87,3,4,3,0,Obeticholic acid (OCA),FXR,0.0753,0.6612,High
T20761,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1CCCCO,385.41,3.06,67.6,1,4,5,0,Obeticholic acid (OCA),FXR,0.0753,0.8136,High
T4302,CCc1ccc(-c2nc(CSCC(=O)NCCc3ccccc3)c(C)o2)cc1,394.54,4.8,55.1,1,4,9,0,Obeticholic acid (OCA),FXR,0.0753,0.7879,High
T60218,C=C(F)C(=O)N1CC(n2nc(-c3ccc(C(F)(F)F)cc3)c3cccnc32)C1,390.34,3.98,51,0,3,3,0,Obeticholic acid (OCA),FXR,0.0753,0.9487,High
T7130,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(C)o1,397.43,2.9,111.9,3,7,7,0,Obeticholic acid (OCA),FXR,0.0753,0.9849,High
TN8921,CC(C)=CCC/C(C)=C/Cc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,406.48,5.81,90.9,3,5,6,1,Obeticholic acid (OCA),FXR,0.0753,0.7189,High
T14384,CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2ccccc2)nc2nc(N)sc12,403.58,4.34,97,3,8,8,0,Obeticholic acid (OCA),FXR,0.0753,0.957,High
T13033,CC(C)Oc1ccc(C(=O)NS(=O)(=O)c2ccc(N)cc2)cc1,334.4,2.17,98.5,2,5,5,0,Obeticholic acid (OCA),FXR,0.0750,0.9507,High
T4642,CC(C)C(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1,397.54,4.71,70.2,3,3,4,0,Obeticholic acid (OCA),FXR,0.0750,0.9678,High
T15124,CCOC(=O)c1ccc(-c2ncc(C(=O)OCC)s2)nc1,306.34,2.56,78.4,0,7,5,0,Obeticholic acid (OCA),FXR,0.0750,0.9736,High
T41275,C[C@@](CCc1ccc(-c2ccccc2)cc1)(C(=O)NO)S(C)(=O)=O,347.44,2.59,83.5,2,4,6,0,Obeticholic acid (OCA),FXR,0.0750,0.8046,High
T60205,C[C@](CCc1ccc(-c2ccccc2)cc1)(C(=O)NO)S(C)(=O)=O,347.44,2.59,83.5,2,4,6,0,Obeticholic acid (OCA),FXR,0.0750,0.7997,High
T1655,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,378.43,3.52,81.5,1,5,7,0,Obeticholic acid (OCA),FXR,0.0750,0.936,High
T4114,COc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)O)c(O)c2C)c(OC)c1C,374.39,3.56,102.3,2,6,5,0,Obeticholic acid (OCA),FXR,0.0750,0.952,High
T4121,COC(=O)c1cc(OC)c2c(c1-c1c(CO)cc(OC)c3c1OCO3)OCO2,390.34,2.11,101.9,1,9,5,0,Obeticholic acid (OCA),FXR,0.0750,0.9038,High
T22466,CCCn1c(=O)c2[nH]c(-c3ccccc3)nc2n(CCC)c1=O,312.37,2.37,72.7,1,3,5,0,Obeticholic acid (OCA),FXR,0.0750,0.9624,High
T6980,O=C(CCCCCN1C(=O)c2cccc3cccc(c23)C1=O)NO,326.35,2.5,86.7,2,4,6,0,Obeticholic acid (OCA),FXR,0.0750,0.8746,High
TN1677,CC(C)=CCc1c(O)c(CC=C(C)C)c2oc3c(O)ccc(O)c3c(=O)c2c1O,396.44,4.79,111.1,4,6,4,0,Obeticholic acid (OCA),FXR,0.0750,0.9279,High
T4S1637,CC(C)=CCc1c(O)cc2oc3cc(O)c(O)c(CC=C(C)C)c3c(=O)c2c1O,396.44,4.79,111.1,4,6,4,0,Obeticholic acid (OCA),FXR,0.0750,0.8808,High
T3444,COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1,452.47,4.01,124,3,7,7,0,Obeticholic acid (OCA),FXR,0.0748,0.9486,High
T15612,CCc1cc2c(cc1-c1cnn(CC(=O)N(C)C)c1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,465.56,4.42,94.8,1,4,4,0,Obeticholic acid (OCA),FXR,0.0748,0.9739,High
T3659,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C,459.91,4.31,79.8,1,7,4,0,Obeticholic acid (OCA),FXR,0.0748,0.9422,High
T11770,[H][C@@]12COc3cnc4c(C)c(-c5c(O)cccc5F)c(Cl)cc4c3N1CCN(C(=O)C=C)C2,453.9,4.3,65.9,1,5,2,0,Obeticholic acid (OCA),FXR,0.0748,0.936,High
T14960,COc1ccc2c(c1)C[C@H](C(=O)Nc1ccc(-c3cn[nH]c3)cc1OCCN(C)C)CO2,436.51,3.22,88.7,2,6,8,0,Obeticholic acid (OCA),FXR,0.0748,0.8031,High
T9678,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCN(C(=S)Nc4cccc(C(F)(F)F)c4)CC3)nc21,506.51,3.05,103.6,2,6,4,1,Obeticholic acid (OCA),FXR,0.0748,0.9958,High
T6818,COc1ccc2[nH]cc(C=C3C(=O)Nc4ccc(NC(=O)CCN5CCCCC5)cc43)c2c1,444.54,4.48,86.5,3,4,6,0,Obeticholic acid (OCA),FXR,0.0748,0.8411,High
T16718,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(CNCc4cnn[nH]4)cc3)c(F)c2)C(=O)O1,438.46,2.36,112.2,3,6,8,0,Obeticholic acid (OCA),FXR,0.0748,0.9206,High
T28238,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@]23CCOC3)cc1F,492.45,3.37,85.7,1,5,3,0,Obeticholic acid (OCA),FXR,0.0748,0.97,High
T67913,[H][C@]12CN(CCCSc3nnc(-c4ocnc4C)n3C)C[C@@]1(c1ccc(C(F)(F)F)cc1F)C2,481.52,4.69,60,0,6,7,0,Obeticholic acid (OCA),FXR,0.0748,0.4403,Low
T38732,Cn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cc(F)cc(C(F)(F)F)c2)c2c(N)ncnc21,469.44,4.51,77,1,4,3,0,Obeticholic acid (OCA),FXR,0.0748,0.9422,High
T39957,CC(C)n1c(C(C)(C)O)nc2c(F)cc(-c3nc(N[C@@H]4CCOC[C@H]4O)ncc3Cl)cc21,463.94,3.66,105.3,3,7,5,0,Obeticholic acid (OCA),FXR,0.0748,0.8915,High
T36682,CC(C)(C)NS(=O)(=O)c1ccc(NC(=O)[C@H](Cc2ccccc2)NC(=O)c2ccc(F)cc2)cc1,497.59,3.88,104.4,3,4,8,0,Obeticholic acid (OCA),FXR,0.0745,0.9409,High
T10031,Cc1cc(C(=O)O)nn1Cc1cc(Br)ccc1OCc1ccc(Cl)cc1Cl,470.15,5.59,64.3,1,3,6,1,Obeticholic acid (OCA),FXR,0.0745,0.9707,High
T50103,COc1ccc(CNS(=O)(=O)c2cc(C(=O)Nc3ccc(C)c(F)c3)ccc2F)cc1,446.48,4.01,84.5,2,4,7,0,Obeticholic acid (OCA),FXR,0.0745,0.9548,High
T6288,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(N(C)C)c3ccccc32)cc1,427.55,5.29,52.7,1,3,4,1,Obeticholic acid (OCA),FXR,0.0745,0.8065,High
T73027,O=C(CCN1CCOCC1)Nc1ccc(-c2nc3cc(Cl)ccc3o2)cc1,385.85,3.81,67.6,1,5,5,0,Obeticholic acid (OCA),FXR,0.0745,0.8995,High
T5465,Cc1cnc(-c2cc(N3CCN(C(=O)CCS(C)(=O)=O)CC3)ncc2Cl)c(C)c1,436.97,2.5,83.5,0,6,5,0,Obeticholic acid (OCA),FXR,0.0745,0.8784,High
TQ0068,CS(=O)(=O)N1CCC(NC(=O)c2n[nH]cc2NC(=O)c2c(Cl)cccc2Cl)CC1,460.34,2.12,124.3,3,5,5,0,Obeticholic acid (OCA),FXR,0.0745,0.9847,High
T11071,O=C(C(c1ccccc1)c1ccccc1)N1CCN(CC(O)COc2cccc3ncccc23)CC1,481.6,3.95,65.9,1,5,8,0,Obeticholic acid (OCA),FXR,0.0745,0.688,High
T5468,CCOc1cccc(OCCN(C)C)c1C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,430.85,4.95,50.8,1,4,8,0,Obeticholic acid (OCA),FXR,0.0745,0.6886,High
T9317,C[C@H](NC(=O)Cn1nnc2ccccc2c1=O)c1ccc(OC(F)(F)F)cc1,392.34,2.57,86.1,1,5,5,0,Obeticholic acid (OCA),FXR,0.0745,0.9141,High
T10316,CCCCOC(=O)c1ccc(Oc2ccc3c(c2)COB3O)nc1,327.15,2.05,77.9,1,6,6,0,Obeticholic acid (OCA),FXR,0.0745,0.9014,High
T6957,Cc1cccc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)ncc2C(N)=O)c1,340.43,2.31,118.9,4,6,5,0,Obeticholic acid (OCA),FXR,0.0745,0.8222,High
T7848,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)C(F)(F)C2,383.35,3.12,87.4,1,5,3,0,Obeticholic acid (OCA),FXR,0.0745,0.9464,High
T8943,CC(Cc1cccc(C(F)(F)F)c1)C(=O)Nc1cccc(S(=O)(=O)NCCN)c1,429.46,2.76,101.3,3,4,8,0,Obeticholic acid (OCA),FXR,0.0745,0.7623,High
T88667,CCCCCNC(=O)c1c(N)n(Cc2ccc(F)cc2)c2nc3ccccc3nc12,405.48,4.27,85.8,2,4,7,0,Obeticholic acid (OCA),FXR,0.0745,0.9631,High
T77627,CS(=O)(=O)N1CCC(COc2coc(CN3Cc4ccccc4C3)cc2=O)CC1,418.52,2.21,80.1,0,6,6,0,Obeticholic acid (OCA),FXR,0.0745,0.6341,High
