ID,SMILES,MolWt
T71563,CCCCC/C=C\CC(=O)CCCCCCCCC(=O)O,296.45
T71649,N#CCC(=O)N1CCC(c2nc(-c3cccs3)no2)CC1,302.36
T71704,C#CC[C@@H](O)/C=C/C=C/C#C[C@@H](O)CCCC(=O)OC(C)C,304.39
T7178,N#Cc1cc2[nH]c(=O)c(=O)[nH]c2cc1[N+](=O)[O-],232.16
T71812,O=C1NC(=S)S/C1=C\c1ccco1,211.27
T7182,N#Cc1ccc(CC(=NNC(=O)Nc2ccc(OC(F)(F)F)cc2)c2cccc(C(F)(F)F)c2)cc1,506.41
T7189,CC(C)(C)c1ccc(/C=C/C(=O)Nc2ccc3c(c2)OCCO3)cc1,337.42
T71924L,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1N.Cl,351.83
T7197,N#Cc1ccc(C2CCCc3cncn32)cc1,223.28
T71973,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1.O=C(O)/C=C/C(=O)O,668.80
T72022,C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc(C#N)cc1Cl,461.87
T72023,C/C(=N\Cc1ccccc1)c1c(O)c2ccccc2oc1=O,293.32
T7204,Cc1ccc(/C=N/NC(=O)c2ccccc2Oc2ccccc2)o1,320.35
T72043,CCN(CC)c1ccc(/C=N/NC(=O)c2cccnc2)c(O)c1,312.37
T72047,N#Cc1ccc(NC(=O)Cc2cccc(Cl)c2)cc1,270.72
T7205,CCC(=N\O)/C(C)=C/c1ccc(F)cc1,207.25
T72052,CC(C)(O)C#Cc1cccc(COc2cc(-c3cnc(C4CCNCC4)s3)cnc2N)c1,448.59
T72061,C[C@H]1CNCCN1c1nccc(-c2noc3c2CCC[C@@]32CCCc3sc(N)c(C#N)c32)n1,461.60
T72062,C[C@H](Oc1ccnc(-c2noc([C@@]3(C)CCCc4sc(N)c(C#N)c43)n2)n1)[C@@H]1CCCN1C,465.58
T72068,COc1ccc(-c2csc(N/N=C(\C)c3nc4ccccc4[nH]3)n2)cc1,363.45
T72103,Cl.N#CCCN,106.56
T7222,N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,291.27
T7223,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,308.42
T72309,COc1ccc2nc(Cl)c(/C=N/Nc3nc(-c4cccc5ccccc45)cs3)cc2c1,444.95
T72553,COC(=O)/C=C\C(=O)Nc1cccc(C(N)=O)c1,248.24
T72594,CC(C)=CCc1cc(C(=O)/C=C/c2ccc(O)c(O)c2)c(O)cc1O,340.38
T72771,CN1CCC(Nc2cccc3c2cc(C#CCNc2ccc(P(C)(C)=O)cc2)n3CC(F)(F)F)CC1,516.55
T72786,O=C1/C(=C/c2ccc(O)cc2O)Oc2c(O)cccc21,270.24
T7282,CC(C)OC(=O)[C@H](C)NP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1.CC(C)OC(=O)[C@H](C)NP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1.O=C(O)/C=C/C(=O)O,1069.02
T7293,C#CC(F)(F)[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(C4CC4)cc3)C[C@@]21C,462.58
T7296,CN(C)C/C=C/C(=O)Nc1cccc(C(=O)Nc2cccc(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)c2)c1,566.07
T72961,C=C[C@H](O)C#CC#C[C@@H](O)/C=C\CCCCCCC,260.38
T7298,C#CCOc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC,351.36
T72984,Cc1n[nH]c2c1C(c1cc(C#CCCCO)cc(CO)c1)(C(C)C)C(C#N)=C(N)O2,406.49
T72985,CC(C)(c1ccc(OCc2ccnc(NS(C)(=O)=O)n2)cc1)c1cc(Cl)c(OCCCl)c(C#N)c1,535.45
T73007,N#Cc1ccc(Oc2ccc(C(N)=O)cc2)cc1,238.25
T73040,COc1ccc(-c2nc(-c3ccc(C#N)cc3)cs2)c(OC)c1,322.39
T73054,C/C=C/C=C/C(=O)N[C@@H](CC(=O)N[C@H](C(=O)[C@@H]1C(=O)NC(=O)[C@H]1C)C(C)C)c1ccccc1,453.54
T7313,CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,598.09
T73151,N#Cc1c2c(c(Nc3ccccc3)n3c1nc1ccccc13)CCCC2,338.41
T73176,CC(C)(O)[C@@H]1CCN(c2cc(-n3ncc4ccc([C@]5(C#N)CC56CC6)cc43)ncn2)C1,414.51
T7322,C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(=O)N4C[C@H]5CCN(C)[C@H]5C4)cc23)c1,442.52
T7323,O=C1/C(=C/c2ccccc2)C(NC2CCCCC2)c2cc(Br)ccc21,396.33
T73267,C[C@H]1CN(c2ccccc2C#N)CCN1CCNS(=O)(=O)c1ccc(F)c(Cl)c1,436.94
T7332,CCCCCCC/C=C/C(=O)O,170.25
T73350,CCc1ccccc1C(=O)Nc1n[nH]c2c(C)c(F)c(C3C(C#N)=C(C)N(C)C(C)=C3C#N)cc12,468.54
T73461,CC(C)C[C@@H](NC(=O)C1(C(F)(F)F)CCCCC1)C(=O)Nc1nnc(Cc2ccc(C#N)cc2)s1,507.58
T73516,CCn1c(N)c(-c2ncc[nH]2)c(=O)c2ccc(C#C[C@@](C)(O)COC)nc21,367.41
T73550,CN1C/C(=C\c2ccc(O)cc2)C(=O)/C(=C/c2c[nH]c3ccccc23)C1,344.41
T7358,COC(=O)/C=C1/OC(C)(OC)O[C@]12CC[C@H]1[C@@H]3CCC4=CC(=O)CCC4[C@H]3CC[C@@]12C,430.54
T7367,Cc1ccc(C(=O)NC2CC2)cc1-n1ncc(C(=O)c2cccc(C#N)c2)c1N,385.43
T7374,O=C(/C=C/c1ccccc1O)/C=C/c1ccccc1O,266.30
T73746,CCn1nc(C)cc1C(=O)N=c1[nH]c2cc(C(N)=O)cc(OC)c2n1C/C=C/Cn1c(=NC(=O)c2cc(C)nn2CC)[nH]c2cc(C(N)=O)cc(OCCCN3CCOCC3)c21,849.95
T7384,COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(CN5C[C@@H](C)O[C@@H](C)C5)cc4)n[nH]c3c1)C(=O)N2,534.66
T73846,Cl.Cl.Cl.N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1ccc(-c2cccc(C(F)(F)F)c2)cc1-c1ccnc(CNCCC2CCNCC2)c1,829.20
T7385,O=C(CCCCCCC(=O)N/N=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)NO,458.56
T7394,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCN1CCCC1.O=P(O)(O)O,494.46
T7397,N#Cc1cc(N2CCC(C(=O)N3N=CC[C@H]3c3cc(F)cc(F)c3)CC2)ncn1,396.40
T7399,NS(=O)(=O)c1ccc(NC(=S)N2CCN(C/C=C/c3ccccc3)CC2)cc1,416.57
T7403,CCN(C(=O)CO)C1CN(C(=Nc2cccc(OC(F)F)c2)NC#N)N=C1c1ccc(Cl)c(Cl)c1,525.34
T74051,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/c2cc(/C=C/C=C(C)/C=C/C3=C(C)CCCC3(C)C)cc[n+]2CCO)C(C)(C)CCC1,592.93
T74065,O=[N+]([O-])c1ccc(/C=C/c2cccc(CO)n2)o1,246.22
T7408,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1=O,314.43
T74120,C[N+]1=C(C=CC=CC=C2N(CCCCCC(=O)NCCN3C(=O)C=CC3=O)c3ccccc3C2(C)C)C(C)(C)c2ccccc21.[Cl-],641.26
T7422,Cc1cc(/C(=C/Nc2ccc(Cl)cc2)C(=O)Nc2ccc(Cl)cc2)on1,388.25
T74233,CCCCC/C=C\C/C=C\CCCCCCCCC(O)CCCCCCCC/C=C\C/C=C\CCCCC,528.95
T7427,C#Cc1cccc2ccccc12,152.20
T7432,COc1ccccc1/C=C/C(=O)c1ccccc1O,254.28
T74379,CCCCC/C=C\C/C=C\CCCCCCCCC1(CCCCCCCC/C=C\C/C=C\CCCCC)OCC(CCCN(C)C)O1,656.14
T74411,Cn1c(=O)n(C2CCC(=O)NC2=O)c2cccc(C#CCOC3CCN(C[C@H]4CC[C@H](n5cc(NC(=O)c6cnn7ccc(N8C[C@H]9C[C@@H]8CO9)nc67)c(C(F)F)n5)CC4)CC3)c21,865.94
T7451,N#Cc1ncccn1,105.10
T7453,O=C(O)/C=C/c1cccc(O)c1,164.16
T7460,N#C/C(=C\c1ccc(O)cc1)C(=O)O,189.17
T74696,O=C(c1ccc2nc[nH]c2c1)N1CCN(C/C=C/c2ccccc2)CC1,346.43
T74756,C#CC(=O)Nc1ccc(C(F)(F)F)cc1,213.16
T7493,Cc1cc(C(=O)Nc2cc(Nc3ccc4c(/C=C/c5ccccn5)n[nH]c4c3)ccc2F)n(C)n1,467.51
T7494,Nc1nccc(/C=C/c2ccccc2)n1,197.24
T75005,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(OCCCCCCN2CCCCC2)cc1,442.52
T7505,CN1CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1.Cl.Cl,530.88
T75089,CCCCCCCC/C=C\CCCCCCCCOCC(O)CO,342.56
T75113,N#Cc1ccc(-n2cnc3cc(OCCOCCO)c(NC4CCOCC4)nc32)nc1,424.46
T75120,CN1C[C@H]2C[C@@]2(C#Cc2cc3ncnc(Nc4cccc(Cl)c4F)c3cc2NC(=O)/C=C/CN2CCOCC2)C1,561.06
T75129,COc1cc(O[C@H]2C(C)(C)[C@H](NC(=O)c3ccc(N4CCC(CN5CCN(c6ccc(C(=O)N[C@H]7CCC(=O)NC7=O)c(F)c6)CC5)CC4)cc3)C2(C)C)ccc1C#N,807.97
T75131,CCn1c(-c2cccnc2C(C)OC)c2c3cc(ccc31)N1CCOC(CC(NC(=O)C(C(C)C)N(C)C(=O)C3(F)CCN(C(=O)C#CC(C)(C)N(C)C)CC3)C(=O)N3CCCC(N3)C(=O)OCC(C)(C)C2)C1,1012.28
T7515,Cc1nc(C#Cc2cccnc2)cs1.Cl,236.73
T75174,O=c1/c(=C/c2cccc3ccccc23)sc2nc3ccccc3n12,328.40
T75270,CCCCC/C=C\CCCC(CCC/C=C\CCCCC)C(CCC/C=C\CCCCC)OC(=O)CCCCN(C)C,588.02
T75295,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1,554.59
T75361,O=C(O)c1cc(/C=C/c2ccc(/C=C/c3ccc(O)c(C(=O)O)c3)c(Br)c2)ccc1O,481.30
T7537,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,369.51
T7556,Cl.N#Cc1ccc(C2CCCc3cncn32)cc1,259.74
T7574,C/C=C/C(=O)Oc1c(C(C)CCCCCC)cc([N+](=O)[O-])cc1[N+](=O)[O-],364.40
T75876,CC[C@H](C)[C@@H]1NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](C(C)C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@@H]3CCCN3C(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CSSC[C@@H](C(N)=O)NC1=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N2.O=C(O)C(F)(F)F,2095.32
T7592,CO/N=C(/C(=O)OC)c1ccccc1CO/N=C(\C)c1cccc(C(F)(F)F)c1,408.38
T7600,CC(=O)O[C@H]1CC(C)(C)C(=C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)C(=O)C[C@@]23O[C@]2(C)C[C@@H](O)CC3(C)C)[C@](C)(O)C1,658.92
T7605,CCC(C)C1OC2(C=CC1C)CC1CC(C/C=C(\C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)/C=C/C=C3\COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,873.09
T7614,C#Cc1c[nH]c(=O)[nH]c1=O,136.11
T7644,N#CC(Cc1ccc(O)cc1)c1ccc(O)cc1,239.27
T7649,COc1ccc(C=C(C#N)C#N)cc1,184.20
T7653,CC(C)(Oc1ccc(Cl)cc1)C(=O)NC1C2CC3CC1CC(NS(C)(=O)=O)(C3)C2,440.99
T7660,NS(=O)(=O)NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,438.24
T7676,CC(C)CC(N)C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(N)=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,686.65
T7677,CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,356.38
T7696,CCOc1ccc2cc(C#N)c(=O)oc2c1,215.21
T7700,CCc1nn(CCO)c(CC)c1Oc1cc(C#N)cc(C#N)c1,310.36
T7706,CC(CNS(=O)(=O)C(C)C)c1ccc(-c2ccc(C#N)cc2)cc1,342.46
T7720,C/C(=C\C(N)C(=O)O)CP(=O)(O)O,209.14
T77205,O=C([O-])/C=C/C(=O)[O-].[Na+].[Na+],160.04
T7728,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2.O=C(O)/C=C\C(=O)O,442.54
T7733,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,455.47
T77332,C#CCN[C@H]1CCc2ccc(OC(=O)N(C)CC)cc21,272.35
T77342,N#Cc1ccc(Nc2nccc(C(=O)Nc3cnccc3-c3ccc(F)cc3)n2)cc1,410.41
T7741,CC(C)(C)N.Cc1cn(C(=O)c2c(-c3c(Cl)cc(Cl)cc3Cl)noc2C(C)(C)F)c2cccc(/C=C/C(=O)O)c12,608.93
T77494,COc1ccc(/C=C2\Cc3cccc(O)c3C2=O)cc1O,282.30
T77502,C=CCOc1c(Br)cc(C2C(C#N)=C(N)Oc3cc4c(cc32)OCO4)cc1OC,457.28
T77505,Cl/C=C\C[N+]12CN3CN(CN(C3)C1)C2.[Cl-],251.16
T77507,c1ccc([C@H]2CN3C(=N2)Sc2ccccc23)cc1,252.34
T77510,COc1ccc(/C=C2\Oc3cc(OC(F)F)ccc3C2=O)cc1,318.28
T77511,N#Cc1ccc(NC2(C(=O)N3CCN(c4ccc(C(F)(F)F)cc4)CC3)CCCC2)cc1,442.49
T77517,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1Cl,428.83
T77519,COc1cc(C(=O)/C(C)=C/c2c[nH]c3cc(F)ccc23)cc(OC)c1OC,369.39
T77527,N#CC(C#N)=C1C=C(/C=C/c2ccc(NC(=O)OCc3ccc(O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)cc3)cc2)Oc2ccccc21,623.62
T77528,O=C(/C=C/c1cc(O)ccc1O)OCCc1ccccc1,284.31
T77548,O=C(O)CCCC/C=C(/c1ccccc1)c1cccnc1,281.36
T77554,N#Cc1ccc(C(=O)CBr)cc1,224.06
T77579,COc1cc(/C=C/C(=O)c2ccc(OC)c(F)c2)ccc1O,302.30
T77586,O=C(N/N=C/c1ccc(F)cc1)c1ccc(Nc2ccnc3cc(Cl)ccc23)cc1,418.86
T77595,C/C(=C\C=C\[C@@H](C)c1ccccn1)[C@H]1OC(=O)C[C@H](O)CC[C@@](C)(O)[C@@H](OC(=O)N2CCN(C)CC2)/C=C/[C@@H]1C,555.72
T77599,COC(=O)/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,314.47
T77600,COC(=O)/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C(=O)CCC1(C)C,328.45
T77634,COc1ccc(-c2c(C#N)c(C(=O)NN3CCCCC3)nn2-c2ccc(Cl)cc2Cl)cc1,470.36
T7766,CCC(CC)COC(=O)C(C)NP(=O)(OCC1OC(C#N)(c2ccc3c(N)ncnn23)C(O)C1O)Oc1ccccc1,602.59
T77660,COc1ccc(C#N)cc1-c1ccnc(Nc2ccc(N3CCOCC3)c(OC)c2)c1,416.48
T77662,O=C1N=C(NCCc2ccccc2)S/C1=C\c1c[nH]c2ncccc12,348.43
T77674,N#Cc1cc2ccc(O)cc2oc1=O,187.15
T77676,CNCC/C=C\c1cccnc1.Cl.Cl,235.16
T77682,O=C(O)/C=C/c1cccc2ccccc12,198.22
T77685,COc1cc(Br)cn2ncc(C#N)c12,252.07
T77694,N#CC(c1ccnc(Cl)n1)c1nc2ccccc2s1,286.75
T77708,Cc1sc2ncnc(OCC(=O)Nc3cccc(C#N)c3)c2c1C,338.39
T77716,COc1cc(C2C(C#N)=C(N)Oc3cc4c(cc32)OCO4)cc(Br)c1OC,431.24
T77719,COc1ccc(C#N)cc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)c1,386.46
T77729,COc1ccc(CN(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)c2cc(OC)c(OC)c(OC)c2)cc1O,539.58
T77743,O=C(/C=C/c1ccco1)Nc1cccc(NC(=O)/C=C/c2ccco2)n1,349.35
T77744,O=C([O-])/C=C\C(=O)[O-].[Na+].[Na+],160.04
T77752,Cc1cc(/C=C2\SC(=S)NC2=O)ccc1O,251.33
T7776,C[N+](C)(C)CCO.O=C([O-])c1ccc(-c2ccc(/C=C3\SC(=S)N(Cc4ccccc4)C3=O)o2)cc1,524.66
T77761,Cn1c(=O)c([N+](=O)[O-])c(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c2nc(C#N)ccc21,516.51
T77762,O=C1/C(=C/c2cccc(C(F)(F)F)c2)CNC/C1=C\c1cccc(C(F)(F)F)c1,411.34
T77764,N#C/C(=C\c1ccc(-c2cccc(O)c2)s1)C(N)=O,270.31
T77766,CC(C)(C)C(=O)/C(=C/c1cccc([N+](=O)[O-])c1)n1cncn1,300.32
T77767L,CCN1/C(=C\C=C\C2=C(NCCCCNC(=O)CCC(=O)OCC3(C)Nc4cccc5c(/N=N/c6ccc(/N=N/c7ccccc7)c7ccccc67)ccc(c45)N3)C(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)CCC2)C(C)(C)c2ccccc21.O=CO.[I-],1305.42
T77767L1,CCN1/C(=C\C=C\C2=C(NCCCCNC(=O)CCC(=O)OCC3(C)Nc4cccc5c(/N=N/c6ccc(/N=N/c7ccccc7)c7ccccc67)ccc(c45)N3)C(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)CCC2)C(C)(C)c2ccccc21.Cl.[Cl-],1204.40
T77778,CC#CCOc1ccc(S(=O)(=O)CC(c2ccc(CNS(C)(=O)=O)cc2)N(O)C=O)cc1,480.56
T77810,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N[C@H]2CC[C@H](Nc3cc(-c4cccc(NCc5cccc(F)c5)n4)c(Cl)cn3)CC2)cc1,656.21
T7792,O=c1cc(O)cc(/C=C/c2ccc(O)c(O)c2)o1,246.22
T78179,N#C[C@@H]1CC(F)(F)CN1C(=O)CNC(=O)c1ccnc2ccc(OCCCCN)cc12.O=C(O)C(F)(F)F,545.47
T7820,N=C(N)N/N=C/c1cccc(Cl)c1Cl,231.09
T78207,CCOC(=O)c1cnc2[nH]ccc2c1N[C@@H]1CCCN(C(=O)CC#N)C1,355.40
T7821,CN1CCN(c2ccc(/C=C(\C#N)c3ccccc3Br)cc2)CC1.Cl.Cl,455.23
T7830,COc1ccc(/C(Cl)=C(/C=O)c2ccc(OC)cc2)cc1,302.76
T7832,CCOP(=O)(Cc1ccc(C(=O)Nc2ccc(Br)cc2C#N)cc1)OCC,451.26
T7841,CN(C)C(=O)CCSC(SCCC(=O)O)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,515.10
T7846,COc1ccc(C(O)CNC(=O)/C=C/c2ccccc2)cc1,297.35
T7848,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)C(F)(F)C2,383.35
T78484,COc1cc2c(c(O)c1C(=O)/C=C/c1ccc(O)cc1)C=CC(C)(C)O2,352.39
T78504,COc1cc(/C=C/C(=O)O)ccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,356.33
T78554,Clc1ccc(/C=N/Nc2nc(-c3ccccc3)cs2)cc1,313.81
T78598,COC(=O)c1cccc(C#Cc2ccc(OC3CCOCC3)cc2)c1-c1ccc2cc[nH]c2c1,451.52
T78628,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc([O-])cc3)C(=O)N2[C@H]1C(=O)O.O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21.[K+],602.66
T78651,C=CC(=O)N1CCN(c2c(C#N)c(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(N)c(F)c(F)c(F)c4F)c(Cl)cc23)CC1,640.04
T7877,CC(=O)Nc1ccc(/C=N/NC(N)=S)cc1,236.30
T78785,CC1=C(OC(=O)/C=C/c2ccccc2)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)NCc4nc(C)c(C)nc4C)CC[C@]3(C)CC[C@]12C,713.96
T7882,COc1ccc2c(c1)c(CC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,562.15
T7890,N#CC1CC(F)(F)CN1C(=O)CNC(=O)c1ccnc2ccccc12,344.32
T7894,CC1(C)CCSc2ccc(C#Cc3ccc(C(=O)O)cn3)cc21,323.42
T7896,Cn1cccc1/C=C1/C(=O)NC(=O)c2ccccc21,252.27
T78984,NC1=NC(=O)/C(=C/c2ccccc2)S1,204.25
T7900,CC1=C(C#N)C(c2ccc3[nH]nc(C)c3c2)C(C#N)=C(C)N1,289.34
T79086,O=C(O)c1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc[nH]3)C2=O)cc1,357.37
T7917,O=C(/C=C/c1ccccc1)c1ccc(O)cc1,224.26
T7920,CC(=O)CC/C=C(\C)CCC=C(C)C,194.32
T79213,C=CC(=O)N1CCN2Cc3cc(C#CC)c(-c4c(O)cccc4Cl)c(F)c3OCC2C1,440.90
T7922,CO/N=C(/C(=O)OC)c1ccccc1COc1ccccc1C,313.35
T7930,C=CC(C)(CCC=C(C)C)OC(C)=O,196.29
T79314,N#Cc1c(-c2ccc(F)cc2)csc1OCc1ccc(CN)cc1.[Cl],373.86
T79500,N#Cc1ccc(-c2ccc(OCCCN3CCN(c4ccncc4)CC3)cc2)cc1,398.51
T79500L,N#Cc1ccc(-c2ccc(OCCCN3CCN(c4ccncc4)CC3)cc2)cc1.O=CO,444.54
T7951,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CCOCC1,513.60
T79659,N#CSCC(=O)N1c2ccccc2CCc2ccccc21,294.38
T7974,C#C[C@@]1(O)CC[C@@H]2[C@H]3CCC4=CCCC[C@H]4[C@@H]3CC[C@]21C,284.44
T7980,COc1ccc(/C=C/C(=O)c2c(O)cc(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)cc2OC)cc1O,624.59
T79830,CCCS(=O)(=O)Nc1cccc(Oc2ccc3c(c2)C2=NCCN2C=N3)c1C#N,409.47
T79837,Cc1cc(/C=C/C#N)cc(C)c1-c1cccc2c(N)nc(Nc3ccc(C#N)cc3)nc12,416.49
T79854,CCc1nc2ccccn2c1C(=O)c1cc(Br)c(O)c(C#N)c1,370.21
T79856,C=CC(=O)N1C[C@@H](n2nc(C#Cc3c(F)cc4c(ncn4C4CC4)c3F)c(C(N)=O)c2NC)C[C@@H]1COC,523.54
T79864,CN1CCC[C@]1(C)/C=C/S(=O)(=O)NC(=O)Nc1c2c(cc3c1CCC3)CCC2,403.55
T79870,CCn1c(-c2cccnc2[C@@H](C)OC)c2c3cc(ccc31)-c1cccc(c1)CC(NC(=O)C(C(C)C)N1CC[C@@]3(CCN(C(=O)C#CC(C)(C)N(C)C)C3)C1=O)C(=O)N1CCC[C@H](N1)C(=O)OCC(C)(C)C2,983.27
T7991,O=C(O)/C=C/c1ccccc1O,164.16
T8011,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,786.13
T8019,C/C=C/C=C/C(=O)O,112.13
T8024,N#CCc1c[nH]c2ccccc12,156.19
T8052,CC/C=C(\C)C(=O)O,114.14
T80676,CCN1CCN(Cc2ccc(NC(=O)c3cccc(C#Cc4cccc5[nH]nc(N)c45)c3)cc2C(F)(F)F)CC1,546.60
T8076,CC/C=C\CC1=C(C)CCC1=O,164.25
T80800,O=C1NC(=S)N/C1=C\c1cccc(OCc2ccccc2)c1,310.38
T8081,O=C1Nc2ccc(Br)cc2/C1=C/c1cc(O)c(O)c(Br)c1,411.05
T8099,CCC/C=C/C=O,98.14
T81121,Cc1ccc(CN2C(=O)S/C(=C\c3ccc(Nc4ccccc4Cl)s3)C2=O)cc1,440.98
T8126,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(C)c(CC(=O)[O-])s3)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],628.65
T81264,N#Cc1c(-c2cc(NC(=O)c3cc(F)cc(C(F)(F)F)c3)c3c(c2)C(=O)N[C@H]3c2cc(F)ccc2Cl)ccc2ncnn12,608.91
T81289,CNC(=O)c1ccc(NCC#Cc2cc3c(N[C@@H]4CCN(C)C[C@@H]4F)cccc3n2CC(F)(F)F)c(OC)c1,545.58
T8137,O=C(O)/C=C(/CC(=O)O)C(=O)O,174.11
T81412,N#Cc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,396.42
T8145,O=C(/C=C/c1ccccc1)OCc1ccccc1,238.29
T8148,C/C(=C\C(=O)OCCCCCCCCC(=O)[O-])C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O.C/C(=C\C(=O)OCCCCCCCCC(=O)[O-])C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O.O.O.[Ca+2],1075.35
T81490,NC(=O)Nc1cc(C#Cc2cccc(F)c2)sc1C(=O)N[C@H]1CCCNC1,386.45
T8159,CCC/C=C1\OC(=O)C2=C1CC[C@@H](O)[C@H]2O,224.26
T8179,COc1cc(C)c2c(=O)cc(C[C@@H](C)O)oc2c1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC(=O)/C=C/c1ccc(O)cc1,556.56
