Rank,ID,SMILES,Score
188,T78228,N[C@@H](Cc1ccc(Cl)cc1)C(=O)O,0.7358
189,TN9481,CNc1ccccc1N,0.7358
190,T9530,Cc1cccc(C)c1NC(=O)CN(C)C,0.7358
191,T5306,CC[C@H](N)C(=O)O,0.7358
192,T3377,N[C@@H](Cc1ccccc1)C(=O)O,0.7358
193,T7357,C[C@@H](CN)C(=O)O,0.7349
194,T71850,CC1(C)O[C@@H]2[C@H](O1)[C@@H](CO)O[C@H]2n1ccc(=O)[nH]c1=O,0.7349
195,T12016,COC(=O)[C@@H]1CCC(=O)N1,0.7349
196,TN9470,Cc1cccc2c1CCC2=O,0.7349
197,T21102,N[C@H](C(=O)O)c1ccc(F)cc1,0.7344
198,T27792,C[C@H](N)CO,0.7344
199,T50040,C=CC(=O)Nc1cccc(OC)c1,0.7344
200,T20206,O=C(NCO)NCO,0.7344
201,T7727,C[Se]C[C@H](N)C(=O)O,0.7344
202,T0596,O=C1NC(=O)C(c2ccccc2)N1,0.7339
203,T15792,Nc1cccc2c(=O)[nH][nH]c(=O)c12,0.7339
204,T5978,Cl.NC[C@H](N)C(=O)O,0.7339
205,T9365,Cc1cccc(C(=O)O)c1[N+](=O)[O-],0.7339
206,TN9208,CSc1nc2ccccc2s1,0.7339
207,TN2003,COC(=O)Nc1ccc(C)c(NC(=O)OC)c1,0.7334
208,T4169,CN(N=O)C(N)=O,0.7329
209,TN9541,OCCc1cnccn1,0.7329
210,T77690,N[C@@H](CC1CCCCC1)C(=O)O,0.7329
211,T2723,CC1=CC(=O)CC(C)(C)C1=O,0.7329
212,T204077,O=P(O)(O)CCP(=O)(O)O,0.7324
213,T67681,Cc1ccc2c(c1)C(=O)NC2=O,0.7324
214,T19397,CS(=O)CC[C@H](N)C(=O)O,0.7324
215,T206012,Cc1ccc(C)c([N+](=O)[O-])c1,0.7319
216,T1112,OCc1ccccn1,0.7319
217,T8870,CC(=O)c1ccc(S(C)=O)cc1,0.7319
218,T20128,CCSCC[C@H](N)C(=O)O,0.7319
219,T18881,Nc1cc2ccccc2cc1N,0.7319
220,TN6750,CC(C)(C)C1=CC(=O)C=CC1=O,0.7310
221,T6543,Cn1cc(C[C@@H](N)C(=O)O)c2ccccc21,0.7310
222,T0551,Cl.NCCC[C@@H](N)C(=O)O,0.7310
223,T4883,CN(CC(=O)O)C(=N)N,0.7310
224,T19916,FC(F)(F)c1ccccc1-n1ccnc1,0.7305
225,TJO2742,CSCCC(N)C(=O)O,0.7305
226,T5656,O=C1OC(=O)[C@H]2[C@@H]1[C@@H]1CC[C@H]2O1,0.7300
227,T0315,CC(=O)Nc1ccc(C(=O)O)cc1,0.7300
228,TN9200,O=Cc1cccnc1,0.7295
229,T0660,O=C1CCc2ccccc2C1,0.7295
230,T203890,CCCC(N)CC(=O)O,0.7295
231,TN5283,Cl.N[C@@H](CS)C(=O)O.O,0.7295
232,T35704,COc1ccccc1C=O,0.7290
233,T5244,NC(C(=O)O)C(=O)O,0.7290
234,T20701,Cc1cc(Cl)ccc1OCC(=O)O,0.7290
235,T16801,NC(C(=O)O)c1nn[nH]n1,0.7285
236,T21327,CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,0.7285
237,T22419,CSC(=N)N.CSC(=N)N.O=S(=O)(O)O,0.7285
238,TYD-00220,Cc1cc2ccccc2[nH]1,0.7280
239,T72027,COc1ccc(C=O)cn1,0.7280
240,T8104,CC(C)[C@H](NC(=O)CN)C(=O)O,0.7280
241,T6975,CNCC(=O)O,0.7275
242,T65716,N#CCc1cccc2ccccc12,0.7275
243,T1373,CC(=O)NCCC(=O)O,0.7275
244,T9177,O=S1(=O)NCN(C2CC2)c2ccc(F)cc21,0.7271
245,T4107,Cc1ncc(CO)c(C(=O)O)c1O,0.7271
246,T85340L,O=C([O-])c1c(F)ccc2c1OB(O)C1CC21.[NH4+],0.7271
247,TMIJ-0312,[2H]c1c([2H])c(C[C@H](N)C(=O)O)c([2H])c(O)c1O,0.7271
248,T7433,Cl.NCCc1ccccc1,0.7266
249,T20945,O=C(O)COc1ccc(Cl)cc1Cl,0.7261
250,T8392,NC(=O)C[C@H](N)C(=O)O.O,0.7261
251,TN9345,Cl.NCCCC(N)C(=O)O,0.7261
252,TD1004,Nc1ccc([N+](=O)[O-])cc1Cl,0.7261
253,T8059,CSCC[C@H](NC(C)=O)C(=O)O,0.7256
254,TN9817,CCC(N)C(=O)O,0.7256
255,T41299,CS(=N)(=O)CC[C@H](N)C(=O)O,0.7256
256,T0221,O=C(O)C1CSCN1,0.7251
257,T77642,Cl.NCC1(C(=O)O)CC1,0.7251
258,T6987,N[C@@H](CCl)C(=O)O,0.7251
259,TN9210,CC(=O)NCc1ccco1,0.7251
260,T41285,CCOC(=O)[C@H](CS)NC(C)=O,0.7246
261,T0627,NCCC(=O)O,0.7246
262,T9494,O=C(O)CCc1cnc[nH]1,0.7246
263,TN9407,CCN(CC)CC.O=P(O)(O)O,0.7246
264,T2604,CCn1c(=O)[nH]c2ccccc21,0.7241
265,T19554,N[C@@H](CC(=O)[O-])C(=O)O.[Na+],0.7241
266,T0983L,CC(C)(S)C(N)C(=O)O,0.7241
267,T5083,N[C@@H](CS(=O)(=O)O)C(=O)O.O,0.7236
268,T205955,CC(=O)O,0.7236
269,TN9596,Cc1cc(C)c(C#N)c(C)c1,0.7236
270,T20423,c1ccc(CNCc2ccccc2)cc1,0.7231
271,T5544,O=C(O)c1ccco1,0.7231
272,T5914,CC(=O)N1CSCC1C(=O)O,0.7231
273,T19889,N[C@@H](Cc1c[nH]c2ccc(Br)cc12)C(=O)O,0.7231
274,TN9314,N#Cc1ccccc1N,0.7231
275,T2593,Cl.NCCCC(N)(C(=O)O)C(F)F.O,0.7231
276,T2031,CSc1ccccc1NC(C)=O,0.7227
277,T7048,O=C1C=CC(=O)c2ccccc21,0.7227
278,T15138,NC(Cc1ccc(O)c(O)c1)C(=O)O,0.7227
279,T1447,NC(Cc1ccc(Cl)cc1)C(=O)O,0.7222
280,T24821,CC(=O)c1ccc2c(c1)C(=O)C1(CC1)O2,0.7222
281,T41089,C#CCC[C@H](N)C(=O)O.Cl,0.7217
282,T1128,NC(=O)CN1CC(O)CC1=O,0.7217
283,T10938,Nc1ccccc1C(=O)C[C@@H](N)C(=O)O,0.7217
284,T21044,Cc1ccc(N2C(=O)C=CC2=O)cc1,0.7217
285,TN9771,Cc1ccccc1CC#N,0.7217
286,T0873,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],0.7217
287,TN6710,COC(=O)c1ccccc1OC(C)=O,0.7212
288,T1664,CC(O)(CC(=O)O)CC(=O)O,0.7212
289,TYD-02629,CCOC(CO)OCC,0.7212
290,T0566,Cc1ccccc1C(O)c1ccccc1,0.7212
291,TN9311,CCC(N)CC,0.7212
292,T41301,N[C@@H](CS(=O)O)C(=O)O.O,0.7207
293,T23396,Cc1[nH]c2ccc(Cl)cc2c1CCN(C)C,0.7207
294,T20371,CCC(=O)c1ccccc1O,0.7207
295,T7873,CSCCCN=C=S,0.7207
296,T12616L,CC1CCc2c(cc(Br)c(F)c2Br)N1C=O,0.7207
297,T4120,CN(C)CC(=O)O,0.7202
298,T5370,O[C@H](CS)[C@H](O)CS,0.7202
299,TN7178,Nc1cc(O)cc(C(=O)O)c1,0.7197
300,T8024,N#CCc1c[nH]c2ccccc12,0.7197
301,T5321,C=C1CC(=O)OC1=O,0.7197
302,T4839,CC(=O)N[C@@H](C)C(=O)O,0.7197
303,T0538,CC1C(=O)Nc2ccccc21,0.7197
304,TN9673,Cc1nc[nH]c1C,0.7197
305,T1347,Nc1nc2ccccc2s1,0.7192
306,T0781,OCC(S)CS,0.7192
307,T2A2497,N[C@@H](CCC(=O)O)C(=O)O,0.7183
