name,smiles,max_tc,DrugCLIP_Target,DrugCLIP_Score,active_score,toxicity_score,recommend_score
T36433,Cc1ccccc1OCc1nnc(SCC(N)=O)n1-c1ccccc1,0.184500,RXRA,0.429900,0.161956,0.566855,0.070151
T69665,Cn1nc(-c2ccc(C(=O)NCC(F)F)cc2)nc1Nc1ccc2[nH]ncc2c1C1CC1,0.184500,THRB,0.240400,0.353916,0.792634,0.073390
T1905,Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(CN4CCOCC4)cc3)cc3c2cnn3C2CCCC2)c(=O)[nH]1,0.184200,ACACA,0.306200,0.345032,0.680694,0.110170
T12469,COc1ccc(-c2sc(NC(=O)C3CCCC3)nc2C)cc1S(=O)(=O)Nc1ccc(O)cc1,0.184200,GPAM,0.312700,0.246394,0.595813,0.099589
T13862,O=C(O)c1ccc(/C=C/S(=O)(=O)Cc2ccc(Cl)cc2)cc1,0.184200,PPARG,0.465800,0.074102,0.757256,0.017988
T8959,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3cscn3)cc2)CC1,0.184200,PPARG,0.310300,0.266653,0.666025,0.089056
T11463,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccc(C(C)=O)cc3)cc2)CC1,0.184200,FASN,0.271000,0.266276,0.668232,0.088342
T5503,COc1ccnc(N2CCC3(CCCN(Cc4c[nH]c5ccccc45)C3=O)CC2)n1,0.184200,PPARG,0.556600,0.202082,0.630243,0.074721
T7586,CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1,0.184200,AOC3,0.258500,0.166903,0.589286,0.068549
T9786,O=C(NC[C@H](c1ccc(Cl)cc1)N1CCOCC1)c1sc(-c2ncccn2)nc1C(F)(F)F,0.184200,PPARD,0.225500,0.267727,0.602414,0.106445
T17218,CCc1c(C(=O)C(N)=O)c2c(OCC(=O)OC)cccc2n1Cc1ccccc1,0.184200,AOC3,0.411100,0.133936,0.531754,0.062715
T14176,CO[C@@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)c2ccsc12)C(=O)O,0.184200,PPARG,0.441700,0.106541,0.483397,0.055040
T63898,CO[C@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)c2ccsc12)C(=O)O,0.184200,PPARG,0.396200,0.106541,0.483397,0.055040
T23903,CCOC(=O)CSc1nc2c(sc3ccccc32)c(=O)n1CCCN1CCCC1,0.184200,RXRG,0.387700,0.164105,0.672115,0.053808
T62806,O=C(N[C@@H]1CCCNC1)c1cccc(Nc2ncc(Cl)c(NCc3cccc(F)c3)n2)c1,0.184200,AOC3,0.203500,0.328885,0.801340,0.065336
T84770,COc1ccccc1-c1cnccc1C(=O)Nc1nnc(OCc2ccc(Cl)cn2)s1,0.184200,AOC3,0.337900,0.198134,0.491987,0.100655
T13564,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCNC,0.184000,AOC3,0.401900,0.281586,0.802121,0.055720
T5172,COc1ccc2c(Nc3cc(NC(=O)c4cccc(C(C)(C)C#N)c4)ccc3C)ncnc2c1,0.183900,PPARD,0.288100,0.290506,0.858996,0.040962
TQ0288,COc1cc(CCC(=O)CC(O)CCc2ccc(O)c(OC)c2)ccc1O,0.183900,PPARG,0.448200,0.125979,0.554160,0.056167
TN1002,COc1cc(O)c2c(c1)O[C@H](c1cc(O)cc(O)c1)CC2=O,0.183900,AOC3,0.305700,0.064439,0.700850,0.019277
T20721,CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1,0.183900,NR1H3,0.424800,0.221975,0.597037,0.089448
T9891,O=C(CCn1nc(-c2ccccc2)c2ccccc2c1=O)Nc1cccc(Cl)c1,0.183900,GPAM,0.664600,0.197473,0.614039,0.076217
T10691,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3cc(Cl)ccc3F)C2=O)c2cc(Cl)ccc21,0.183900,RXRA,0.356700,0.098693,0.686119,0.030978
T61159,COC(=O)c1ccc(Cn2ccc3c4c(N)nc(N)nc4ccc32)cc1,0.183900,SCD,0.271000,0.236723,0.673400,0.077314
T26287,Cc1cccc(C)c1NC(=O)C1(N(C)C)CCN([C@@H]2CCCC[C@H]2O)CC1,0.183900,PPARG,0.243200,0.135098,0.697457,0.040873
T27582,COc1ccc(C=C2SC(=S)N(CCCC(=O)O)C2=O)cc1OC,0.183900,PPARG,0.360800,0.070199,0.679047,0.022530
T61786,CCN1CCC(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)CC1,0.183900,NR1H3,0.369900,0.133248,0.709989,0.038643
T2259,O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,0.183700,PPARG,0.477300,0.148632,0.768945,0.034342
T6472,[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@@]21C,0.183700,NR1H3,0.300300,0.084003,0.910877,0.007487
T6920,CN1CCN(c2ccc(Nc3ncc4cc(C#N)c(=O)n(C5CCCC5)c4n3)cc2)CC1,0.183700,THRSP,0.388400,0.374921,0.819427,0.067701
T11461,CCc1nn2c(C)cc(C)nc2c1Cc1ccc(-c2nnc(C3CCNCC3)o2)cc1,0.183700,AOC3,0.340100,0.292838,0.625855,0.109564
T8749,Cc1c(Br)sc2[nH]c(=O)n(C(C)(C)C(=O)OC(C)(C)C)c(=O)c12,0.183700,THRSP,0.432900,0.101052,0.713302,0.028972
T12970,O=C(O)c1cccc(-c2cccc(NCCNC[C@H](O)c3cccc(Cl)c3)c2)c1,0.183700,PPARG,0.293500,0.222262,0.621342,0.084161
T12580,NS(=O)(=O)c1ccc(-n2nc(CCCNC(=O)Nc3ccc(C(F)(F)F)cc3)cc2-c2ccccc2)cc1,0.183700,NR1H3,0.235700,0.300634,0.625876,0.112475
T9699,O=C(O)c1ccc(CN(CC2CC2)C(=O)c2ccc(Oc3ccccc3F)cc2)cc1,0.183700,PPARA,0.355700,0.225895,0.560067,0.099379
T67836,Cc1nn(-c2ccc(C(N)=O)c(N[C@H]3CC[C@H](O)CC3)c2)c2c1C(=O)CC(C)(C)C2,0.183700,THRSP,0.289100,0.254970,0.667981,0.084655
T15117,NC(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,0.183700,PPARG,0.226400,0.282747,0.631197,0.104278
T21947,O=C(O)COc1cccc(-c2ocnc2-c2nc(-c3ccccc3)c(-c3ccccc3)o2)c1,0.183700,PPARD,0.469200,0.055539,0.698599,0.016739
T68171,[H]C12CCC([H])(CC1)N(C(=O)[C@H](C)N[C@@H](CCc1ccccc1)C(=O)OCC)[C@@H]2C(=O)O,0.183700,PPARG,0.195900,0.089665,0.514485,0.043534
T14570,CCC(=O)N[C@H]1CC[C@@H](C(=O)N(C)c2ccc(-c3nc4ccccc4o3)cc2)C1,0.183700,PPARG,0.337600,0.232964,0.590537,0.095390
T69436,COC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(Cl)cc3)C2)C1c1cccc(OC)c1OC,0.183700,RXRG,0.442600,0.084770,0.647804,0.029856
T1756,COc1ccnc(C[S+]([O-])c2nc3ccc(-n4cccc4)cc3[n-]2)c1C,0.183500,NR1H4,0.622100,0.144440,0.650718,0.050450
T5190,O=C(Nc1cccc(-c2nncn2C2CC2)c1)c1cc(-n2cnc(C3CC3)c2)ccn1,0.183500,ACACA,0.241800,0.332846,0.733413,0.088732
T12532,COc1cc(/C=C/C(=O)OCC2CCN(Cc3ccccc3)CC2)ccc1O,0.183500,PPARG,0.220900,0.142322,0.531082,0.066737
T62929,O=C(Nc1ccc(-c2nc(-c3ccc(Cl)cc3)no2)cc1)C1CC(=O)N(Cc2ccco2)C1,0.183500,PPARG,0.263700,0.168892,0.593249,0.068697
T68018,CC/C=C\CC1C(=O)CCC1CC(=O)Oc1cccc2cccnc12,0.183500,AOC3,0.395800,0.151133,0.591589,0.061724
T27335,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12,0.183500,SCD,0.351300,0.122265,0.644366,0.043481
T6809,CCS(=O)(=O)N1CCC(C(C)n2c(C)c(C(=O)NCc3c(OC)cc(C)[nH]c3=O)c3ccccc32)CC1,0.183300,PPARG,0.443800,0.273623,0.556433,0.121370
TN7069,COc1ccc(/C=C/C(=O)c2c(OC)cc(OC)cc2OC)cc1,0.183300,PPARA,0.377400,0.056152,0.590665,0.022985
TN1878,COc1cc(O)cc(OC)c1CCC(=O)c1ccc(O)cc1,0.183300,SCD,0.393800,0.075517,0.560898,0.033160
T24904,CC(C)OC(=O)c1ccc(N2C(=O)C(Cl)=C(Cl)C2=O)cc1,0.183300,GPAM,0.556200,0.141043,0.878523,0.017133
T1881,COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,0.183100,PPARG,0.459200,0.150530,0.661744,0.050918
T6138,COc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc1OC,0.183100,PPARG,0.210300,0.135519,0.573377,0.057816
T4518,COc1c(/C=C/C(=O)c2ccc(O)c(CC=C(C)C)c2)ccc(O)c1O,0.183100,PPARG,0.539600,0.114919,0.514316,0.055814
T17222,CC(C)(C)S(=O)(=O)N[C@H]1CC[C@H](C(=O)Nc2ccc(C(F)(F)F)cn2)CC1,0.183100,AOC3,0.358400,0.317031,0.612904,0.122721
T12253,CC(C)(C)c1ccc(Cn2nc(-c3ccc(Cl)cc3)cc2C(=O)NO)cc1,0.183100,PPARG,0.324700,0.354504,0.778596,0.078489
T9040,COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,0.183100,THRSP,0.351100,0.169864,0.708437,0.049526
T64325,COc1ccc(C2O[C@@H](C(=O)O)[C@H](c3ccccc3)N2C(=O)OC(C)(C)C)cc1,0.183100,RXRB,0.418500,0.093768,0.615017,0.036099
T72051,COC(=O)c1cccc(N2C(=O)c3ccc(Oc4ccc(N)cc4)cc3C2=O)c1,0.183100,PPARG,0.461200,0.117317,0.757176,0.028487
T83979,COc1ccc(S(=O)(=O)NCc2cc(CN3CCCC3)c(O)c(CN3CCCC3)c2)cc1,0.183100,PPARG,0.236200,0.087957,0.659478,0.029951
T67552,CC(C)(C)OC(=O)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,0.183100,PPARG,0.307400,0.074918,0.574484,0.031879
T2033,NC(=O)c1ccc2nc(-c3ccc(Oc4ccc(Cl)cc4)cc3)[nH]c2c1,0.182900,PPARG,0.288300,0.163707,0.742161,0.042210
T6968,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,0.182900,AOC3,0.366700,0.203668,0.614288,0.078557
T12056,CCS(=O)(=O)c1ccc(Oc2cc(O[C@@H](C)CO)cc(C(=O)Nc3ccn(C)n3)c2)cn1,0.182900,PPARG,0.508300,0.236827,0.617730,0.090532
T17226,COC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncc(F)cc23)nc1N,0.182900,AOC3,0.423300,0.201829,0.582163,0.084331
T21867,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)n1c(C)nc2ccccc21,0.182900,AOC3,0.456100,0.167466,0.667947,0.055608
T5952,CC(C)(C)C(O)/C(=C\c1ccc(Cl)cc1Cl)n1cncn1,0.182900,PPARG,0.436000,0.147095,0.680282,0.047029
T12526,CCOc1ccc(C=C2C(=O)NN(c3ccc(Cl)c(Cl)c3)C2=O)cc1,0.182900,PPARG,0.266400,0.175568,0.701229,0.052455
T20719,C#CCOc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,0.182900,RXRB,0.403600,0.166716,0.569816,0.071719
T26322,Cn1nnc2ccc([C@H](c3ccc(Cl)cc3)n3cncn3)cc21,0.182900,GPAM,0.515100,0.168692,0.721069,0.047053
T26322L,Cn1nnc2ccc([C@@H](c3ccc(Cl)cc3)n3cncn3)cc21,0.182900,GPAM,0.524400,0.168692,0.721069,0.047053
T30503,O=c1[nH]c(-c2ccccc2C(F)(F)F)nn1-c1cc(Cl)ccc1O,0.182900,NR1H3,0.459500,0.117091,0.698143,0.035345
T16574,[H][C@@]12CC=C3C[C@@H](OS(=O)(=O)[O-])CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@H](C(C)=O)CC[C@@]21[H],0.182900,PPARG,0.359600,0.036465,0.781205,0.007978
T64458,O=C(c1cccc(-c2nc3ccccc3[nH]2)n1)N1CCN(C(=O)c2cccc(-c3nc4ccccc4[nH]3)n2)CC1,0.182900,PPARG,0.513200,0.185171,0.823685,0.032649
T1741,N#Cc1ccc2[nH]c(O)c(-c3ccc(CN4CCOCC4)cn3)c2c1,0.182800,PPARG,0.335200,0.192950,0.735846,0.050968
T16888,CCOc1cc(/C=C2/C(=O)N(c3ccccc3)N=C2C)cc(Cl)c1OCC(=O)OC,0.182800,THRSP,0.116100,0.078562,0.733031,0.020973
T11374,Nc1ncc(C#Cc2c(F)ccc(NS(=O)(=O)c3cc(Cl)cc(CO)c3Cl)c2F)cn1,0.182800,AOC3,0.356200,0.256926,0.689787,0.079702
T15712,CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)[C@@H](CC(=O)O)CC3,0.182800,NR1H3,0.364500,0.103908,0.677777,0.033481
T15461,O=C(NCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)c1ccc(F)cc1,0.182800,AOC3,0.392300,0.309991,0.625632,0.116051
T38776,O=C(O)CSc1ncnc2c(C3CC3)c(Cl)sc12,0.182800,PPARG,0.301000,0.077797,0.668272,0.025808
TN7214,CC(C)c1cc2c(c(O)c1O)C13CCCC(C)(C)C1C(OC3=O)C2=O,0.182800,THRB,0.599600,0.044772,0.768557,0.010362
T26698,O=c1cc(-c2ccc3nc(NC[C@H]4CC[C@H](C(=O)O)CC4)sc3c2)ccn1CC1CC1,0.182800,RXRG,0.434600,0.311954,0.519930,0.149760
T61122,O=C(c1nc(-c2cccc3[nH]ccc23)no1)N1CCc2ccccc2C1,0.182800,PPARG,0.192500,0.222085,0.616042,0.085271
T61093,Cc1cc(C)c(C#N)c(SCC(=O)Nc2ccc3c(c2)OCO3)n1,0.182800,RXRA,0.431900,0.178709,0.619773,0.067950
T73464,CCS(=O)(=O)N(Cc1ncc(-c2nnc(C(F)F)o2)s1)c1cccc(Cl)c1,0.182800,THRSP,0.339600,0.163191,0.638438,0.059004
T60977,CCOC(=O)C1=Cc2ccc(-c3cccc(C#N)c3)cc2N=C(N)C1,0.182800,PPARG,0.439700,0.117627,0.819499,0.021232
T9690,N[C@@H](CC(=O)O)Cn1nnc(-c2ccc(Oc3ncc(Cl)cc3F)cc2)n1,0.182800,NR1H4,0.251700,0.154096,0.708084,0.044983
T1972,COc1ccccc1C(=O)Nc1cc2c(cc1N1CCCCC1)n(C)c(=O)n2C,0.182700,PPARG,0.459200,0.235856,0.629727,0.087331
T2375,C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O,0.182700,MLXIPL,0.322800,0.261416,0.633618,0.095778
T3215,O=C(Nc1cnccc1Cl)N1CCN(Cc2ccc3c(c2)OC(F)(F)O3)CC1,0.182700,THRSP,0.206300,0.184447,0.582313,0.077041
T4050,CCc1ccc(N(CC(C)C)S(=O)(=O)c2ccc(OCC3CCOCC3)c(CO)c2)cc1,0.182700,AOC3,0.394800,0.198943,0.585980,0.082367
T6227,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)[C@@H]1c1cccc([N+](=O)[O-])c1,0.182700,RXRG,0.362100,0.118068,0.778149,0.026193
T12188,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)c1,0.182700,NR1H4,0.249000,0.275181,0.687947,0.085871
T12462,CC(=O)N1CCN(c2cc(-c3cc(C(F)(F)F)c4c(N)ncnn34)ccc2C#N)C(=O)C1(C)C,0.182700,ACACA,0.319800,0.282482,0.665066,0.094613
T67832,COc1ccc(CNC(=O)c2c(Cl)ccnc2OCC2CC2)cc1F,0.182700,THRSP,0.187100,0.295558,0.580877,0.123875
T9006,O=C1O[C@@H](C(=O)N2CCN(Cc3nc(=O)c4c5c(sc4[nH]3)CCCC5)CC2)Cc2ccccc21,0.182700,RXRG,0.400400,0.248711,0.595318,0.100649
T27932,CCCc1c(OCc2ccc(C(O)c3cccc(C(=O)O)c3)cc2)ccc(C(C)=O)c1O,0.182700,MLXIPL,0.356000,0.129004,0.518083,0.062169
T27681,O=C(Nc1cccnc1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,0.182700,THRSP,0.302200,0.213950,0.717078,0.060531
T2022,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,0.182600,NR1H4,0.364500,0.240881,0.768525,0.055758
T27087,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC2COC3(CCN(c4ccc(Cl)cc4)CC3)O2)C1c1cccc([N+](=O)[O-])c1,0.182600,PPARG,0.433800,0.108900,0.711807,0.031384
T27423,C/C=C/Cn1cc(-c2cc(OC)c(C(=O)N3CCOCC3)cc2OC)c2cc(C)[nH]c2c1=O,0.182600,PPARG,0.397900,0.202545,0.602248,0.080563
T14300,Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2,0.182600,RXRA,0.336700,0.223471,0.647125,0.078857
T78598,COC(=O)c1cccc(C#Cc2ccc(OC3CCOCC3)cc2)c1-c1ccc2cc[nH]c2c1,0.182600,AOC3,0.348100,0.199986,0.716861,0.056624
T3617,N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,0.182500,AOC3,0.336400,0.307936,0.559143,0.135756
T22253,N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)C(C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,0.182500,AOC3,0.373300,0.317409,0.581607,0.132802
T11758L,COc1cc([C@@H](CC(=O)O)c2ccc(C)c(CN3C[C@@H](C)Oc4ccccc4S3(=O)=O)c2)cc2nnn(C)c12,0.182500,GPAM,0.418500,0.223151,0.541131,0.102397
T11758,COc1cc([C@H](CC(=O)O)c2ccc(C)c(CN3C[C@@H](C)Oc4ccccc4S3(=O)=O)c2)cc2nnn(C)c12,0.182500,PPARD,0.385300,0.223151,0.541131,0.102397
T0212,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,0.181800,SCD,0.435100,0.082768,0.765061,0.019445
T1645,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,0.181800,AOC3,0.182100,0.076238,0.524088,0.036283
T1904,Cc1cc(Nc2ccc(NC(=O)c3ccc(Nc4ccnc5ccccc45)cc3)cc2)nc(N)n1,0.181800,NR1H4,0.394800,0.253760,0.850027,0.038057
T1958,C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1,0.181800,THRSP,0.274200,0.324787,0.705978,0.095495
T1986,CCOc1cc2c(c(F)c1OCC)C(=N)N(CC(=O)c1cc(N3CCOCC3)c(OC)c(C(C)(C)C)c1)C2,0.181800,ACACA,0.185200,0.162124,0.557469,0.071745
T2024,COc1cc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cc(OC)c1,0.181800,PPARG,0.460200,0.123633,0.627786,0.046018
T2310,Cc1cnc(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)[nH]1,0.181800,THRSP,0.395000,0.297702,0.752785,0.073596
T2380,C/C(=C\C(=O)Nc1ccccc1C(=O)O)c1ccc2ccccc2c1,0.181800,AOC3,0.218000,0.094466,0.678740,0.030348
T2491,C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,0.181800,PPARA,0.430400,0.285407,0.823404,0.050402
T2510,Cc1cccc(-c2nn3c(c2-c2ccnc4ccc(C(N)=O)cc24)CCC3)n1,0.181800,THRSP,0.123600,0.275125,0.697901,0.083115
T2633,CC1=C(C(=O)Nc2cc3cn[nH]c3cc2F)C(c2ccc(C(F)(F)F)cc2)CC(=O)N1,0.181800,NR1H3,0.293900,0.236055,0.617993,0.090175
T2664,Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O,0.181800,PPARG,0.406000,0.152073,0.550659,0.068333
T3101,CCOC(=O)c1c2c3c(cccc3[nH]c1=O)C(=O)c1ccccc1-2,0.181800,GPAM,0.346400,0.109301,0.756855,0.026576
T4462,O=C(Nc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,0.181800,PPARG,0.239300,0.224008,0.521378,0.107215
T6338,CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1,0.181800,GPAM,0.328600,0.303062,0.710592,0.087709
T6345,O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,0.181800,RXRG,0.259800,0.258984,0.584203,0.107685
T5468,CCOc1cccc(OCCN(C)C)c1C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,0.181800,SCD,0.393800,0.198863,0.653804,0.068846
T5835,COc1cc(/C=C(\C#N)C(=O)O)ccc1OCc1ccc(C(F)(F)F)cc1C(F)(F)F,0.181800,NR1H3,0.104900,0.120104,0.473805,0.063198
T7150,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccc2nnsc2c1,0.181800,PPARG,0.312700,0.161006,0.703136,0.047797
T7137,CC(C)(C)c1cc(-c2ccc(F)cc2)nn2cc(C(=O)N3CCNC(=O)C3(C)C)nc12,0.181800,ACACA,0.172400,0.360909,0.790530,0.075600
T7136,CCCNC(=O)c1nnc2c(-c3cc(OC)ccc3OC)cccc2c1N,0.181800,SCD,0.179900,0.182155,0.734692,0.048327
T7699,CCCNC(=O)c1nnc2c(-c3c(F)cccc3OC)cccc2c1N,0.181800,XPR1,0.225000,0.197611,0.707918,0.057719
T16154,COC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2c(sc(C)c2C)-n2c(C)nnc21,0.181800,RXRA,0.374800,0.184640,0.615825,0.070934
T22641,N#Cc1cccc(C(=O)Nc2cc(-c3ccccc3)nn2-c2ccccc2)c1,0.181800,AOC3,0.326700,0.151282,0.796893,0.030726
T16130,COc1cc(N2CCC(O)CC2)ccc1Nc1nc(Nc2ccccc2S(=O)(=O)C(C)C)c2nc[nH]c2n1,0.181800,THRB,0.291700,0.331711,0.727520,0.090384
T9009,O=C(Nc1ccc(Oc2ccccc2)cc1)c1cccc([N+](=O)[O-])c1,0.181800,PPARG,0.461700,0.108463,0.846999,0.016595
T10566,CC1(C)Oc2ccc(C#N)cc2[C@H](N(Cc2ncc[nH]2)c2ccc(Cl)cc2)[C@H]1O,0.181800,GPAM,0.283900,0.241710,0.625212,0.090590
T50072,NCCC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.181800,GPAM,0.373300,0.239382,0.634070,0.087597
T9317,C[C@H](NC(=O)Cn1nnc2ccccc2c1=O)c1ccc(OC(F)(F)F)cc1,0.181800,THRSP,0.156100,0.236161,0.460328,0.127449
T16508,Cc1cc(-c2ccc3c(c2)CC[C@H]3N2CC3(CCN(C(=O)Cc4cn5cc(C)sc5n4)CC3)C2)ncn1,0.181800,RXRG,0.373500,0.320421,0.533318,0.149535
T16695,O=S(=O)(NCC1CC1)c1ccc(Nc2nccc(N3CCCc4cc(O)ccc43)n2)cc1,0.181800,AOC3,0.339600,0.345553,0.781903,0.075364
T26195,O=C(c1ccc(Cl)c([N+](=O)[O-])c1)N1CCN(c2ccccc2F)CC1,0.181800,PPARG,0.189100,0.190169,0.695644,0.057879
T5329,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,0.181800,THRSP,0.176000,0.074973,0.534183,0.034924
T9890,COc1ccc(C(NC(=O)CCc2ccccc2)c2ccc3cccnc3c2O)cc1,0.181800,PPARG,0.391600,0.180458,0.522469,0.086174
T10316,CCCCOC(=O)c1ccc(Oc2ccc3c(c2)COB3O)nc1,0.181800,RXRG,0.358600,0.084044,0.345093,0.055041
T67736,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1cncc(C(N)=O)c1,0.181800,AOC3,0.266800,0.196570,0.591027,0.080392
T33941,CC(C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)N1CC(Oc2cccc(O)c2)C1,0.181800,MLXIPL,0.497600,0.144851,0.734623,0.038440
T63788,Cc1c(NS(=O)(=O)c2c(Cl)cc(-c3ccnc(N4CCNCC4)c3)cc2Cl)c(CC(C)C)nn1C,0.181800,XPR1,0.186900,0.383770,0.670778,0.126346
T67964,Cc1c(-c2ccccc2)oc2c(C(=O)OC(C)(C)CN3CCCCC3)cccc2c1=O,0.181800,PPARD,0.423800,0.154156,0.748862,0.038715
T77579,COc1cc(/C=C/C(=O)c2ccc(OC)c(F)c2)ccc1O,0.181800,PPARG,0.375200,0.070655,0.591870,0.028836
T63644,Cc1ccc(NC(=O)N2CC[C@@H](CC(F)(F)F)C2)cc1-c1cc(N[C@H](C)CO)nc(N2CCOCC2)c1,0.181800,SCD,0.291700,0.335635,0.686426,0.105246
T77586,O=C(N/N=C/c1ccc(F)cc1)c1ccc(Nc2ccnc3cc(Cl)ccc23)cc1,0.181800,PPARG,0.320600,0.213926,0.710453,0.061942
T77522,O=C(NNS(=O)(=O)c1ccccc1)c1ccc2oc3ccccc3c2c1,0.181800,PPARG,0.215100,0.132686,0.849287,0.019997
T60850,COc1ccc(C(=O)Nc2nnc(-c3ccco3)o2)c(Cl)c1,0.181800,PPARG,0.515600,0.086564,0.693866,0.026500
T61913,CCN1CCC(CC(NC(=O)c2ccc([N+](=O)[O-])cc2)c2ccc(F)cc2)CC1,0.181800,PPARG,0.223600,0.305069,0.695520,0.092888
T79578,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cs1,0.181800,PPARG,0.375700,0.150125,0.655387,0.051735
T78093,COC(=O)c1c(N)sc(C(=O)Nc2ccc(F)cc2)c1C,0.181800,PPARG,0.218600,0.084633,0.622002,0.031991
T13712,CN(C)c1ccc(NC(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1,0.181800,PPARG,0.285900,0.132971,0.830618,0.022523
T81027,O=C(COc1ccc(NC(=O)c2cccc(F)c2)c2ccccc12)Nc1ccc(O)c(O)c1,0.181800,PPARD,0.325700,0.142863,0.618428,0.054512
T40271,CCN(C[C@H](C)O)C(=O)Nc1ncc(Cc2cccc(F)c2)s1,0.181800,THRSP,0.274700,0.186048,0.592666,0.075784
T210459,O=C(NCc1cccnc1)c1ccc(COc2ccccc2Cl)o1,0.181800,RXRA,0.385000,0.137397,0.548305,0.062062
T1921,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,0.181000,THRSP,0.296600,0.273154,0.587648,0.112636
