name,smiles,max_tc,DrugCLIP_Target,DrugCLIP_Score,active_score,toxicity_score,recommend_score
T74660,COc1cc(-c2cncc(-c3ccc(N4CCN(C(C)C)CC4)cc3)c2C)cc(F)c1C(N)=O,0.168100,AOC3,0.384800,0.278562,0.771477,0.063658
T7225,[H][C@](Cc1c[nH]c2ccccc12)(NC(=O)C(C)(C)N)C(=O)N1CCC[C@](Cc2ccccc2)(C(=O)N(C)N(C)C)C1,0.168000,THRSP,0.476100,0.235617,0.603918,0.093324
T10319,CN(C)N(C)C(=O)[C@@]1(Cc2ccccc2)CCCN(C(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)C(C)(C)N)C1,0.168000,THRSP,0.479200,0.317883,0.605680,0.125348
T10374,C#CCN(C)C(=O)CCNc1nc(N2CCN(C(=O)C=C)CC2)c2cc(Cl)c(-c3c(O)cccc3F)c(F)c2n1,0.168000,PPARG,0.542500,0.249932,0.705188,0.073683
T9141,Cc1cnc(NC2CCOCC2)nc1-n1cnc(C(=O)N[C@H](CN)c2cc(F)cc(Cl)c2)c1,0.168000,XPR1,0.323500,0.318853,0.740052,0.082885
T0214,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,0.166700,NR1H4,0.326700,0.150369,0.571319,0.064460
T0980,Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C,0.166700,AOC3,0.437700,0.120619,0.724806,0.033193
T1859,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1CO,0.166700,ACACA,0.336700,0.278888,0.724494,0.076835
T2094,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,0.166700,AOC3,0.360400,0.251162,0.594068,0.101955
T2272,CN1CCN(c2ccc(C(=O)Nc3cc(-c4cccc(NS(=O)(=O)c5ccccc5)c4)[nH]n3)cc2)CC1,0.166700,THRSP,0.323500,0.309664,0.717566,0.087460
T2295,CN(C)CCOc1ccc(-c2nc(-c3ccc4c(c3)CC/C4=N/O)c(-c3ccncc3)[nH]2)cc1,0.166700,THRSP,0.117900,0.288452,0.757328,0.069999
T2362,COc1ccc2nc(/C=C/c3cccc([N+](=O)[O-])c3)n(-c3ccc(C(=O)O)cc3)c(=O)c2c1,0.166700,RXRG,0.500500,0.158587,0.628823,0.058864
T2504,Cc1nc(N(C)C(=O)Cc2ccc(-c3ccccn3)cc2)sc1S(N)(=O)=O,0.166700,RXRG,0.361100,0.251896,0.619761,0.095781
T2514,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,0.166700,PPARG,0.259300,0.260898,0.708369,0.076086
T2531,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,0.166700,RXRB,0.353500,0.118329,0.462330,0.063622
T2615,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,0.166700,THRSP,0.369600,0.144736,0.754959,0.035466
T2616,CC(=O)Nc1nc(C)c(-c2ccc(Cl)c(S(=O)(=O)NCCO)c2)s1,0.166700,PPARD,0.145400,0.146812,0.651723,0.051131
T2656,CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12,0.166700,PPARG,0.435100,0.128664,0.742685,0.033107
T2665,O=C(O)/C(Cc1ccccc1[N+](=O)[O-])=N/Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1,0.166700,PPARG,0.476100,0.147767,0.600080,0.059095
T2827,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@H]12,0.166700,XPR1,0.500000,0.072559,0.514593,0.035221
T3096,C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(O)CCC(=O)[O-],0.166700,NR1H3,0.275600,0.041475,0.876895,0.005106
T3187,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccc(F)cc2)CC1,0.166700,PPARG,0.456500,0.203728,0.611580,0.079132
T3436,CN(CCNc1ccnc2cc(Cl)ccc12)CCNc1ccnc2cc(Cl)ccc12,0.166700,NR1H4,0.473600,0.245143,0.854162,0.035751
T3535,COc1cccc2c(NCc3ccccc3)nc(-n3c(N)nc4ccccc43)nc12,0.166700,AOC3,0.267600,0.207678,0.680314,0.066392
T3581,O=C(Nc1ccccc1C(=O)Nc1ccc(CCO)cc1)c1ccc([N+](=O)[O-])cc1,0.166700,PPARG,0.430900,0.129750,0.759973,0.031143
T3626,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,0.166700,PPARD,0.398400,0.319950,0.644207,0.113836
T3817,[H][C@@]12CC[C@](C)([C@@H](O)CO)C=C1CC[C@]1([H])C(C)(C)[C@H](O)CC[C@@]21C,0.166700,PPARG,0.444300,0.050273,0.572172,0.021508
T3987,CNc1nc(-c2cccc(NC(=O)c3ccc(C(=O)OC)cc3)c2)c2cc(OC)c(OC)cc2n1,0.166700,THRSP,0.446500,0.199118,0.755129,0.048758
T4269,CC(C)(C)C1CCC(CC2=C(O)C(=O)c3ccccc3C2=O)CC1,0.166700,PPARG,0.497600,0.138854,0.742355,0.035775
T4280,CCCCCO[C@H]1CC[C@H](NC(=O)c2cnn3c(C)cc(C)nc23)CC1,0.166700,XPR1,0.391800,0.222132,0.571018,0.095291
T4315,COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1NC(=O)NC(C)c1nccs1,0.166700,RXRG,0.395000,0.190334,0.664658,0.063827
T6078,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,0.166700,AOC3,0.286600,0.264242,0.765065,0.062080
T6160,O=C(Nc1ccc(S(=O)(=O)Nc2ccccc2Cl)c(Cl)c1)c1ccccn1,0.166700,AOC3,0.207600,0.176841,0.727576,0.048176
T6270,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,0.166700,AOC3,0.467000,0.197937,0.644222,0.070422
T6527,O=C(NCC1CCOCC1)c1cnc(Nc2ccc(Cl)cc2Cl)nc1C(F)(F)F,0.166700,NR1H3,0.284400,0.307260,0.707401,0.089904
T6672,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)[N-]c1onc(C)c1Cl)OCO2,0.166700,PPARG,0.365000,0.070036,0.686941,0.021925
T6777,COC(=O)C1=C(C)NC(C)=C([N+](=O)[O-])C1c1ccccc1C(F)(F)F,0.166700,RXRG,0.635300,0.058196,0.781388,0.012722
T6788,C[C@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ncc(C(F)(F)F)cc2F)CC1)C(F)(F)F,0.166700,AOC3,0.378700,0.227584,0.584063,0.094661
T6837,[H][C@]1(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)CCN(C)C[C@H]1O,0.166700,PPARD,0.340100,0.189299,0.727914,0.051506
T5S0506,C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O,0.166700,XPR1,0.377000,0.080517,0.587161,0.033240
T5341,CCOC(=O)c1cnc(C#Cc2ccc3c(c2)C(C)(C)CC[S+]3[O-])nc1,0.166700,AOC3,0.277300,0.227425,0.651579,0.079240
T5416,O=C(O)CCc1cc(C(=O)c2ccc(OC3CCCC3)cc2O)ccc1OCc1ccc2c(=O)[nH]oc2c1,0.166700,MLXIPL,0.286900,0.230918,0.514010,0.112224
T5457,CCOC(=O)C1CSC(Cc2ccc(OCc3ccc([N+](=O)[O-])cc3)cc2)N1,0.166700,PPARG,0.300800,0.131197,0.639763,0.047262
T7280,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc2ccccc2c1,0.166700,PPARG,0.459700,0.269438,0.700658,0.080654
T7316,Cc1nc(N2CCN(C)CC2)c2nc(-c3ccccc3Cl)n(C3CCOCC3)c2n1,0.166700,AOC3,0.357200,0.296934,0.634073,0.108656
T7435,C[C@@H]1CCc2ncc(F)cc2[C@H]2CCCN2c2ccn3ncc(c3n2)C(=O)N1,0.166700,RXRG,0.374000,0.336147,0.717853,0.094843
T7888,COc1ccc2c(-c3ccc(CNS(N)(=O)=O)cc3)ccnc2c1,0.166700,PPARG,0.294200,0.252971,0.774110,0.057143
T8107,CCOC(=O)c1c(NC(=O)CN2CCN(C(=O)c3ccco3)CC2)sc2c1CCC2,0.166700,PPARG,0.377400,0.089109,0.653261,0.030897
T8310,CCCc1cc(=O)[nH]c(SCC(=O)Nc2ccc(OC(F)F)cc2)n1,0.166700,PPARD,0.469000,0.218655,0.548734,0.098672
T8346,COc1cc(C(=O)Nc2ccccc2-c2cn3c(CN4CCNCC4)csc3n2)cc(OC)c1OC,0.166700,PPARG,0.274900,0.247847,0.634684,0.090542
T8442,COc1cc(CN(CCN)C(=O)c2cccs2)ccc1OCc1ccccc1,0.166700,GPAM,0.300000,0.118637,0.702628,0.035279
TQ0050,O=C(NCCCc1ccccc1)c1cccc(-c2cc(O)c3ncccc3c2)c1,0.166700,PPARG,0.510700,0.263666,0.683069,0.083564
T8492,COc1ccc(-c2cc(Nc3ccnc(N4CCOCC4)n3)on2)cc1,0.166700,PPARG,0.236700,0.196049,0.754748,0.048082
T13063,C[C@H](NC(=O)N1CCN(S(=O)(=O)c2cccc(Br)c2)CC1)c1cccs1,0.166700,SCD,0.208300,0.290169,0.537408,0.134230
T8646,NC(=O)c1cccc(-c2cc(OC(=O)NC3CCCCC3)ccc2O)c1,0.166700,AOC3,0.212500,0.180662,0.691851,0.055671
T8684,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)C(C)C1,0.166700,AOC3,0.470000,0.316800,0.737866,0.083044
T11831,NNC(=O)CSc1nc2scc(-c3ccccc3)c2c(=O)n1-c1ccccc1,0.166700,PPARG,0.373800,0.190983,0.630785,0.070514
T14561,CNC(=O)COc1cc2cc(Nc3nc(N4CCC(C(=O)N(C)C)CC4)ncc3Cl)cc(OC)c2n(C)c1=O,0.166700,AOC3,0.592800,0.290974,0.624928,0.109136
T11673,Cc1ccn2c(C(=O)C(=O)c3ccccc3)c(-c3ccccc3)nc2c1,0.166700,AOC3,0.184800,0.220448,0.687111,0.068976
T11307,CO/N=C/NC(=O)c1ccc(C2=NOC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)cc1C,0.166700,PPARG,0.275900,0.127310,0.593012,0.051814
T22258,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,0.166700,AOC3,0.433600,0.318838,0.729322,0.086302
T10157,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)cc[n+]1[O-],0.166700,AOC3,0.256100,0.201520,0.636112,0.073331
T8886,O=C(O)c1ccccc1NS(=O)(=O)c1cccc(-c2cnn(Cc3ccccc3)c2)c1,0.166700,NR1H4,0.160400,0.191977,0.604978,0.075835
T14989,Cn1c(CNc2cccc(C(=O)NCc3ccccc3C(F)(F)F)c2)nnc1-c1ccncc1,0.166700,AOC3,0.273700,0.267534,0.554622,0.119154
T8993,COc1ccc(-c2ccc(OCc3cc(C(=O)[N-]S(=O)(=O)c4ccccc4C)oc3C)cc2)nc1,0.166700,PPARG,0.193000,0.178386,0.596679,0.071947
T15192,COCCN(C(=O)c1cc(OC)c(OC)c(OC)c1)c1nc(-c2ccccc2)cs1,0.166700,SCD,0.469500,0.095804,0.632124,0.035244
T9083,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(N)cc2C1=O,0.166700,AOC3,0.600600,0.141612,0.770518,0.032497
T16366,O=C(Nc1cc(F)c(F)c(F)c1)c1ccc(F)c(S(=O)(=O)N2CCC(O)CC2)c1,0.166700,AOC3,0.376500,0.228627,0.606805,0.089895
T25048,CC(=O)[C@@]12O[C@](C)(c3ccccc3)O[C@@H]1CC1C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@@]12C,0.166700,NR1H3,0.494600,0.136399,0.679307,0.043742
TN1675,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)c(OC)c3o2)cc1,0.166700,PPARG,0.335200,0.065488,0.583032,0.027307
T15942,Cc1ccc(Cc2cc3c(=O)n([C@H]4CCCC[C@@H]4O)cnc3c3ccccc23)cn1,0.166700,ACACA,0.249400,0.291129,0.625588,0.109002
T5722,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)c(OC)c3o2)cc1,0.166700,PPARG,0.345500,0.066957,0.591459,0.027355
T29017,COc1cccc(C=CC(=O)C=Cc2cccc(OC)c2OC)c1OC,0.166700,PPARG,0.245700,0.050468,0.496184,0.025427
T8943,CC(Cc1cccc(C(F)(F)F)c1)C(=O)Nc1cccc(S(=O)(=O)NCCN)c1,0.166700,GPAM,0.331100,0.157194,0.614876,0.060539
T26674,COc1ccccc1C(Br)=C(NC(=O)c1ccc([N+](=O)[O-])cc1)C(=O)N1CCCCC1,0.166700,AOC3,0.310100,0.140220,0.613586,0.054183
T9196,CC1(N)CCN(c2cnc3c(-c4cccc(Cl)c4Cl)n[nH]c3n2)CC1,0.166700,ACACA,0.474400,0.335480,0.749956,0.083885
T8951,COc1ccccc1C(=O)/C=C/c1ccccc1C(=O)[O][Na],0.166700,PPARG,0.489300,0.041947,0.739583,0.010924
TN6772,O=C(CCCCCCCCc1ccc(O)c(O)c1)c1c(O)cccc1O,0.166700,PPARG,0.346400,0.122631,0.569313,0.052816
T16754,CC(=O)N(Cc1ccc(F)cc1)C1=C(NCc2ccccc2)C(=O)c2ccccc2C1=O,0.166700,ACACA,0.579600,0.180906,0.626427,0.067582
T27695,CCOC(=O)[C@H](Cc1ccccc1)NC(=O)c1cc(Cl)c(OCCN2CCN(C)CC2)c(Cl)c1O,0.166700,PPARG,0.415800,0.087259,0.705542,0.025694
T9356,COc1cc(C=Nn2c(SC)nnc2-c2ccccc2)c(Br)cc1O,0.166700,ACACA,0.477500,0.165991,0.670702,0.054661
T9329,Cc1ccc(NC(=O)[C@H](C)n2ncc(Cl)cc2=O)cc1S(=O)(=O)NCCc1ccccn1,0.166700,AOC3,0.261700,0.258474,0.550547,0.116172
TQ0186,[H][C@@]12Cc3c([nH]c4cc(OC)ccc34)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC2=O,0.166700,PPARG,0.500000,0.174363,0.501683,0.086888
T9491,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,0.166700,THRSP,0.193500,0.145995,0.634589,0.053348
T9496,[H][C@]12CCCN1c1ccn3ncc(c3n1)C(=O)NC(C)CCc1ncc(F)cc12,0.166700,MLXIPL,0.344000,0.312549,0.693359,0.095840
T11738,C=CC(=O)N1CC(NC(=O)Cn2c(C3CC3)c(C(=O)N3CCc4c(cccc4OC)C3)c3cc(Cl)cc(C)c32)C1,0.166700,PPARG,0.387000,0.316380,0.620614,0.120030
T17244,Cc1nnc2sc(C(=O)NCc3ccc(S(=O)(=O)C(F)(F)F)cc3)c(N)c2c1C,0.166700,AOC3,0.346700,0.226643,0.559837,0.099760
T27029,COC(=O)c1ccc(-n2cc(CCCOS(=O)(=O)c3ccc(C)cc3)nn2)cc1,0.166700,AOC3,0.304900,0.202597,0.672868,0.066276
T37314,O=C(C(C[N+](=O)[O-])=NO)N1CCN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)CC1,0.166700,THRSP,0.294700,0.124786,0.647984,0.043927
T9612,N#Cc1ccc(Cn2ccc3c4c(N)nc(N)nc4ccc32)cc1,0.166700,PPARD,0.246700,0.262525,0.785881,0.056211
T35333,Cc1cccc(Cn2nc(C3CC3)c3c(NC(=O)c4cnc5cc(OCCN6CCN(C)CC6)ccn45)cccc32)n1,0.166700,RXRG,0.309100,0.340510,0.737927,0.089238
T5408,CNC(=O)COc1cc2cc(Nc3nc(N4C[C@H](C)C[C@H](C)C4)ncc3Cl)ccc2n(C)c1=O,0.166700,PPARG,0.708500,0.342907,0.670056,0.113140
T23449,O=c1[nH]c2ccc(C#CCN3CCC(Cc4ccccc4)CC3)cc2[nH]1,0.166700,PPARG,0.556200,0.341460,0.659550,0.116250
TQ0144,COC(=O)C1=C(C)NC(C)=C([N+](=O)[O-])[C@H]1c1ccccc1C(F)(F)F,0.166700,RXRG,0.619600,0.072918,0.765723,0.017083
T12493,CC(=O)Nc1nc2ccc(-c3cnc(C)c(NC(=O)OC4CCCCC4)c3)cc2s1,0.166700,RXRG,0.363000,0.245676,0.668869,0.081351
T27084,O=C(O)c1cc(NCCc2ccc(C(F)(F)F)cc2)ccc1O,0.166700,NR1H3,0.234100,0.170032,0.495458,0.085788
T60029,Cc1c([C@@H](C)Nc2nnc(C)c3cnc(N4CCOCC4)cc23)cccc1C(F)(F)F,0.166700,XPR1,0.274200,0.306739,0.678091,0.098742
T9659,Oc1cccc(Nc2ccnc3cc(-c4cccc(CN5CCOCC5)c4)sc23)c1,0.166700,NR1H3,0.335900,0.206588,0.788600,0.043673
TN1730,CC(C)(O)[C@H](O)COc1c2occc2cc2ccc(=O)oc12,0.166700,XPR1,0.221100,0.060021,0.773173,0.013614
T39573,COc1ncc(N2CCOCC2)cc1S(=O)(=O)Nc1ccnc(-c2ccc(CN3CCN(C(C)C)CC3)cc2F)c1,0.166700,THRSP,0.325200,0.291159,0.638638,0.105214
T11199,Nc1c(C(=O)N[C@@H]2CCCc3c(OCc4ccccc4)cccc32)[nH]c(=O)[nH]c1=O,0.166700,PPARG,0.459000,0.242502,0.522356,0.115830
T23265,CCCCN1CCC(CCC(=O)c2cc(Cl)c(N)cc2OC)CC1,0.166700,NR1H3,0.355000,0.088101,0.692315,0.027107
T60123,C=CCc1c(O)ccc2nc3c(cc12)Cn1c-3cc2c(c1=O)COC(=O)[C@]2(O)CC,0.166700,PPARG,0.524400,0.172976,0.693117,0.053083
T10799,CN1CCN(Cc2ccc(C(=O)Nc3ccc(CC(=O)Nc4ccc(NC(=O)C5CC5)nc4)cc3)cc2C(F)(F)F)CC1,0.166700,THRSP,0.353000,0.342127,0.812537,0.064136
T60048,O=S(=O)(c1ccc2c(c1)OCCO2)N1CCN(c2nc(-c3cccnc3)nc3ccccc23)CC1,0.166700,THRSP,0.426000,0.207619,0.653993,0.071838
T10984,Cc1cn(-c2cc(NC(=O)c3ccc4c(c3)CN(c3cncnc3)C[C@@H]4C)cc(C(F)(F)F)c2)cn1,0.166700,AOC3,0.351100,0.287491,0.512918,0.140032
T60186,Cc1cn(-c2cc(NC(=O)c3ccc4c(c3)CN(c3cncnc3)C[C@H]4C)cc(C(F)(F)F)c2)cn1,0.166700,PPARD,0.353000,0.287491,0.512918,0.140032
T64319,CC(C)(C)OC(=O)N1CCC(NC(=O)OCc2ccccc2)(C(=O)O)CC1,0.166700,PPARG,0.342000,0.068764,0.714263,0.019648
T60148,Cn1cc2c3cc(C(=O)O)ccc3n(-c3ccc(C(F)(F)F)cc3)c2n1,0.166700,RXRB,0.257800,0.169406,0.635623,0.061728
T60169,O=C(N[C@@H]1c2ccccc2C[C@H]1N1CCCC1)c1ccc(-c2ccnc3[nH]ccc23)nc1,0.166700,PPARG,0.226900,0.313228,0.739976,0.081447
T60197,CCCCNc1ncc2c(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)nn([C@H]3CC[C@H](O)CC3)c2n1,0.166700,THRSP,0.332800,0.380301,0.709235,0.110578
T61189,O=c1[nH]nc2c3c(cccc13)Oc1ccc(CN3CCC(O)CC3)cc1-2,0.166700,THRSP,0.274700,0.236545,0.718111,0.066679
T12728,COc1cc2nccc(Nc3n[nH]c(C)c3C)c2cc1S(=O)(=O)C(C)(C)C,0.166700,AOC3,0.323500,0.241484,0.666863,0.080447
T9642,CC(C)(Oc1cccc(N2CCC[C@@H](C(=O)N(Cc3ccc(-c4cn[nH]c4)cc3)C3CC3)C2)c1)C(=O)N1CCNCC1,0.166700,RXRG,0.367900,0.339724,0.617508,0.129942
T26852,O=C(NC1CC1)c1cc(NCc2cnc(Nc3ccccn3)s2)c(F)cc1F,0.166700,PPARG,0.321800,0.307425,0.698201,0.092781
T37587,COc1cc(O)c(C(CC(=O)N2C[C@H](C)C[C@H](C)C2)c2ccc3c(c2)OCO3)c(OC)c1,0.166700,PPARG,0.453400,0.156560,0.508545,0.076942
T67769,COc1cc(C(=O)c2ccc3ncccc3c2)cc(OC)c1OC,0.166700,THRSP,0.324000,0.118366,0.591650,0.048335
TNU0864,O=C(Nc1nc2ccc([N+](=O)[O-])cc2s1)C1CCCCC1,0.166700,PPARG,0.614300,0.189841,0.710396,0.054979
T12924,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,0.166700,NR1H3,0.283000,0.109054,0.637199,0.039565
T67881,CC#CC(=O)N1CCC[C@@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,0.166700,PPARD,0.406200,0.319950,0.644207,0.113836
T14390,COc1cccc(OC)c1-n1c(NS(=O)(=O)[C@@H](C)[C@H](C)c2ncc(C)cn2)nnc1-c1cncc(C)c1,0.166700,AOC3,0.268100,0.265818,0.639427,0.095847
T15756,O=C(O)Cn1cc(Cc2nc3c(F)c(F)cc(F)c3s2)c2ccccc21,0.166700,PPARG,0.387000,0.100629,0.623633,0.037874
T22591,CN(C)c1nc(N[C@H]2CC[C@@H](NC(=O)c3ccc(F)c(F)c3)CC2)nc2ccccc12,0.166700,AOC3,0.311500,0.282954,0.701642,0.084421
T40350,COc1cc2c(cc1Nc1ncc(C(N)=O)c(Nc3ccccc3CO)n1)CN(C)CC2,0.166700,SCD,0.368900,0.263332,0.808406,0.050453
T27011,CN(C)CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.166700,RXRA,0.404300,0.317798,0.702638,0.094501
T11593,COc1cc(/C=C(\C#N)C(=O)c2ccc(O)c(O)c2)cc(I)c1O,0.166700,PPARG,0.236800,0.086159,0.700143,0.025835
T14390L,COc1cccc(OC)c1-n1c(NS(=O)(=O)[C@H](C)[C@@H](C)c2ncc(C)cn2)nnc1-c1cncc(C)c1,0.166700,AOC3,0.369400,0.265818,0.639427,0.095847
T33613,Cc1c(-c2cccc(NC(=O)c3ccc(F)c(F)c3)c2)nc2ncccn12,0.166700,PPARG,0.518600,0.245295,0.610033,0.095657
T68123,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc2c1OCO2,0.166700,ACACA,0.570300,0.044628,0.734617,0.011843
T72041,COc1ccc(NC(=O)C(NC(=O)Cc2cccs2)c2ccccc2)cc1,0.166700,PPARA,0.487100,0.131158,0.525075,0.062290
T77512,NC(=O)c1c(NC(=O)c2ccc3nc[nH]c3c2)sc2c1CCCC2,0.166700,PPARG,0.231600,0.217736,0.639245,0.078549
T72576,O=c1cc(Cc2ccccc2)[nH]c2c(-c3ccc(Cl)cc3)cnn12,0.166700,RXRA,0.424600,0.247623,0.574750,0.105301
T35074,COc1ccc(S(=O)(=O)N2CCN(C(C)c3nc(OC4CCCCC4)c4ccccc4n3)CC2)cc1,0.166700,AOC3,0.561500,0.280069,0.644440,0.099581
T39044,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(OC[C@@H](O)CO)cc1,0.166700,SCD,0.311500,0.144759,0.563525,0.063184
T65550,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(C)=O,0.166700,ACACA,0.362300,0.152241,0.593629,0.061866
T77692,O=C(CSc1ccc(NC(=O)c2ccc(F)cc2)cc1)Nc1nc(-c2ccccc2)cs1,0.166700,PPARG,0.383300,0.196741,0.591388,0.080391
T15558,COc1cc2ncn(-c3cc(OCc4ccccc4S(C)(=O)=O)c(C#N)s3)c2cc1OC,0.166700,SCD,0.316900,0.174447,0.663481,0.058705
T77678,O=C(CN1C(=O)SC(=Cc2cccc(O)c2)C1=O)c1ccccc1,0.166700,GPAM,0.389600,0.095588,0.804797,0.018659
TN1995,COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1OC,0.166700,PPARD,0.416500,0.071685,0.673424,0.023411
T77693,Cc1cc(F)ccc1Oc1cc(C(F)(F)F)ccc1C(=O)Nc1cc[nH]c(=O)c1,0.166700,GPAM,0.252200,0.200085,0.553757,0.089286
T73475,CCN1CCN(c2ccc3cc(-c4cn5cc(C)nc(C)c5n4)c(=O)oc3c2)C[C@@H]1C,0.166700,RXRG,0.474600,0.271408,0.661336,0.091916
T23182,COc1ccccc1-c1c[nH]c2ncc(-c3cncc(C(=O)N(C)C)c3)cc12,0.166700,THRSP,0.163500,0.233300,0.746111,0.059232
T26559,COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2cc(C)cc(C)c2)cc1,0.166700,PPARG,0.347900,0.218948,0.520418,0.105003
T26914,O=C(c1cccnc1)N1CCN2C(=O)c3ccncc3[C@]12c1ccc(Cl)cc1,0.166700,MLXIPL,0.590300,0.220971,0.654914,0.076254
T26914L,O=C(c1cccnc1)N1CCN2C(=O)c3ccncc3[C@@]12c1ccc(Cl)cc1,0.166700,SCD,0.566900,0.220971,0.654914,0.076254
T31773,COc1ccc(OC)c(C(=Cc2ccc(O)c(OC)c2)C(=O)NCCc2ccc(O)cc2)c1,0.166700,PPARG,0.385300,0.142149,0.549112,0.064093
T83981,COc1cc(N)c(Cl)cc1C(=O)NCC1CCN(CC[C@H](OC(N)=O)c2ccc(F)cc2)CC1,0.166700,AOC3,0.369400,0.207852,0.638694,0.075098
T12539L,CC1(C)SCCN(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)[C@H]1C(=O)NO,0.166700,THRSP,0.390600,0.277551,0.628102,0.103221
T70008,CN1CCN(C(=O)[C@H](CCCN[C@@H]2C[C@H]2c2ccc(F)cc2)NC(=O)c2ccc(-n3ccnn3)cc2)CC1,0.166700,GPAM,0.328600,0.293758,0.595228,0.118905
T24933,O=C(C1CCCCC1)N1CCN(S(=O)(=O)c2cccc3cnccc23)CC1,0.166700,PPARG,0.520500,0.224220,0.628067,0.083395
T12330,O=C(NCCCc1cn[nH]c1)c1ccc(-c2ccncc2)c(C#Cc2ccc(F)cc2)c1,0.166700,PPARG,0.240400,0.294350,0.615853,0.113074
T84372,O=c1cc(-c2n[nH]c3ncc(-c4c(F)cccc4F)cc23)nc(N2CCC(O)CC2)[nH]1,0.166700,THRSP,0.280800,0.284311,0.695780,0.086493
T22499,COc1ccc2[nH]c(-c3ccccc3)c(CCNC(C)=O)c2c1,0.166700,AOC3,0.571300,0.182615,0.544465,0.083187
T63929,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,0.166700,NR1H3,0.204100,0.106344,0.510902,0.052013
T28959,CCc1c2c(nc3ccccc13)-c1c(N)c3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,0.166700,AOC3,0.466100,0.168166,0.698068,0.050775
T71404,O=C(NCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc2ccccc2c1,0.166700,AOC3,0.314700,0.325819,0.705299,0.096019
