Rank,ID,SMILES,Score
193,T207083,COc1cccc(N)c1,0.6948
194,T0058,CCOc1ccccc1C(N)=O,0.6948
195,T0565,Cl.ClCCNCCCl,0.6943
196,T0258,O=c1[nH]c(=O)c2ccccc2o1,0.6943
197,T3245,C=C(C)[C@H]1CC=C(C)C(=O)C1,0.6943
198,TN9314,N#Cc1ccccc1N,0.6943
199,TN9735,CCc1ccccc1C,0.6943
200,TN6982,CCOC(=O)c1ccccc1C(=O)OCC,0.6938
201,TN9318,Cn1cnc2ccccc21,0.6934
202,TN9637,Cc1coc2ccccc12,0.6929
203,T4799,c1ccc2[nH]ccc2c1,0.6929
204,TN6884,COc1cc(C)ccc1C(C)C,0.6924
205,TYD-02841,CC(C)Cc1cccc(N)c1,0.6919
206,T207104,ClC(Cl)(Cl)C(Cl)(Cl)Cl,0.6919
207,TN9691,COc1c(Cl)cc(Cl)cc1Cl,0.6919
208,T5367,COc1ccc(O)c(C(C)(C)C)c1,0.6919
209,T26408,CCOC(=O)C(Cl)C(C)=O,0.6914
210,TN9405,CC(C)C(N)=O,0.6909
211,T66911,COc1cccc(OC)c1,0.6909
212,T22980,CCC(=O)OCN1C(=O)C=CC1=O,0.6909
213,T10796,Cc1ncsc1CCCl.Cl,0.6904
214,TN4525,COC(=O)c1c(O)cccc1O,0.6904
215,T0538,CC1C(=O)Nc2ccccc21,0.6899
216,TN9668,CSCCC(C)=O,0.6890
217,T40489,COc1cc(OC)cc(C(C)=O)c1,0.6885
218,T3088,CCN1C(=O)C=CC1=O,0.6885
219,TN9202,CC1=CC(O)CC(C)(C)C1,0.6880
220,T7431,Clc1ccc(Cl)cc1,0.6880
221,T0051,CCOC(N)=O,0.6880
222,T9583,CC(=O)N1c2ccccc2Oc2ccccc21,0.6875
223,TN7146,OCc1cc(Br)c(O)c(Br)c1,0.6875
224,TN9394,COc1ccc(N)cc1.Cl,0.6870
225,T0973L,Cc1ncc(CO)c(CO)c1O.Cl,0.6870
